Lake_ID,STN,Site.ID,Lake_Name,Latitude,Longitude,meanTP_yearly,Secchi.depth_avg,Lake.Area
1902,1170,1,devil lake,44.57527778,-76.4275,8.983333333,6,51735.6
1903,1170,1,devil lake,44.57527778,-76.4275,8.533333333,5,51735.6
1904,1170,1,devil lake,44.57527778,-76.4275,7.9,5.5,51735.6
1905,1170,1,devil lake,44.57527778,-76.4275,10.8,4.5,51735.6
1906,1170,1,devil lake,44.57527778,-76.4275,15,5,51735.6
1907,1170,1,devil lake,44.57527778,-76.4275,7.8,5.8,51735.6
1908,1170,2,devil lake,44.59138889,-76.46638889,13.4,6.5,51735.6
1909,1170,2,devil lake,44.59138889,-76.46638889,8.95,7.2,51735.6
1910,1170,2,devil lake,44.59138889,-76.46638889,7,6.6,51735.6
1911,1170,2,devil lake,44.59138889,-76.46638889,6.45,7.2,51735.6
1912,1170,2,devil lake,44.59138889,-76.46638889,6.525,6.5,51735.6
1913,1170,2,devil lake,44.59138889,-76.46638889,7.625,6.7,51735.6
1914,1170,2,devil lake,44.59138889,-76.46638889,7.01,6.7,51735.6
1915,1170,2,devil lake,44.59138889,-76.46638889,7.78,6.8,51735.6
1916,1170,2,devil lake,44.59138889,-76.46638889,8.6,7,51735.6
1917,1170,2,devil lake,44.59138889,-76.46638889,7.2,6.8,51735.6
1918,1170,2,devil lake,44.59138889,-76.46638889,7.516666667,7.4,51735.6
1919,1170,2,devil lake,44.59138889,-76.46638889,6.933333333,6.8,51735.6
1920,1170,2,devil lake,44.59138889,-76.46638889,6.766666667,6.8,51735.6
1921,1170,2,devil lake,44.59138889,-76.46638889,6.683333333,6.5,51735.6
1922,1170,3,devil lake,44.58194444,-76.47527778,10.55,6.6,51735.6
1923,1170,3,devil lake,44.58194444,-76.47527778,7.25,6.6,51735.6
1924,1170,3,devil lake,44.58194444,-76.47527778,6.9,7.6,51735.6
1925,1170,3,devil lake,44.58194444,-76.47527778,6.908333333,6.5,51735.6
1926,1170,3,devil lake,44.58194444,-76.47527778,7.333333333,6.6,51735.6
1927,1170,3,devil lake,44.58194444,-76.47527778,7.28,6.6,51735.6
1928,1170,3,devil lake,44.58194444,-76.47527778,7.96,6.7,51735.6
1929,1170,3,devil lake,44.58194444,-76.47527778,7.333333333,7,51735.6
1930,1170,3,devil lake,44.58194444,-76.47527778,7.35,6.8,51735.6
1931,1170,3,devil lake,44.58194444,-76.47527778,8.3,7.3,51735.6
1932,1170,3,devil lake,44.58194444,-76.47527778,7.25,6.7,51735.6
1933,1170,3,devil lake,44.58194444,-76.47527778,7.2,6.8,51735.6
1934,1170,3,devil lake,44.58194444,-76.47527778,7.733333333,6.5,51735.6
1935,1170,4,devil lake,44.58194444,-76.47527778,7.8,6.5,51735.6
1936,1170,4,devil lake,44.58194444,-76.47527778,7,7.1,51735.6
1937,1170,4,devil lake,44.58194444,-76.47527778,7.775,6.5,51735.6
1938,1170,4,devil lake,44.58194444,-76.47527778,8.091666667,6.6,51735.6
1939,1170,4,devil lake,44.58194444,-76.47527778,7.18,6.4,51735.6
1940,1170,4,devil lake,44.58194444,-76.47527778,8.94,6.6,51735.6
1941,1170,4,devil lake,44.58194444,-76.47527778,7.2,6.8,51735.6
1942,1170,4,devil lake,44.58194444,-76.47527778,7.65,6.7,51735.6
1943,1170,4,devil lake,44.58194444,-76.47527778,7.6,7.1,51735.6
1944,1170,4,devil lake,44.58194444,-76.47527778,7.5,6.6,51735.6
1945,1170,4,devil lake,44.58194444,-76.47527778,7.316666667,6.8,51735.6
1946,1170,4,devil lake,44.58194444,-76.47527778,7.6,6.5,51735.6
1947,1170,5,devil lake,44.58555556,-76.43694444,9.7,4.3,51735.6
1948,1170,6,devil lake,44.57222222,-76.45916667,8.6,4.3,51735.6
1949,1184,1,diamond lake,45.39277778,-79.77194444,7,2.2,515376.72
1950,1184,1,diamond lake,45.39277778,-79.77194444,9.2,2,515376.72
1951,1192,2,dickey lake,44.78611111,-77.73944444,7.9,5.4,2241792.82
1952,1192,2,dickey lake,44.78611111,-77.73944444,4.45,6,2241792.82
1953,1192,2,dickey lake,44.78611111,-77.73944444,4.45,5.5,2241792.82
1954,1192,2,dickey lake,44.78611111,-77.73944444,5.7,6,2241792.82
1955,1192,2,dickey lake,44.78611111,-77.73944444,4.85,6.4,2241792.82
1956,1192,2,dickey lake,44.78611111,-77.73944444,6.3,6.8,2241792.82
1957,1192,2,dickey lake,44.78611111,-77.73944444,4.85,6.5,2241792.82
1958,1192,2,dickey lake,44.78611111,-77.73944444,5.5,6,2241792.82
1959,1192,2,dickey lake,44.78611111,-77.73944444,4.7,4.7,2241792.82
1960,1192,2,dickey lake,44.78611111,-77.73944444,6,4,2241792.82
1961,1192,2,dickey lake,44.78611111,-77.73944444,5.4,5.5,2241792.82
1962,1192,2,dickey lake,44.78611111,-77.73944444,5.4,5.2,2241792.82
1963,1193,1,dickie lake,45.14916667,-79.08944444,6.2,2.5,912515.05
1964,7186,1,dixon lake,46.69805556,-80.96305556,4.3,4.8,64824.52
1965,7186,1,dixon lake,46.69805556,-80.96305556,6.35,4.5,64824.52
1966,7186,1,dixon lake,46.69805556,-80.96305556,3.8,6.5,64824.52
1967,7186,1,dixon lake,46.69805556,-80.96305556,11.1,6.8,64824.52
1968,7186,1,dixon lake,46.69805556,-80.96305556,5,6.8,64824.52
1969,7186,1,dixon lake,46.69805556,-80.96305556,4.1,5.5,64824.52
1970,7186,1,dixon lake,46.69805556,-80.96305556,4,6.3,64824.52
1971,7186,1,dixon lake,46.69805556,-80.96305556,4.4,5.5,64824.52
1972,7186,1,dixon lake,46.69805556,-80.96305556,6.3,5.5,64824.52
1973,7186,1,dixon lake,46.69805556,-80.96305556,4.1,6.1,64824.52
1974,7186,1,dixon lake,46.69805556,-80.96305556,6.3,6.3,64824.52
1975,1215,2,doe lake (big),45.54083333,-79.41444444,13.5,1.2,8640720.32
1976,1216,1,doe lake (doeskin),44.91666667,-79.28333333,21.1,1.9,373743.41
1977,1217,1,dog lake,44.45,-76.325,19,2.6,4488.78
1978,1217,1,dog lake,44.45,-76.325,25.76666667,3.2,4488.78
1979,1217,1,dog lake,44.45,-76.325,23.14285714,2.8,4488.78
1980,1217,1,dog lake,44.45,-76.325,23.94285714,2.8,4488.78
1981,1217,1,dog lake,44.45,-76.325,23.46,3.1,4488.78
1982,1217,1,dog lake,44.45,-76.325,24.3,3,4488.78
1983,1217,1,dog lake,44.45,-76.325,23.98,2.8,4488.78
1984,1217,1,dog lake,44.45,-76.325,18.83333333,3.1,4488.78
1985,1217,2,dog lake,44.435,-76.35194444,28.875,1.4,4488.78
1986,1217,3,dog lake,44.39416667,-76.36472222,26.8875,1.9,4488.78
1987,1217,3,dog lake,44.39416667,-76.36472222,44.6875,1.8,4488.78
1988,1217,3,dog lake,44.39416667,-76.36472222,40.6125,2.4,4488.78
1989,1217,3,dog lake,44.39416667,-76.36472222,41.23,1.8,4488.78
1990,1217,3,dog lake,44.39416667,-76.36472222,56.7,1.8,4488.78
1991,1217,3,dog lake,44.39416667,-76.36472222,42.29,1.5,4488.78
1992,1217,3,dog lake,44.39416667,-76.36472222,29.88333333,1.5,4488.78
1993,1217,3,dog lake,44.39416667,-76.36472222,44.375,1,4488.78
1994,1217,3,dog lake,44.39416667,-76.36472222,67.025,1.1,4488.78
1995,1217,4,dog lake,44.40361111,-76.37638889,37.8,0.8,4488.78
1996,1217,4,dog lake,44.40361111,-76.37638889,44.19166667,2.1,4488.78
1997,1217,4,dog lake,44.40361111,-76.37638889,51.1,1.1,4488.78
1998,1217,4,dog lake,44.40361111,-76.37638889,23.05,2.7,4488.78
1999,1217,5,dog lake,44.415,-76.34888889,41.38333333,1.7,4488.78
2000,1217,5,dog lake,44.415,-76.34888889,35.3,1.6,4488.78
2001,1217,5,dog lake,44.415,-76.34888889,34.36666667,1.4,4488.78
2002,1217,5,dog lake,44.415,-76.34888889,41,1.5,4488.78
2003,1217,6,dog lake,44.39805556,-76.3625,42.375,1,4488.78
2004,1217,6,dog lake,44.39805556,-76.3625,52.26,1.2,4488.78
2005,1217,6,dog lake,44.39805556,-76.3625,57.55,1.5,4488.78
2006,1224,1,dollars lake,45.95277778,-80.26527778,13.35,2.1,154556.72
2007,1224,1,dollars lake,45.95277778,-80.26527778,14.85,1.8,154556.72
2008,1224,1,dollars lake,45.95277778,-80.26527778,17.3,1.9,154556.72
2009,1224,1,dollars lake,45.95277778,-80.26527778,16.7,3,154556.72
2010,1224,2,dollars lake,45.9425,-80.21777778,31.4,1.9,154556.72
2011,1224,2,dollars lake,45.9425,-80.21777778,14.55,2.1,154556.72
2012,1224,2,dollars lake,45.9425,-80.21777778,12.85,2,154556.72
2013,1224,2,dollars lake,45.9425,-80.21777778,12.35,2,154556.72
2014,1224,2,dollars lake,45.9425,-80.21777778,30.15,2,154556.72
2015,1224,2,dollars lake,45.9425,-80.21777778,13.25,1.9,154556.72
2016,1224,2,dollars lake,45.9425,-80.21777778,21.35,1.9,154556.72
2017,1224,2,dollars lake,45.9425,-80.21777778,13.5,2.1,154556.72
2018,1224,2,dollars lake,45.9425,-80.21777778,13.1,3,154556.72
2019,1224,2,dollars lake,45.9425,-80.21777778,13.7,1.9,154556.72
2020,1224,2,dollars lake,45.9425,-80.21777778,17.5,1.7,154556.72
2021,1224,3,dollars lake,45.93,-80.23416667,6.5,3.6,154556.72
2022,2456,1,dore lake,45.61666667,-77.11666667,14.15,3.1,15162936.41
2023,2456,1,dore lake,45.61666667,-77.11666667,13.75,3.5,15162936.41
2024,1237,1,dotty lake,45.46666667,-79,5.7,2.5,1683.94
2025,7237,1,doyne lake,45.47305556,-77.30972222,12.38571429,3.3,22998.4
2026,7237,1,doyne lake,45.47305556,-77.30972222,9.183333333,3.3,22998.4
2027,7237,1,doyne lake,45.47305556,-77.30972222,9.75,3.4,22998.4
2028,7237,1,doyne lake,45.47305556,-77.30972222,9.858333333,2.8,22998.4
2029,7237,1,doyne lake,45.47305556,-77.30972222,14.28333333,2.6,22998.4
2030,7237,1,doyne lake,45.47305556,-77.30972222,13.625,2.9,22998.4
2031,7237,1,doyne lake,45.47305556,-77.30972222,9.541666667,3.3,22998.4
2032,7237,1,doyne lake,45.47305556,-77.30972222,10.72,3.2,22998.4
2033,7237,1,doyne lake,45.47305556,-77.30972222,13.75,2.7,22998.4
2034,7237,1,doyne lake,45.47305556,-77.30972222,10.41666667,2.8,22998.4
2035,7237,1,doyne lake,45.47305556,-77.30972222,9.716666667,3.1,22998.4
2036,7237,1,doyne lake,45.47305556,-77.30972222,8.783333333,3.2,22998.4
2037,7237,1,doyne lake,45.47305556,-77.30972222,9.95,3.1,22998.4
2038,1246,1,drag lake,45.08333333,-78.4,7.2,4.6,2.84
2039,1246,2,drag lake,45.08333333,-78.4,7.2,4.4,2.84
2040,1246,3,drag lake,45.08333333,-78.4,6.9,4.7,2.84
2041,1246,4,drag lake,45.07166667,-78.40611111,15.95,5.9,2.84
2042,1246,4,drag lake,45.07166667,-78.40611111,7.8,5.6,2.84
2043,1246,4,drag lake,45.07166667,-78.40611111,20.6,5.5,2.84
2044,1246,4,drag lake,45.07166667,-78.40611111,4.7,5,2.84
2045,1246,4,drag lake,45.07166667,-78.40611111,16.05,5.3,2.84
2046,1246,4,drag lake,45.07166667,-78.40611111,5.4,5.3,2.84
2047,1246,4,drag lake,45.07166667,-78.40611111,6.4,5.5,2.84
2048,1246,4,drag lake,45.07166667,-78.40611111,3.9,6.4,2.84
2049,1246,4,drag lake,45.07166667,-78.40611111,3.8,6,2.84
2050,1246,4,drag lake,45.07166667,-78.40611111,5.2,5.6,2.84
2051,1246,4,drag lake,45.07166667,-78.40611111,4.2,6.6,2.84
2052,1246,4,drag lake,45.07166667,-78.40611111,4,7.1,2.84
2053,5930,1,drag river,44.93444444,-78.63333333,13.36666667,4.4,2516426.16
2054,5930,1,drag river,44.93444444,-78.63333333,7.566666667,4.4,2516426.16
2055,5930,1,drag river,44.93444444,-78.63333333,8.6,4.5,2516426.16
2056,5930,1,drag river,44.93444444,-78.63333333,7.928571429,4.1,2516426.16
2057,5930,1,drag river,44.93444444,-78.63333333,7.025,4.2,2516426.16
2058,5930,1,drag river,44.93444444,-78.63333333,8.23,4.5,2516426.16
2059,5930,1,drag river,44.93444444,-78.63333333,21.86,4.5,2516426.16
2060,5930,1,drag river,44.93444444,-78.63333333,7.76,4.1,2516426.16
2061,5930,1,drag river,44.93444444,-78.63333333,8.766666667,4.7,2516426.16
2062,5930,1,drag river,44.93444444,-78.63333333,8.5,4.3,2516426.16
2063,5930,1,drag river,44.93444444,-78.63333333,7.06,4.5,2516426.16
2064,5930,1,drag river,44.93444444,-78.63333333,7.383333333,3.9,2516426.16
2065,5930,1,drag river,44.93444444,-78.63333333,8.75,3.6,2516426.16
2066,5930,1,drag river,44.93444444,-78.63333333,23.68333333,4.2,2516426.16
2067,5930,1,drag river,44.93444444,-78.63333333,7.666666667,4.7,2516426.16
2068,7506,1,draper lake,45.21111111,-79.70305556,5.1,4.2,154748.38
2069,7506,1,draper lake,45.21111111,-79.70305556,5.7,4,154748.38
2070,1264,2,duck lake,45.88694444,-79.98777778,13,2.9,2.83
2071,1264,2,duck lake,45.88694444,-79.98777778,18.4,2.9,2.83
2072,1264,2,duck lake,45.88694444,-79.98777778,8.7,3.2,2.83
2073,1264,3,duck lake,45.88666667,-79.98888889,7.1,3.8,2.83
2074,1264,3,duck lake,45.88666667,-79.98888889,7.4,3.9,2.83
2075,2715,1,duck lake (little seguin),45.38166667,-79.8025,10.25,2.5,859925.56
2076,2715,1,duck lake (little seguin),45.38166667,-79.8025,12,2.6,859925.56
2077,2715,3,duck lake (little seguin),45.37916667,-79.79777778,8.5,2.4,859925.56
2078,2715,3,duck lake (little seguin),45.37916667,-79.79777778,10.1,2.1,859925.56
2079,2715,4,duck lake (little seguin),45.37916667,-79.79666667,9.85,2.5,859925.56
2080,1292,1,dyson lake,45.21666667,-79.65277778,6.9,5.2,953008.08
2081,1297,1,eagle lake,45.14138889,-78.48805556,3.05,4.7,2446384.23
2082,1297,1,eagle lake,45.14138889,-78.48805556,6.75,4.4,2446384.23
2083,1297,1,eagle lake,45.14138889,-78.48805556,7.9,4.9,2446384.23
2084,1297,1,eagle lake,45.14138889,-78.48805556,4.6,4.7,2446384.23
2085,1297,1,eagle lake,45.14138889,-78.48805556,5.8,4.4,2446384.23
2086,1297,1,eagle lake,45.14138889,-78.48805556,3.8,5,2446384.23
2087,1297,2,eagle lake,45.14138889,-78.48777778,4.7,5,2446384.23
2088,1298,1,eagle lake,45.82027778,-79.49361111,7.15,5.2,2446384.23
2089,1298,1,eagle lake,45.82027778,-79.49361111,4.6,5.5,2446384.23
2090,1298,1,eagle lake,45.82027778,-79.49361111,6.15,5.1,2446384.23
2091,1298,1,eagle lake,45.82027778,-79.49361111,6.2,4.8,2446384.23
2092,1298,1,eagle lake,45.82027778,-79.49361111,10.15,4.4,2446384.23
2093,1298,1,eagle lake,45.82027778,-79.49361111,4.9,4.8,2446384.23
2094,1298,1,eagle lake,45.82027778,-79.49361111,6.7,5.8,2446384.23
2095,1298,1,eagle lake,45.82027778,-79.49361111,5.4,4.5,2446384.23
2096,1298,1,eagle lake,45.82027778,-79.49361111,7.4,5,2446384.23
2097,1298,1,eagle lake,45.82027778,-79.49361111,5.8,3.1,2446384.23
2098,1298,1,eagle lake,45.82027778,-79.49361111,9.5,3.4,2446384.23
2099,1298,1,eagle lake,45.82027778,-79.49361111,10.1,3.4,2446384.23
2100,1298,2,eagle lake,45.84527778,-79.50527778,10.4,4.5,2446384.23
2101,1298,2,eagle lake,45.84527778,-79.50527778,5.5,4.8,2446384.23
2102,1298,2,eagle lake,45.84527778,-79.50527778,6.95,4.6,2446384.23
2103,1298,2,eagle lake,45.84527778,-79.50527778,8.05,3.9,2446384.23
2104,1298,2,eagle lake,45.84527778,-79.50527778,7.15,4,2446384.23
2105,1298,2,eagle lake,45.84527778,-79.50527778,5.2,3.8,2446384.23
2106,1298,2,eagle lake,45.84527778,-79.50527778,5.6,3.8,2446384.23
2107,1298,2,eagle lake,45.84527778,-79.50527778,7.1,4.5,2446384.23
2108,1298,2,eagle lake,45.84527778,-79.50527778,5.3,3.6,2446384.23
2109,1298,2,eagle lake,45.84527778,-79.50527778,8.2,3.9,2446384.23
2110,1298,2,eagle lake,45.84527778,-79.50527778,10.5,2.2,2446384.23
2111,1298,2,eagle lake,45.84527778,-79.50527778,13.1,2.7,2446384.23
2112,1298,2,eagle lake,45.84527778,-79.50527778,13.5,2.7,2446384.23
2113,6285,1,eagle lake,44.69277778,-76.70972222,12.25,5.4,2446384.23
2114,6285,1,eagle lake,44.69277778,-76.70972222,8.1,4.7,2446384.23
2115,6285,1,eagle lake,44.69277778,-76.70972222,9.95,5,2446384.23
2116,6285,1,eagle lake,44.69277778,-76.70972222,8.5,5,2446384.23
2117,6285,1,eagle lake,44.69277778,-76.70972222,10,4.9,2446384.23
2118,6285,1,eagle lake,44.69277778,-76.70972222,8,5.4,2446384.23
2119,6285,1,eagle lake,44.69277778,-76.70972222,11.4,5.1,2446384.23
2120,6285,1,eagle lake,44.69277778,-76.70972222,10,5.1,2446384.23
2121,6285,1,eagle lake,44.69277778,-76.70972222,9.6,5.2,2446384.23
2122,6285,1,eagle lake,44.69277778,-76.70972222,14.3,5,2446384.23
2123,6285,1,eagle lake,44.69277778,-76.70972222,9.9,5.3,2446384.23
2124,6285,1,eagle lake,44.69277778,-76.70972222,9.8,5.9,2446384.23
2125,6285,2,eagle lake,44.66944444,-76.69277778,8,5.7,2446384.23
2126,6285,4,eagle lake,44.67888889,-76.71138889,9.6,5.1,2446384.23
2127,6285,5,eagle lake,44.67777778,-77.29861111,8.4,4.8,2446384.23
2128,6285,5,eagle lake,44.67777778,-77.29861111,12.5,3.5,2446384.23
2129,6285,6,eagle lake,44.69333333,-76.70138889,10.6,5.2,2446384.23
2130,6964,1,east lake,45.12638889,-78.23611111,7.1,5.4,4468.7
2131,6964,1,east lake,45.12638889,-78.23611111,8,6.1,4468.7
2132,6964,1,east lake,45.12638889,-78.23611111,8.9,5.1,4468.7
2133,6964,1,east lake,45.12638889,-78.23611111,11.15,6,4468.7
2134,6964,1,east lake,45.12638889,-78.23611111,6.75,5.5,4468.7
2135,6964,1,east lake,45.12638889,-78.23611111,9.8,5.3,4468.7
2136,6964,1,east lake,45.12638889,-78.23611111,7.25,5.1,4468.7
2137,6964,1,east lake,45.12638889,-78.23611111,11.2,5,4468.7
2138,6964,1,east lake,45.12638889,-78.23611111,7.4,5.1,4468.7
2139,6964,1,east lake,45.12638889,-78.23611111,6,6.2,4468.7
2140,6964,1,east lake,45.12638889,-78.23611111,10.1,5.3,4468.7
2141,6964,1,east lake,45.12638889,-78.23611111,7.2,5.8,4468.7
2142,6964,1,east lake,45.12638889,-78.23611111,8.7,5.5,4468.7
2143,6964,1,east lake,45.12638889,-78.23611111,6.5,5.2,4468.7
2144,7147,1,east lake,43.92222222,-77.19527778,14.59166667,3,4468.7
2145,7147,1,east lake,43.92222222,-77.19527778,15.51666667,2.9,4468.7
2146,7147,1,east lake,43.92222222,-77.19527778,15.69166667,3.4,4468.7
2147,7147,1,east lake,43.92222222,-77.19527778,17.6,2.6,4468.7
2148,7147,1,east lake,43.92222222,-77.19527778,15.78333333,2.1,4468.7
2149,7147,1,east lake,43.92222222,-77.19527778,17.08333333,2.3,4468.7
2150,7147,1,east lake,43.92222222,-77.19527778,16.16666667,2.4,4468.7
2151,7147,1,east lake,43.92222222,-77.19527778,16.23333333,2.1,4468.7
2152,7147,1,east lake,43.92222222,-77.19527778,16.71666667,2.4,4468.7
2153,7147,1,east lake,43.92222222,-77.19527778,15.86666667,3.2,4468.7
2154,1316,1,east moore lake,44.79861111,-78.79722222,26.55,5,2.83
2155,1316,1,east moore lake,44.79861111,-78.79722222,9.8,4.7,2.83
2156,1316,1,east moore lake,44.79861111,-78.79722222,8.4,5.4,2.83
2157,1316,1,east moore lake,44.79861111,-78.79722222,6.6,5.2,2.83
2158,1316,1,east moore lake,44.79861111,-78.79722222,6.25,5.6,2.83
2159,1316,1,east moore lake,44.79861111,-78.79722222,5,5.6,2.83
2160,1316,1,east moore lake,44.79861111,-78.79722222,7.3,5.1,2.83
2161,1316,1,east moore lake,44.79861111,-78.79722222,6.8,5.7,2.83
2162,1316,1,east moore lake,44.79861111,-78.79722222,9.3,5.6,2.83
2163,1316,1,east moore lake,44.79861111,-78.79722222,6.1,5.6,2.83
2164,1316,1,east moore lake,44.79861111,-78.79722222,7.6,5.2,2.83
2165,1316,1,east moore lake,44.79861111,-78.79722222,7.2,5.3,2.83
2166,1316,1,east moore lake,44.79861111,-78.79722222,8.5,5.5,2.83
2167,1316,1,east moore lake,44.79861111,-78.79722222,5.9,5.9,2.83
2168,7057,1,eaton lake (seneca),43.95861111,-79.51833333,22.65,3.8,64795.76
2169,7057,1,eaton lake (seneca),43.95861111,-79.51833333,25.275,3.1,64795.76
2170,7057,1,eaton lake (seneca),43.95861111,-79.51833333,30.475,2.9,64795.76
2171,7057,1,eaton lake (seneca),43.95861111,-79.51833333,17.84,3.5,64795.76
2172,7057,1,eaton lake (seneca),43.95861111,-79.51833333,19.36,3.1,64795.76
2173,7057,1,eaton lake (seneca),43.95861111,-79.51833333,19.60833333,3.3,64795.76
2174,7057,1,eaton lake (seneca),43.95861111,-79.51833333,23.90833333,3.3,64795.76
2175,7057,1,eaton lake (seneca),43.95861111,-79.51833333,18.73333333,3.8,64795.76
2176,7057,1,eaton lake (seneca),43.95861111,-79.51833333,19.26666667,3.6,64795.76
2177,7057,1,eaton lake (seneca),43.95861111,-79.51833333,18.4,4.1,64795.76
2178,7057,1,eaton lake (seneca),43.95861111,-79.51833333,26.42,3.2,64795.76
2179,1326,1,echo lake,45.1775,-79.06611111,7.8,2.9,2230664.72
2180,1326,1,echo lake,45.1775,-79.06611111,7.45,3.2,2230664.72
2181,1326,1,echo lake,45.1775,-79.06611111,6,3.7,2230664.72
2182,1326,1,echo lake,45.1775,-79.06611111,7.5,3.3,2230664.72
2183,1326,1,echo lake,45.1775,-79.06611111,7.3,3,2230664.72
2184,1326,1,echo lake,45.1775,-79.06611111,8.9,2.8,2230664.72
2185,1326,1,echo lake,45.1775,-79.06611111,8.7,4,2230664.72
2186,1326,2,echo lake,45.17777778,-79.06666667,7.2,2.3,2230664.72
2187,7532,1,edith lake,46.22666667,-80.70694444,8.4,4.7,510734.16
2188,1340,2,eels lake,44.90138889,-78.12638889,82.85,4.8,7831.37
2189,1340,2,eels lake,44.90138889,-78.12638889,7.2,5.2,7831.37
2190,1340,2,eels lake,44.90138889,-78.12638889,5.3,5,7831.37
2191,1340,2,eels lake,44.90138889,-78.12638889,6.5,5.3,7831.37
2192,1340,2,eels lake,44.90138889,-78.12638889,4.75,5.1,7831.37
2193,1340,2,eels lake,44.90138889,-78.12638889,4.45,6,7831.37
2194,1340,2,eels lake,44.90138889,-78.12638889,5.7,4.9,7831.37
2195,1340,2,eels lake,44.90138889,-78.12638889,5.05,5.7,7831.37
2196,1340,2,eels lake,44.90138889,-78.12638889,6.3,5.1,7831.37
2197,1340,2,eels lake,44.90138889,-78.12638889,6.7,5.1,7831.37
2198,1340,2,eels lake,44.90138889,-78.12638889,5.1,5.9,7831.37
2199,1340,2,eels lake,44.90138889,-78.12638889,4.8,5.6,7831.37
2200,1340,2,eels lake,44.90138889,-78.12638889,5.8,5.6,7831.37
2201,1340,2,eels lake,44.90138889,-78.12638889,5.7,5.8,7831.37
2202,1340,5,eels lake,44.89027778,-78.12277778,12.7,3.2,7831.37
2203,1340,6,eels lake,44.91305556,-78.10805556,8.2,3.5,7831.37
2204,6965,1,elbow lake,44.62833333,-76.72444444,14.6,3.3,1288062.92
2205,6965,1,elbow lake,44.62833333,-76.72444444,11.3,3.2,1288062.92
2206,6965,1,elbow lake,44.62833333,-76.72444444,13.1,2.9,1288062.92
2207,6965,1,elbow lake,44.62833333,-76.72444444,12.9,3.1,1288062.92
2208,6965,1,elbow lake,44.62833333,-76.72444444,10.8,2.7,1288062.92
2209,6965,1,elbow lake,44.62833333,-76.72444444,13.55,2.5,1288062.92
2210,6965,1,elbow lake,44.62833333,-76.72444444,9.4,2.7,1288062.92
2211,6965,1,elbow lake,44.62833333,-76.72444444,15.4,2.2,1288062.92
2212,6965,1,elbow lake,44.62833333,-76.72444444,9.2,2.9,1288062.92
2213,6965,1,elbow lake,44.62833333,-76.72444444,15,2.4,1288062.92
2214,6965,1,elbow lake,44.62833333,-76.72444444,14.6,2.5,1288062.92
2215,6965,1,elbow lake,44.62833333,-76.72444444,16.7,2.2,1288062.92
2216,6965,1,elbow lake,44.62833333,-76.72444444,14.8,2.8,1288062.92
2217,6965,1,elbow lake,44.62833333,-76.72444444,10.3,3.5,1288062.92
2218,6965,2,elbow lake,44.62472222,-77.29277778,15.2,1.5,1288062.92
2219,7514,1,elbow lake,44.42611111,-76.42861111,17.9,3.6,1288062.92
2220,7514,1,elbow lake,44.42611111,-76.42861111,21.9,1.5,1288062.92
2221,7514,1,elbow lake,44.42611111,-76.42861111,11.6,3.2,1288062.92
2222,1384,1,emsdale lake (island),45.51666667,-79.2,4.9,7.1,658838.05
2223,1384,1,emsdale lake (island),45.51666667,-79.2,3.5,7,658838.05
2224,1384,1,emsdale lake (island),45.51666667,-79.2,3.8,6.3,658838.05
2225,1384,1,emsdale lake (island),45.51666667,-79.2,3.2,6.7,658838.05
2226,1384,1,emsdale lake (island),45.51666667,-79.2,7.45,6.3,658838.05
2227,1384,1,emsdale lake (island),45.51666667,-79.2,3.4,7,658838.05
2228,1384,1,emsdale lake (island),45.51666667,-79.2,6,6,658838.05
2229,1384,1,emsdale lake (island),45.51666667,-79.2,3.4,6.6,658838.05
2230,1384,1,emsdale lake (island),45.51666667,-79.2,5.5,6.5,658838.05
2231,1384,1,emsdale lake (island),45.51666667,-79.2,5.6,5.6,658838.05
2232,1384,1,emsdale lake (island),45.51666667,-79.2,11,5.8,658838.05
2233,1384,1,emsdale lake (island),45.51666667,-79.2,3.7,6.1,658838.05
2234,6979,1,erie lake,42.86833333,-79.20861111,11.88,6.1,2.82
2235,6979,1,erie lake,42.86833333,-79.20861111,8.87,6.7,2.82
2236,6979,1,erie lake,42.86833333,-79.20861111,9.43,6.5,2.82
2237,6979,1,erie lake,42.86833333,-79.20861111,7.266666667,6.2,2.82
2238,6979,1,erie lake,42.86833333,-79.20861111,9.691666667,5.2,2.82
2239,6979,1,erie lake,42.86833333,-79.20861111,6.625,6.6,2.82
2240,6979,1,erie lake,42.86833333,-79.20861111,11.33,6.4,2.82
2241,6979,1,erie lake,42.86833333,-79.20861111,5.9,7.4,2.82
2242,6979,1,erie lake,42.86833333,-79.20861111,6.7,6.9,2.82
2243,6979,1,erie lake,42.86833333,-79.20861111,8.1,5.3,2.82
2244,6979,1,erie lake,42.86833333,-79.20861111,6.05,6.8,2.82
2245,1401,1,esson lake,45.02277778,-78.26694444,7.8,6.6,2440320.33
2246,1401,1,esson lake,45.02277778,-78.26694444,8.05,6.1,2440320.33
2247,1401,1,esson lake,45.02277778,-78.26694444,6,5.9,2440320.33
2248,1401,1,esson lake,45.02277778,-78.26694444,6.15,6.4,2440320.33
2249,1401,1,esson lake,45.02277778,-78.26694444,5.65,6.9,2440320.33
2250,1401,1,esson lake,45.02277778,-78.26694444,5.25,7.3,2440320.33
2251,1401,1,esson lake,45.02277778,-78.26694444,6.8,7.2,2440320.33
2252,1401,1,esson lake,45.02277778,-78.26694444,7,6.5,2440320.33
2253,1401,1,esson lake,45.02277778,-78.26694444,8.5,8,2440320.33
2254,1401,1,esson lake,45.02277778,-78.26694444,5.1,7.2,2440320.33
