Lake_ID,STN,Site.ID,Lake_Name,Latitude,Longitude,meanTP_yearly,Secchi.depth_avg,Lake.Area
90,2776,2,ardoch lake,44.93083333,-76.86444444,6.3,5.9,902815.55
91,2776,2,ardoch lake,44.93083333,-76.86444444,7,5.7,902815.55
92,2776,2,ardoch lake,44.93083333,-76.86444444,7.6,5.5,902815.55
93,2776,2,ardoch lake,44.93083333,-76.86444444,6.183333333,6.4,902815.55
94,5041,1,armishaw lake,45.23361111,-79.77305556,9.5,5.5,131266.37
95,131,2,ashby lake,45.09444444,-77.3625,6.8,5.1,45609.52
96,131,2,ashby lake,45.09444444,-77.3625,15,5.8,45609.52
97,131,2,ashby lake,45.09444444,-77.3625,4.75,5.3,45609.52
98,131,2,ashby lake,45.09444444,-77.3625,4.45,5.5,45609.52
99,131,2,ashby lake,45.09444444,-77.3625,6.5,5.3,45609.52
100,131,2,ashby lake,45.09444444,-77.3625,5.35,5.1,45609.52
101,131,2,ashby lake,45.09444444,-77.3625,7.15,5.1,45609.52
102,131,2,ashby lake,45.09444444,-77.3625,5.55,5.4,45609.52
103,131,2,ashby lake,45.09444444,-77.3625,5.1,5.6,45609.52
104,131,2,ashby lake,45.09444444,-77.3625,4.6,5.4,45609.52
105,131,2,ashby lake,45.09444444,-77.3625,4,5.6,45609.52
106,131,2,ashby lake,45.09444444,-77.3625,5.1,5.5,45609.52
107,131,2,ashby lake,45.09444444,-77.3625,8.3,5.1,45609.52
108,131,2,ashby lake,45.09444444,-77.3625,7,5.4,45609.52
109,131,2,ashby lake,45.09444444,-77.3625,3.3,5.4,45609.52
110,131,3,ashby lake,45.09083333,-77.3525,5.95,5.2,45609.52
111,131,3,ashby lake,45.09083333,-77.3525,3.85,5.9,45609.52
112,131,3,ashby lake,45.09083333,-77.3525,6.3,5.3,45609.52
113,131,3,ashby lake,45.09083333,-77.3525,5.9,5.5,45609.52
114,131,3,ashby lake,45.09083333,-77.3525,5.85,5.2,45609.52
115,131,3,ashby lake,45.09083333,-77.3525,4.5,5.3,45609.52
116,131,3,ashby lake,45.09083333,-77.3525,5.5,5.3,45609.52
117,131,3,ashby lake,45.09083333,-77.3525,6.1,5.6,45609.52
118,131,3,ashby lake,45.09083333,-77.3525,4.2,5.9,45609.52
119,131,3,ashby lake,45.09083333,-77.3525,6.7,5.3,45609.52
120,131,3,ashby lake,45.09083333,-77.3525,5.2,5.7,45609.52
121,131,3,ashby lake,45.09083333,-77.3525,6.7,5.4,45609.52
122,131,3,ashby lake,45.09083333,-77.3525,5.8,5.2,45609.52
123,131,3,ashby lake,45.09083333,-77.3525,5.2,5.4,45609.52
124,131,3,ashby lake,45.09083333,-77.3525,3.7,5.3,45609.52
125,132,1,ashigami lake,46.65,-80.56666667,5.1,4.5,4347271.16
126,132,1,ashigami lake,46.65,-80.56666667,4.6,4.5,4347271.16
127,132,1,ashigami lake,46.65,-80.56666667,7.4,4.4,4347271.16
128,132,1,ashigami lake,46.65,-80.56666667,4.6,6.4,4347271.16
129,132,1,ashigami lake,46.65,-80.56666667,4.7,5,4347271.16
130,160,1,aylen lake,45.61666667,-77.85,5.45,5.7,8829.02
131,160,1,aylen lake,45.61666667,-77.85,1.55,5.4,8829.02
132,160,1,aylen lake,45.61666667,-77.85,6.95,5.5,8829.02
133,163,1,baby lake,45.2625,-79.77611111,6.3,5,100324.58
134,163,2,baby lake,45.20333333,-79.79,5.3,4.8,100324.58
135,163,2,baby lake,45.20333333,-79.79,6.8,3.1,100324.58
136,165,1,back lake,45.31083333,-79.91611111,6.8,4,186666.15
137,171,1,bagot long lake,45.2375,-76.64861111,13.4,4.8,747924.25
138,171,1,bagot long lake,45.2375,-76.64861111,19.2,4.6,747924.25
139,171,1,bagot long lake,45.2375,-76.64861111,9.7,5,747924.25
140,171,1,bagot long lake,45.2375,-76.64861111,14.35,4.5,747924.25
141,171,1,bagot long lake,45.2375,-76.64861111,11.85,4.6,747924.25
142,171,1,bagot long lake,45.2375,-76.64861111,8.25,3.1,747924.25
143,171,1,bagot long lake,45.2375,-76.64861111,11.05,4.5,747924.25
144,171,1,bagot long lake,45.2375,-76.64861111,14.25,5,747924.25
145,171,1,bagot long lake,45.2375,-76.64861111,15.6,4.2,747924.25
146,171,1,bagot long lake,45.2375,-76.64861111,13.6,4,747924.25
147,171,1,bagot long lake,45.2375,-76.64861111,13.7,4.8,747924.25
148,171,1,bagot long lake,45.2375,-76.64861111,32.3,3.8,747924.25
149,171,1,bagot long lake,45.2375,-76.64861111,26.3,4.2,747924.25
150,171,1,bagot long lake,45.2375,-76.64861111,12.1,3.3,747924.25
151,6902,2,balsam lake,44.63305556,-78.83944444,12.75,5,2.83
152,6902,2,balsam lake,44.63305556,-78.83944444,12.90833333,5.5,2.83
153,6902,2,balsam lake,44.63305556,-78.83944444,10.15,6.1,2.83
154,6902,2,balsam lake,44.63305556,-78.83944444,9.583333333,5.9,2.83
155,6902,2,balsam lake,44.63305556,-78.83944444,13.12857143,3.9,2.83
156,6902,2,balsam lake,44.63305556,-78.83944444,11.73333333,4.7,2.83
157,6902,2,balsam lake,44.63305556,-78.83944444,15.625,4.5,2.83
158,6902,2,balsam lake,44.63305556,-78.83944444,10.5,5.4,2.83
159,6902,2,balsam lake,44.63305556,-78.83944444,11.68,4.7,2.83
160,6902,2,balsam lake,44.63305556,-78.83944444,11.325,5.1,2.83
161,6902,2,balsam lake,44.63305556,-78.83944444,9.14,5.5,2.83
162,6902,2,balsam lake,44.63305556,-78.83944444,9.666666667,5.8,2.83
163,6902,2,balsam lake,44.63305556,-78.83944444,10.7,4.8,2.83
164,6902,2,balsam lake,44.63305556,-78.83944444,12.825,5.1,2.83
165,6902,2,balsam lake,44.63305556,-78.83944444,9.74,5.4,2.83
166,6902,3,balsam lake,44.55888889,-78.88638889,9.5,4.5,2.83
167,6902,3,balsam lake,44.55888889,-78.88638889,13.4,4.6,2.83
168,6902,3,balsam lake,44.55888889,-78.88638889,18.8,4.3,2.83
169,6902,3,balsam lake,44.55888889,-78.88638889,15.6,3.6,2.83
170,6902,3,balsam lake,44.55888889,-78.88638889,13.8,3.9,2.83
171,6902,5,balsam lake,44.63,-78.81194444,12.5,3.5,2.83
172,6902,5,balsam lake,44.63,-78.81194444,10.31666667,3.8,2.83
173,6902,5,balsam lake,44.63,-78.81194444,11.85,3.4,2.83
174,6902,5,balsam lake,44.63,-78.81194444,8.65,4.5,2.83
175,6902,5,balsam lake,44.63,-78.81194444,8.525,4.4,2.83
176,6902,5,balsam lake,44.63,-78.81194444,10.575,4.8,2.83
177,6902,5,balsam lake,44.63,-78.81194444,15.225,4.6,2.83
178,6902,5,balsam lake,44.63,-78.81194444,10.99166667,3.8,2.83
179,6902,5,balsam lake,44.63,-78.81194444,17.50833333,3.6,2.83
180,6902,5,balsam lake,44.63,-78.81194444,14.7,3.6,2.83
181,6902,5,balsam lake,44.63,-78.81194444,10.3,3.7,2.83
182,6902,5,balsam lake,44.63,-78.81194444,9.783333333,4.3,2.83
183,6902,5,balsam lake,44.63,-78.81194444,10.22,3.7,2.83
184,6902,5,balsam lake,44.63,-78.81194444,18.1375,3.3,2.83
185,6902,5,balsam lake,44.63,-78.81194444,10.36666667,3.9,2.83
186,6902,7,balsam lake,44.51833333,-78.85833333,13.05,3,2.83
187,6902,7,balsam lake,44.51833333,-78.85833333,13.35,3.6,2.83
188,6902,7,balsam lake,44.51833333,-78.85833333,13.675,3.3,2.83
189,6902,7,balsam lake,44.51833333,-78.85833333,11.08333333,3.5,2.83
190,6902,7,balsam lake,44.51833333,-78.85833333,12.58333333,3.2,2.83
191,6902,7,balsam lake,44.51833333,-78.85833333,12.9,3.5,2.83
