Lake.Name,STN,Site.ID,Latitude,Longitude,Year,Secchi.depth_avg,d,m,s,d_long,m_long,s_long
BIG HAWK LAKE,375,1,450940,784410,2002,7.5,45,09,40,78,44,10
BIG HAWK LAKE,375,1,450940,784410,2003,7.5,45,09,40,78,44,10
BIG HAWK LAKE,375,1,450940,784410,2007,6,45,09,40,78,44,10
BIG HAWK LAKE,375,2,450935,784357,2000,5.4,45,09,35,78,43,57
BIG HAWK LAKE,375,2,450935,784357,2003,8.2,45,09,35,78,43,57
BIG HAWK LAKE,375,3,450945,784359,2007,7.2,45,09,45,78,43,59
BIG HAWK LAKE,375,3,450945,784359,2008,6.1,45,09,45,78,43,59
BIG HAWK LAKE,375,3,450945,784359,2009,6.9,45,09,45,78,43,59
BIG HAWK LAKE,375,3,450945,784359,2011,6.1,45,09,45,78,43,59
BIG HAWK LAKE,375,3,450945,784359,2014,5,45,09,45,78,43,59
BIG HAWK LAKE,375,3,450945,784359,2015,6,45,09,45,78,43,59
BIG HAWK LAKE,375,3,450945,784359,2016,5.8,45,09,45,78,43,59
BIG HAWK LAKE,375,4,450931,784403,2015,6.2,45,09,31,78,44,03
BIG HAWK LAKE,375,5,451001,784330,2015,6.2,45,10,01,78,43,30
BIG HAWK LAKE,375,6,450911,784509,2015,6.2,45,09,11,78,45,09
BIG LAKE,7517,1,454403,820514,2011,2.8,45,44,03,82,05,14
BIG LAKE,7517,1,454403,820514,2012,2.7,45,44,03,82,05,14
BIG LAKE,7517,1,454403,820514,2013,2.8,45,44,03,82,05,14
BIG LAKE,7517,1,454403,820514,2014,2.7,45,44,03,82,05,14
BIG LAKE,7517,1,454403,820514,2015,2.6,45,44,03,82,05,14
BIG LAKE,7517,1,454403,820514,2016,3,45,44,03,82,05,14
BIG MINK LAKE,385,1,451618,780549,2002,3.1,45,16,18,78,05,49
BIG OLHMAN (ROCK),7400,1,450314,770021,2012,5,45,03,14,77,00,21
BIG RIDEAU LAKE,4624,1,445051,761033,1996,4.6,44,50,51,76,10,33
BIG RIDEAU LAKE,4624,1,445051,761033,2002,3.4,44,50,51,76,10,33
BIG RIDEAU LAKE,4624,2,444555,761056,1996,2,44,45,55,76,10,56
BIG RIDEAU LAKE,4624,2,444555,761056,2002,5.1,44,45,55,76,10,56
BIG RIDEAU LAKE,4624,2,444555,761056,2014,8,44,45,55,76,10,56
BIG RIDEAU LAKE,4624,3,444537,761247,1997,4.3,44,45,37,76,12,47
BIG RIDEAU LAKE,4624,3,444537,761247,2000,6.1,44,45,37,76,12,47
BIG RIDEAU LAKE,4624,3,444537,761247,2001,6,44,45,37,76,12,47
BIG RIDEAU LAKE,4624,3,444537,761247,2002,8.7,44,45,37,76,12,47
BIG RIDEAU LAKE,4624,3,444537,761247,2014,7.5,44,45,37,76,12,47
BIG RIDEAU LAKE,4624,4,444244,761231,1996,4.3,44,42,44,76,12,31
BIG RIDEAU LAKE,4624,4,444244,761231,1997,4.6,44,42,44,76,12,31
BIG RIDEAU LAKE,4624,4,444244,761231,1999,5.5,44,42,44,76,12,31
BIG RIDEAU LAKE,4624,4,444244,761231,2002,6.5,44,42,44,76,12,31
BIG RIDEAU LAKE,4624,4,444244,761231,2005,7.8,44,42,44,76,12,31
BIG RIDEAU LAKE,4624,4,444244,761231,2006,5.5,44,42,44,76,12,31
BIG RIDEAU LAKE,4624,4,444244,761231,2007,7.3,44,42,44,76,12,31
BIG RIDEAU LAKE,4624,4,444244,761231,2008,6.5,44,42,44,76,12,31
BIG RIDEAU LAKE,4624,4,444244,761231,2014,7.4,44,42,44,76,12,31
BIG RIDEAU LAKE,4624,5,444324,761453,1997,5.1,44,43,24,76,14,53
BIG RIDEAU LAKE,4624,5,444324,761453,1999,6,44,43,24,76,14,53
BIG RIDEAU LAKE,4624,5,444324,761453,2000,6.4,44,43,24,76,14,53
BIG RIDEAU LAKE,4624,5,444324,761453,2001,6.8,44,43,24,76,14,53
BIG RIDEAU LAKE,4624,5,444324,761453,2002,7.4,44,43,24,76,14,53
BIG RIDEAU LAKE,4624,5,444324,761453,2005,8,44,43,24,76,14,53
BIG RIDEAU LAKE,4624,5,444324,761453,2012,8.8,44,43,24,76,14,53
BIG RIDEAU LAKE,4624,5,444324,761453,2014,8.5,44,43,24,76,14,53
BIG RIDEAU LAKE,4624,6,444214,761724,2014,6.5,44,42,14,76,17,24
BIG RIDEAU LAKE,4624,7,444807,761152,2005,8.4,44,48,07,76,11,52
BIG RIDEAU LAKE,4624,7,444807,761152,2006,8,44,48,07,76,11,52
BIG RIDEAU LAKE,4624,7,444807,761152,2007,6.8,44,48,07,76,11,52
BIG RIDEAU LAKE,4624,7,444807,761152,2008,6.5,44,48,07,76,11,52
BIG RIDEAU LAKE,4624,7,444807,761152,2012,10.5,44,48,07,76,11,52
BIG RIDEAU LAKE,4624,7,444807,761152,2014,7.5,44,48,07,76,11,52
BIG RIDEAU LAKE,4624,10,445900,774758,2012,8.8,44,59,00,77,47,58
BIG RIDEAU LAKE,4624,10,445900,774758,2014,8.5,44,59,00,77,47,58
BIG RIDEAU LAKE,4624,11,444633,761343,2012,3.8,44,46,33,76,13,43
BIG RIDEAU LAKE,4624,11,444633,761343,2014,3.5,44,46,33,76,13,43
BIG RIDEAU LAKE,4624,15,445000,760946,2012,7,44,50,00,76,09,46
BIG SKUNK LAKE,396,1,493611,843314,2015,5.5,49,36,11,84,33,14
BIG STRAGGLE LAKE,7017,1,450705,781201,1992,3.5,45,07,05,78,12,01
BIG STRAGGLE LAKE,7017,1,450705,781201,1993,5,45,07,05,78,12,01
BIG STRAGGLE LAKE,7017,1,450705,781201,1994,5.5,45,07,05,78,12,01
BIG STRAGGLE LAKE,7017,1,450705,781201,1995,3.8,45,07,05,78,12,01
BIG STRAGGLE LAKE,7017,1,450705,781201,2000,4.8,45,07,05,78,12,01
BIG STRAGGLE LAKE,7017,1,450705,781201,2001,5,45,07,05,78,12,01
BIG STRAGGLE LAKE,7017,1,450705,781201,2002,5.1,45,07,05,78,12,01
BIG STRAGGLE LAKE,7017,1,450705,781201,2003,5.3,45,07,05,78,12,01
BIG STRAGGLE LAKE,7017,1,450705,781201,2009,4.2,45,07,05,78,12,01
BIG STRAGGLE LAKE,7017,1,450705,781201,2016,4.7,45,07,05,78,12,01
BIG VERMILION LAKE,7324,1,463122,812359,2003,7,46,31,22,81,23,59
BIG VERMILION LAKE,7324,2,463122,812359,2003,6,46,31,22,81,23,59
BIG VERMILION LAKE,7324,3,463122,812359,2003,5.5,46,31,22,81,23,59
BIG VERMILION LAKE,7324,4,463122,812359,2003,7,46,31,22,81,23,59
BIG VERMILION LAKE,7324,5,463122,812359,2003,5,46,31,22,81,23,59
BIG VERMILION LAKE,7324,6,463122,812359,2003,6.4,46,31,22,81,23,59
BIG VERMILION LAKE,7324,7,463122,812359,2003,6,46,31,22,81,23,59
BIGWATER LAKE,412,2,483639,811708,2005,1.8,48,36,39,81,17,08
BIGWATER LAKE,412,3,483643,811708,2011,2,48,36,43,81,17,08
BIGWATER LAKE,412,3,483643,811708,2013,2,48,36,43,81,17,08
BIGWATER LAKE,412,3,483643,811708,2014,1.8,48,36,43,81,17,08
BIGWIND LAKE,413,1,450320,790312,1995,5,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,1996,4.1,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,1997,4,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,1998,4.5,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,1999,4.9,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2000,3.6,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2001,4.6,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2002,4.2,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2003,4.8,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2004,4,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2005,4.6,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2006,4.7,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2007,5.4,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2008,4.5,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2009,4.2,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2010,4.4,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2011,4.3,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2012,4.8,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2013,4.1,45,03,20,79,03,12
BIGWIND LAKE,413,1,450320,790312,2014,3.6,45,03,20,79,03,12
BIRCH LAKE,2161,1,443241,763252,2012,4,44,32,41,76,32,52
BIRCH LAKE,7523,1,461914,832704,2012,2.6,46,19,14,83,27,04
BIRCH LAKE,7523,1,461914,832704,2013,3.1,46,19,14,83,27,04
BIRCH LAKE,7523,1,461914,832704,2014,2.4,46,19,14,83,27,04
BIRD LAKE,425,1,450240,790350,1992,2.2,45,02,40,79,03,50
BIRD LAKE,425,1,450240,790350,1993,3.5,45,02,40,79,03,50
BIRD LAKE,425,1,450240,790350,1994,2.5,45,02,40,79,03,50
BIRD LAKE,425,1,450240,790350,1995,3.3,45,02,40,79,03,50
BIRD LAKE,425,1,450240,790350,1996,3,45,02,40,79,03,50
BIRD LAKE,425,1,450240,790350,1997,3.4,45,02,40,79,03,50
BIRD LAKE,425,1,450240,790350,1998,3.4,45,02,40,79,03,50
BIRD LAKE,425,1,450240,790350,1999,2.9,45,02,40,79,03,50
BIRD LAKE,425,1,450240,790350,2000,2.3,45,02,40,79,03,50
BIRD LAKE,425,1,450240,790350,2001,2.9,45,02,40,79,03,50
BIRD LAKE,425,1,450240,790350,2002,3.2,45,02,40,79,03,50
BIRD LAKE,425,1,450240,790350,2003,3.2,45,02,40,79,03,50
BIRD LAKE,425,2,450242,790352,2004,2,45,02,42,79,03,52
BITTER LAKE,433,1,451020,783440,2000,5.8,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2001,6,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2002,4.5,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2003,5.4,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2004,5.6,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2005,4.9,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2006,5.4,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2007,5.2,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2008,5,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2009,5.4,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2010,4.8,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2011,5.5,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2012,6.2,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2013,6.4,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2014,5.8,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2015,6.7,45,10,20,78,34,40
BITTER LAKE,433,1,451020,783440,2016,6.2,45,10,20,78,34,40
BITTER LAKE,433,2,451026,783425,2015,6.7,45,10,26,78,34,25
BITTER LAKE,433,3,451020,783440,2015,4.1,45,10,20,78,34,40
BLACK DONALD LAKE,6943,1,451353,765430,1996,4.3,45,13,53,76,54,30
BLACK DONALD LAKE,6943,1,451353,765430,1997,4,45,13,53,76,54,30
BLACK DONALD LAKE,6943,1,451353,765430,1998,4.5,45,13,53,76,54,30
BLACK DONALD LAKE,6943,1,451353,765430,1999,4.4,45,13,53,76,54,30
BLACK DONALD LAKE,6943,1,451353,765430,2000,4.1,45,13,53,76,54,30
BLACK DONALD LAKE,6943,1,451353,765430,2001,4.8,45,13,53,76,54,30
BLACK DONALD LAKE,6943,1,451353,765430,2002,4.1,45,13,53,76,54,30
BLACK DONALD LAKE,6943,3,451338,765629,1980,4,45,13,38,76,56,29
BLACK DONALD LAKE,6943,3,451338,765629,1998,4.8,45,13,38,76,56,29
BLACK DONALD LAKE,6943,3,451338,765629,1999,5.8,45,13,38,76,56,29
BLACK DONALD LAKE,6943,3,451338,765629,2000,4,45,13,38,76,56,29
BLACK DONALD LAKE,6943,3,451338,765629,2001,4.8,45,13,38,76,56,29
BLACK DONALD LAKE,6943,3,451338,765629,2002,4,45,13,38,76,56,29
BLACK DONALD LAKE,6943,3,451338,765629,2003,4.1,45,13,38,76,56,29
BLACK DONALD LAKE,6943,3,451338,765629,2004,3.8,45,13,38,76,56,29
BLACK DONALD LAKE,6943,3,451338,765629,2005,4,45,13,38,76,56,29
BLACK DONALD LAKE,6943,3,451338,765629,2006,3.7,45,13,38,76,56,29
BLACK DONALD LAKE,6943,3,451338,765629,2007,3.8,45,13,38,76,56,29
BLACK DONALD LAKE,6943,3,451338,765629,2008,3.5,45,13,38,76,56,29
BLACK LAKE,440,1,444897,784940,2014,3.6,44,48,97,78,49,40
BLACK LAKE,440,1,444897,784940,2015,3.6,44,48,97,78,49,40
BLACK LAKE,440,1,444897,784940,2016,3.5,44,48,97,78,49,40
BLACK LAKE,441,1,445959,793328,2000,2.1,44,59,59,79,33,28
BLACK LAKE,441,1,445959,793328,2001,1.4,44,59,59,79,33,28
BLACK LAKE,6944,1,444605,761741,2001,4.4,44,46,05,76,17,41
BLACK LAKE,6944,1,444605,761741,2002,4.3,44,46,05,76,17,41
BLACK LAKE,6944,1,444605,761741,2003,4.9,44,46,05,76,17,41
BLACK LAKE,6944,1,444605,761741,2004,4.6,44,46,05,76,17,41
BLACK LAKE,6944,1,444605,761741,2005,5.2,44,46,05,76,17,41
BLACK LAKE,6944,1,444605,761741,2006,4.6,44,46,05,76,17,41
BLACK LAKE,6944,1,444605,761741,2007,5.4,44,46,05,76,17,41
BLACK LAKE,6944,1,444605,761741,2008,5,44,46,05,76,17,41
BLACK LAKE,6944,1,444605,761741,2009,4.9,44,46,05,76,17,41
BLACK LAKE,6944,3,444710,761722,1996,5.9,44,47,10,76,17,22
BLACK LAKE,6944,3,444710,761722,1997,5,44,47,10,76,17,22
BLACK LAKE,6944,3,444710,761722,1998,5.8,44,47,10,76,17,22
BLACK LAKE,6944,3,444710,761722,1999,5,44,47,10,76,17,22
BLACK LAKE,6944,3,444710,761722,2000,4.6,44,47,10,76,17,22
BLACK LAKE,6944,3,444710,761722,2001,4.1,44,47,10,76,17,22
BLACK LAKE,6944,3,444710,761722,2002,3.6,44,47,10,76,17,22
BLACK LAKE,6944,3,444710,761722,2003,4.1,44,47,10,76,17,22
BLACK LAKE,6944,3,444710,761722,2004,3.9,44,47,10,76,17,22
BLACK LAKE,6944,3,444710,761722,2005,4.1,44,47,10,76,17,22
BLACK LAKE,6944,3,444710,761722,2006,3.8,44,47,10,76,17,22
BLACK LAKE,6944,3,444710,761722,2007,4.8,44,47,10,76,17,22
BLACK LAKE,6944,4,444605,761741,2012,8.3,44,46,05,76,17,41
BLACK LAKE,6944,4,444605,761741,2014,6,44,46,05,76,17,41
BLACK STURGEON LAKES,450,1,494955,941720,1997,3.3,49,49,55,94,17,20
BLACK STURGEON LAKES,450,1,494955,941720,1999,2.7,49,49,55,94,17,20
BLACK STURGEON LAKES,450,1,494955,941720,2000,1.5,49,49,55,94,17,20
BLACK STURGEON LAKES,450,2,494929,942508,1999,3.6,49,49,29,94,25,08
BLACK STURGEON LAKES,450,2,494929,942508,2000,2.6,49,49,29,94,25,08
BLACK STURGEON LAKES,450,2,494929,942508,2001,2.4,49,49,29,94,25,08
BLACK STURGEON LAKES,450,2,494929,942508,2002,2.7,49,49,29,94,25,08
BLACK STURGEON LAKES,450,2,494929,942508,2003,4.1,49,49,29,94,25,08
BLACK STURGEON LAKES,450,2,494929,942508,2004,3.3,49,49,29,94,25,08
BLACK STURGEON LAKES,450,2,494929,942508,2005,3.1,49,49,29,94,25,08
BLACK STURGEON LAKES,450,3,494841,942017,1997,3,49,48,41,94,20,17
BLACK STURGEON LAKES,450,3,494841,942017,1999,3.3,49,48,41,94,20,17
BLACK STURGEON LAKES,450,3,494841,942017,2000,2.2,49,48,41,94,20,17
BLACK STURGEON LAKES,450,3,494841,942017,2001,3,49,48,41,94,20,17
BLACK STURGEON LAKES,450,4,494843,942014,2002,2.7,49,48,43,94,20,14
BLACK STURGEON LAKES,450,4,494843,942014,2003,3.5,49,48,43,94,20,14
BLACK STURGEON LAKES,450,4,494843,942014,2004,2.7,49,48,43,94,20,14
BLACK STURGEON LAKES,450,4,494843,942014,2005,2.6,49,48,43,94,20,14
BLACK STURGEON LAKES,450,4,494843,942014,2006,3.3,49,48,43,94,20,14
BLACK STURGEON LAKES,450,4,494843,942014,2007,2.3,49,48,43,94,20,14
BLACK STURGEON LAKES,450,4,494843,942014,2009,2.7,49,48,43,94,20,14
BLACK STURGEON LAKES,450,5,494914,942013,2014,2.5,49,49,14,94,20,13
BLACK STURGEON LAKES,450,6,495042,941610,2003,3.6,49,50,42,94,16,10
BLACK STURGEON LAKES,450,6,495042,941610,2004,2.4,49,50,42,94,16,10
BLACK STURGEON LAKES,450,6,495042,941610,2005,2.1,49,50,42,94,16,10
BLACK STURGEON LAKES,450,6,495042,941610,2006,2.8,49,50,42,94,16,10
BLACK STURGEON LAKES,450,6,495042,941610,2007,2,49,50,42,94,16,10
BLACK STURGEON LAKES,450,6,495042,941610,2008,2.4,49,50,42,94,16,10
BLACK STURGEON LAKES,450,6,495042,941610,2009,1.9,49,50,42,94,16,10
BLACK STURGEON LAKES,450,6,495042,941610,2010,2,49,50,42,94,16,10
BLACK STURGEON LAKES,450,6,495042,941610,2011,2.2,49,50,42,94,16,10
BLACK STURGEON LAKES,450,6,495042,941610,2012,2.8,49,50,42,94,16,10
BLACK STURGEON LAKES,450,6,495042,941610,2013,2.8,49,50,42,94,16,10
BLACK STURGEON LAKES,450,6,495042,941610,2014,1.9,49,50,42,94,16,10
BLACK STURGEON LAKES,450,6,495042,941610,2015,2.4,49,50,42,94,16,10
BLACK STURGEON LAKES,450,6,495042,941610,2016,1.7,49,50,42,94,16,10
BLACK STURGEON LAKES,450,7,494923,941938,2003,4,49,49,23,94,19,38
BLACK STURGEON LAKES,450,7,494923,941938,2004,3.2,49,49,23,94,19,38
BLACK STURGEON LAKES,450,7,494923,941938,2005,2.8,49,49,23,94,19,38
BLACK STURGEON LAKES,450,7,494923,941938,2006,3.6,49,49,23,94,19,38
BLACK STURGEON LAKES,450,7,494923,941938,2007,2.8,49,49,23,94,19,38
BLACK STURGEON LAKES,450,7,494923,941938,2008,3.3,49,49,23,94,19,38
BLACK STURGEON LAKES,450,7,494923,941938,2010,2.7,49,49,23,94,19,38
BLACK STURGEON LAKES,450,7,494923,941938,2011,3.4,49,49,23,94,19,38
BLACK STURGEON LAKES,450,7,494923,941938,2012,3.6,49,49,23,94,19,38
BLACK STURGEON LAKES,450,10,495234,942647,2014,2.8,49,52,34,94,26,47
BLACK STURGEON LAKES,450,11,495029,942703,2014,2.6,49,50,29,94,27,03
BLACK STURGEON LAKES,450,12,495279,942686,2014,3.4,49,52,79,94,26,86
BLACK STURGEON LAKES,450,13,494928,942572,2014,2.7,49,49,28,94,25,72
BLACK STURGEON LAKES,450,13,494928,942572,2015,3.1,49,49,28,94,25,72
BLACK STURGEON LAKES,450,13,494928,942572,2016,2.5,49,49,28,94,25,72
BLACK STURGEON LAKES,450,14,494935,942502,2015,3,49,49,35,94,25,02
BLACKSTONE LAKE,461,1,451400,795300,2000,6,45,14,00,79,53,00
BLACKSTONE LAKE,461,1,451400,795300,2001,5,45,14,00,79,53,00
BLACKSTONE LAKE,461,1,451400,795300,2002,4.7,45,14,00,79,53,00
BLACKSTONE LAKE,461,1,451400,795300,2003,4.8,45,14,00,79,53,00
BLACKSTONE LAKE,461,1,451400,795300,2004,4.3,45,14,00,79,53,00
BLACKSTONE LAKE,461,1,451400,795300,2005,4.4,45,14,00,79,53,00
BLACKSTONE LAKE,461,1,451400,795300,2006,3.9,45,14,00,79,53,00
BLACKSTONE LAKE,461,1,451400,795300,2009,3.7,45,14,00,79,53,00
BLACKSTONE LAKE,461,1,451400,795300,2010,5.3,45,14,00,79,53,00
BLACKSTONE LAKE,461,1,451400,795300,2011,5.2,45,14,00,79,53,00
BLACKSTONE LAKE,461,1,451400,795300,2012,5.2,45,14,00,79,53,00
BLACKSTONE LAKE,461,1,451400,795300,2013,4.8,45,14,00,79,53,00
BLACKSTONE LAKE,461,1,451400,795300,2014,3.6,45,14,00,79,53,00
BLACKSTONE LAKE,461,1,451400,795300,2016,5.5,45,14,00,79,53,00
BLACKWATER LAKE,462,1,452334,794909,2005,2,45,23,34,79,49,09
BLACKWATER LAKE,462,1,452334,794909,2006,2.6,45,23,34,79,49,09
BLINDFOLD LAKE,468,1,494029,941553,2000,2,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2001,2.2,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2002,2.1,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2003,2.1,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2004,2.1,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2005,2.5,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2006,2.5,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2007,2.9,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2008,3,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2009,2.7,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2010,2.7,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2011,2.3,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2012,2.3,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2013,2.6,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2014,2.4,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2015,2.7,49,40,29,94,15,53
BLINDFOLD LAKE,468,1,494029,941553,2016,2.5,49,40,29,94,15,53
BLINDFOLD LAKE,468,2,494010,941500,2014,1.9,49,40,10,94,15,00
BLINDFOLD LAKE,468,3,494000,941500,2014,2,49,40,00,94,15,00
BLUE LAKE,477,1,451642,795947,2005,6.6,45,16,42,79,59,47
BLUE LAKE,477,2,451642,795947,2012,6.3,45,16,42,79,59,47
BLUE LAKE,477,2,451642,795947,2014,1.2,45,16,42,79,59,47
BLUE LAKE,480,1,464400,791900,2001,7.5,46,44,00,79,19,00
BLUE LAKE,484,1,451335,783243,2004,6.8,45,13,35,78,32,43
BLUE LAKE,6168,1,445300,770200,2004,11.5,44,53,00,77,02,00
BOB LAKE (BIG),505,1,445500,784700,1997,3.9,44,55,00,78,47,00
BOB LAKE (BIG),505,1,445500,784700,1998,4.7,44,55,00,78,47,00
BOB LAKE (BIG),505,1,445500,784700,2013,4.8,44,55,00,78,47,00
BOB LAKE (BIG),505,1,445500,784700,2015,4.4,44,55,00,78,47,00
BOB LAKE (BIG),505,2,445432,784634,2009,4,44,54,32,78,46,34
BOB LAKE (BIG),505,2,445432,784634,2010,4.2,44,54,32,78,46,34
BOB LAKE (BIG),505,2,445432,784634,2011,4.7,44,54,32,78,46,34
BOB LAKE (BIG),505,2,445432,784634,2012,4.9,44,54,32,78,46,34
BOB LAKE (BIG),505,2,445432,784634,2014,4,44,54,32,78,46,34
BOB LAKE (BIG),505,2,445432,784634,2016,4.2,44,54,32,78,46,34
BOBS LAKE,510,2,443733,763737,1996,4.1,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,1997,4.9,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,1998,4.1,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,1999,4,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2001,3.4,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2002,3.3,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2003,4.7,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2004,3.7,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2005,4,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2006,3.4,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2007,4.7,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2008,4.7,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2009,5.1,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2010,3.3,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2011,5.9,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2012,5.1,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2015,5.5,44,37,33,76,37,37
BOBS LAKE,510,3,444049,763548,1996,4.8,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,1997,4.6,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,1998,5.1,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,1999,5.9,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2000,4.9,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2001,5.5,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2002,4.8,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2003,5.8,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2004,5.4,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2005,6,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2006,5.4,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2007,5.7,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2008,5.8,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2009,5.7,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2010,5.7,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2011,5.4,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2012,6.3,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2013,5.5,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2014,5.1,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2015,5.6,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2016,6.1,44,40,49,76,35,48
BOBS LAKE,510,4,444035,763641,1999,5,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2000,3.8,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2001,4.4,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2002,3.6,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2003,4.2,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2004,3.9,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2005,4.4,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2006,4,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2007,3.9,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2008,4.1,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2009,4.6,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2010,5.1,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2011,5.6,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2012,5.2,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2013,4.7,44,40,35,76,36,41
