Lake.Name,STN,Site.ID,Latitude,Longitude,Year,Secchi.depth_avg,d,m,s,d_long,m_long,s_long
NORTH CHANNEL (HURON),6981,2,460132,814710,2014,4.3,46,01,32,81,47,10
NORTH CHANNEL (HURON),6981,2,460132,814710,2015,4.8,46,01,32,81,47,10
NORTH CHANNEL (HURON),6981,2,460132,814710,2016,4.8,46,01,32,81,47,10
NORTH CHANNEL (HURON),6981,3,460317,814809,1994,4.2,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,1995,4.8,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,1996,5.5,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,1997,4.7,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,1998,4.3,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,1999,5.3,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2000,5.8,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2001,5.8,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2002,6.4,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2003,7.1,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2004,7.2,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2005,6.9,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2006,6.7,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2007,6.7,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2008,6.8,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2009,6.7,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2010,7.2,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2011,6.9,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2012,6.9,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2013,6.8,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2014,5.9,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2015,6,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,3,460317,814809,2016,5.6,46,03,17,81,48,09
NORTH CHANNEL (HURON),6981,4,460615,814355,2004,3.1,46,06,15,81,43,55
NORTH CHANNEL (HURON),6981,4,460615,814355,2006,3.9,46,06,15,81,43,55
NORTH CHANNEL (HURON),6981,4,460615,814355,2007,4.7,46,06,15,81,43,55
NORTH CHANNEL (HURON),6981,4,460615,814355,2008,3.5,46,06,15,81,43,55
NORTH CHANNEL (HURON),6981,4,460615,814355,2009,4.1,46,06,15,81,43,55
NORTH CHANNEL (HURON),6981,4,460615,814355,2010,3.9,46,06,15,81,43,55
NORTH CHANNEL (HURON),6981,4,460615,814355,2011,4.2,46,06,15,81,43,55
NORTH CHANNEL (HURON),6981,4,460615,814355,2013,3.6,46,06,15,81,43,55
NORTH CHANNEL (HURON),6981,4,460615,814355,2014,3.6,46,06,15,81,43,55
NORTH CHANNEL (HURON),6981,4,460615,814355,2015,3.8,46,06,15,81,43,55
NORTH CHANNEL (HURON),6981,4,460615,814355,2016,3.4,46,06,15,81,43,55
NORTH MULDREW LAKE,4074,2,445500,792748,1994,2.6,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,1995,2.9,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,1996,3.1,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,1997,3.4,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,1998,3.7,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,1999,3.3,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2000,2.5,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2001,3,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2002,3.1,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2003,3.4,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2004,3.2,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2005,3.1,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2006,3.2,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2007,3,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2008,2.8,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2009,2.7,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2010,2.8,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2011,3.3,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2012,3.4,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2013,2.4,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2014,2.8,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,2,445500,792748,2016,3.6,44,55,00,79,27,48
NORTH MULDREW LAKE,4074,5,445403,792514,2010,2.3,44,54,03,79,25,14
NORTH MULDREW LAKE,4074,5,445403,792514,2013,3.2,44,54,03,79,25,14
NORTH MULDREW LAKE,4074,6,445418,792615,2002,2,44,54,18,79,26,15
NORTH MULDREW LAKE,4074,6,445418,792615,2004,2,44,54,18,79,26,15
NORTH OTTER LAKE,7101,1,443034,763343,2011,4.3,44,30,34,76,33,43
NORTH OTTER LAKE,7101,1,443034,763343,2013,3.8,44,30,34,76,33,43
NORTH OTTER LAKE,7101,1,443034,763343,2014,3.2,44,30,34,76,33,43
NORTH OTTER LAKE,7101,1,443034,763343,2015,3.9,44,30,34,76,33,43
NORTH OTTER LAKE,7101,1,443034,763343,2016,4,44,30,34,76,33,43
NORTH OTTER LAKE,7101,2,443034,763343,1997,4.9,44,30,34,76,33,43
NORTH OTTER LAKE,7101,2,443034,763343,1998,4.3,44,30,34,76,33,43
NORTH OTTER LAKE,7101,2,443034,763343,1999,6,44,30,34,76,33,43
NORTH OTTER LAKE,7101,2,443034,763343,2000,4.1,44,30,34,76,33,43
NORTH OTTER LAKE,7101,2,443034,763343,2002,5.5,44,30,34,76,33,43
NORTH OTTER LAKE,7101,2,443034,763343,2008,3.6,44,30,34,76,33,43
NORTH OTTER LAKE,7101,2,443034,763343,2011,3.7,44,30,34,76,33,43
NORTH OTTER LAKE,7101,2,443034,763343,2012,4.9,44,30,34,76,33,43
NORTH OTTER LAKE,7101,2,443034,763343,2013,4.5,44,30,34,76,33,43
NORTH OTTER LAKE,7101,2,443034,763343,2014,3.4,44,30,34,76,33,43
NORTH OTTER LAKE,7101,2,443034,763343,2015,3.5,44,30,34,76,33,43
NORTH OTTER LAKE,7101,2,443034,763343,2016,4.4,44,30,34,76,33,43
NORTH PIGEON LAKE,4078,1,445255,784635,2002,5.1,44,52,55,78,46,35
NORTH PIGEON LAKE,4078,1,445255,784635,2003,4.6,44,52,55,78,46,35
NORTH PIGEON LAKE,4078,1,445255,784635,2004,4,44,52,55,78,46,35
NORTH PIGEON LAKE,4078,1,445255,784635,2005,5.4,44,52,55,78,46,35
NORTH PIGEON LAKE,4078,1,445255,784635,2006,5,44,52,55,78,46,35
NORTH PIGEON LAKE,4078,1,445255,784635,2008,5,44,52,55,78,46,35
NORTHLAND LAKE (LOON),4091,1,464214,840715,2004,4.7,46,42,14,84,07,15
NORWAY LAKE,4093,1,452017,764314,1997,6.2,45,20,17,76,43,14
NORWAY LAKE,4093,1,452017,764314,1998,7,45,20,17,76,43,14
NORWAY LAKE,4093,2,452039,764217,1996,6.4,45,20,39,76,42,17
NORWAY LAKE,4093,2,452039,764217,1999,6.7,45,20,39,76,42,17
NORWAY LAKE,4093,2,452039,764217,2000,5.5,45,20,39,76,42,17
NORWAY LAKE,4093,2,452039,764217,2001,5.8,45,20,39,76,42,17
NORWAY LAKE,4093,2,452039,764217,2002,5.9,45,20,39,76,42,17
NORWAY LAKE,4093,2,452039,764217,2003,7,45,20,39,76,42,17
NORWAY LAKE,4093,2,452039,764217,2004,5.6,45,20,39,76,42,17
NORWAY LAKE,4095,1,460516,811835,2004,12,46,05,16,81,18,35
NOSBONSING LAKE,4098,1,461123,791618,2001,3.8,46,11,23,79,16,18
NOSBONSING LAKE,4098,1,461123,791618,2002,4.6,46,11,23,79,16,18
NOSBONSING LAKE,4098,4,461252,791047,2003,2.8,46,12,52,79,10,47
NOSBONSING LAKE,4098,4,461252,791047,2012,2.7,46,12,52,79,10,47
NOSBONSING LAKE,4098,5,461256,791312,2003,2.3,46,12,56,79,13,12
NOSBONSING LAKE,4098,5,461256,791312,2012,2.4,46,12,56,79,13,12
NOSBONSING LAKE,4098,6,461121,791608,2012,1.7,46,11,21,79,16,08
NOSBONSING LAKE,4098,7,461215,791517,2003,2,46,12,15,79,15,17
NOSBONSING LAKE,4098,7,461215,791517,2012,2.3,46,12,15,79,15,17
NOSBONSING LAKE,4098,8,461345,790905,2012,2.3,46,13,45,79,09,05
NOSBONSING LAKE,4098,9,461213,791222,2012,2.3,46,12,13,79,12,22
NUTT LAKE (MUD),4109,1,451248,792656,2002,3.6,45,12,48,79,26,56
NYM LAKE,4111,1,484145,912736,2012,5,48,41,45,91,27,36
OAK LAKE,7102,1,443550,775436,1997,5.7,44,35,50,77,54,36
OAK LAKE,7102,1,443550,775436,2001,4.3,44,35,50,77,54,36
OAK LAKE,7102,1,443550,775436,2002,4.8,44,35,50,77,54,36
OAK LAKE,7102,1,443550,775436,2003,5.3,44,35,50,77,54,36
OAK LAKE,7102,1,443550,775436,2004,5.2,44,35,50,77,54,36
OAK LAKE,7102,1,443550,775436,2005,5.1,44,35,50,77,54,36
OAK LAKE,7102,1,443550,775436,2007,5.1,44,35,50,77,54,36
OAK LAKE,7102,1,443550,775436,2008,4.8,44,35,50,77,54,36
OAK LAKE (OAK HILL),6999,1,441605,773110,1999,5.9,44,16,05,77,31,10
OAK LAKE (OAK HILL),6999,1,441605,773110,2000,4.8,44,16,05,77,31,10
OAK LAKE (OAK HILL),6999,1,441605,773110,2001,5.2,44,16,05,77,31,10
OAK LAKE (OAK HILL),6999,1,441605,773110,2002,4.5,44,16,05,77,31,10
OAK LAKE (OAK HILL),6999,1,441605,773110,2003,5.5,44,16,05,77,31,10
OAK LAKE (OAK HILL),6999,1,441605,773110,2004,5.5,44,16,05,77,31,10
OAK LAKE (OAK HILL),6999,1,441605,773110,2005,4.7,44,16,05,77,31,10
OAK LAKE (OAK HILL),6999,1,441605,773110,2006,5.4,44,16,05,77,31,10
OAK LAKE (OAK HILL),6999,1,441605,773110,2007,5,44,16,05,77,31,10
OAK LAKE (OAK HILL),6999,1,441605,773110,2008,6,44,16,05,77,31,10
OAK LAKE (OAK HILL),6999,1,441605,773110,2012,4.7,44,16,05,77,31,10
OAK LAKE (OAK HILL),6999,1,441605,773110,2013,5.2,44,16,05,77,31,10
OASTLER LAKE,4117,1,451857,795734,1999,3.6,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2001,3.1,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2002,3,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2004,3.1,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2005,3.8,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2006,3.7,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2007,3.3,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2008,2.4,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2009,3,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2010,3.2,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2011,3,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2012,3,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2013,2.9,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2014,3.2,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2015,3,45,18,57,79,57,34
OASTLER LAKE,4117,1,451857,795734,2016,2.8,45,18,57,79,57,34
OASTLER LAKE,4117,2,451838,795800,2005,3.8,45,18,38,79,58,00
OASTLER LAKE,4117,2,451838,795800,2006,3.6,45,18,38,79,58,00
OASTLER LAKE,4117,2,451838,795800,2007,3.4,45,18,38,79,58,00
OASTLER LAKE,4117,2,451838,795800,2008,2.6,45,18,38,79,58,00
OASTLER LAKE,4117,2,451838,795800,2009,3,45,18,38,79,58,00
OASTLER LAKE,4117,2,451838,795800,2010,2.7,45,18,38,79,58,00
OASTLER LAKE,4117,2,451838,795800,2011,3,45,18,38,79,58,00
OASTLER LAKE,4117,2,451838,795800,2012,2.9,45,18,38,79,58,00
OASTLER LAKE,4117,2,451838,795800,2013,2.9,45,18,38,79,58,00
OASTLER LAKE,4117,2,451838,795800,2014,3.1,45,18,38,79,58,00
OASTLER LAKE,4117,2,451838,795800,2015,3,45,18,38,79,58,00
OASTLER LAKE,4117,2,451838,795800,2016,2.8,45,18,38,79,58,00
OASTLER LAKE,4117,4,451910,795737,2005,4,45,19,10,79,57,37
OASTLER LAKE,4117,4,451910,795737,2006,3.7,45,19,10,79,57,37
OASTLER LAKE,4117,4,451910,795737,2007,3.4,45,19,10,79,57,37
OASTLER LAKE,4117,4,451910,795737,2008,2.5,45,19,10,79,57,37
OASTLER LAKE,4117,4,451910,795737,2009,2.9,45,19,10,79,57,37
OASTLER LAKE,4117,4,451910,795737,2010,3.4,45,19,10,79,57,37
OASTLER LAKE,4117,4,451910,795737,2011,3.1,45,19,10,79,57,37
OASTLER LAKE,4117,4,451910,795737,2012,3,45,19,10,79,57,37
OASTLER LAKE,4117,4,451910,795737,2013,3,45,19,10,79,57,37
OASTLER LAKE,4117,4,451910,795737,2014,3.2,45,19,10,79,57,37
OASTLER LAKE,4117,4,451910,795737,2015,3,45,19,10,79,57,37
OASTLER LAKE,4117,4,451910,795737,2016,2.9,45,19,10,79,57,37
OASTLER LAKE,4117,5,451900,795734,2005,4.1,45,19,00,79,57,34
OASTLER LAKE,4117,5,451900,795734,2006,3.7,45,19,00,79,57,34
OASTLER LAKE,4117,5,451900,795734,2007,3.1,45,19,00,79,57,34
OASTLER LAKE,4117,5,451900,795734,2008,2.3,45,19,00,79,57,34
OASTLER LAKE,4117,5,451900,795734,2009,2.8,45,19,00,79,57,34
OASTLER LAKE,4117,5,451900,795734,2010,3.1,45,19,00,79,57,34
OASTLER LAKE,4117,5,451900,795734,2011,3,45,19,00,79,57,34
OASTLER LAKE,4117,5,451900,795734,2012,2.7,45,19,00,79,57,34
OASTLER LAKE,4117,5,451900,795734,2013,2.8,45,19,00,79,57,34
OASTLER LAKE,4117,5,451900,795734,2014,3.1,45,19,00,79,57,34
OASTLER LAKE,4117,5,451900,795734,2015,2.9,45,19,00,79,57,34
OASTLER LAKE,4117,5,451900,795734,2016,2.7,45,19,00,79,57,34
OBLONG LAKE,4122,1,451044,782603,2014,4.4,45,10,44,78,26,03
OBRIEN LAKE,7484,1,444606,762831,2012,5.9,44,46,06,76,28,31
OBRIEN LAKE,7484,1,444606,762831,2014,4,44,46,06,76,28,31
OFF LAKE,4130,1,485400,934925,2014,1.4,48,54,00,93,49,25
OLIVE LAKE,4144,1,464841,794843,2012,4.2,46,48,41,79,48,43
OLIVE LAKE,4144,2,464832,794910,2012,3.6,46,48,32,79,49,10
OLIVER LAKE,4146,1,481515,893517,2012,5.8,48,15,15,89,35,17
ONTARIO LAKE,7103,2,433918,791832,2001,2.5,43,39,18,79,18,32
ONTARIO LAKE,7103,5,440001,773313,2010,3.3,44,00,01,77,33,13
ONTARIO LAKE,7103,5,440001,773313,2011,3,44,00,01,77,33,13
ONTARIO LAKE,7103,5,440001,773313,2012,2.7,44,00,01,77,33,13
ONTARIO LAKE,7103,5,440001,773313,2013,3.5,44,00,01,77,33,13
ONTARIO LAKE,7103,5,440001,773313,2014,3.9,44,00,01,77,33,13
ONTARIO LAKE,7103,5,440001,773313,2015,2.9,44,00,01,77,33,13
ONTARIO LAKE,7103,5,440001,773313,2016,3.2,44,00,01,77,33,13
ONTARIO LAKE,7103,6,440050,774233,2013,2.1,44,00,50,77,42,33
ONTARIO LAKE,7103,6,440050,774233,2014,2.2,44,00,50,77,42,33
ONTARIO LAKE,7103,6,440050,774233,2015,2.5,44,00,50,77,42,33
ONTARIO LAKE,7103,6,440050,774233,2016,2.6,44,00,50,77,42,33
OPINICON LAKE,4169,1,443318,761941,1997,3.4,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,1998,3.7,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,1999,4.3,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,2000,4.1,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,2001,4.1,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,2002,5.1,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,2003,4.8,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,2004,4.6,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,2005,4.5,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,2007,5.3,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,2008,5,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,2009,5.9,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,2010,5.7,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,2011,3.5,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,2012,4.3,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,2013,4.4,44,33,18,76,19,41
OPINICON LAKE,4169,1,443318,761941,2014,3.9,44,33,18,76,19,41
OPINICON LAKE,4169,2,443237,762125,2004,4.5,44,32,37,76,21,25
OPINICON LAKE,4169,2,443237,762125,2005,3.7,44,32,37,76,21,25
OPINICON LAKE,4169,2,443237,762125,2006,4.8,44,32,37,76,21,25
OPINICON LAKE,4169,2,443237,762125,2007,3.6,44,32,37,76,21,25
OPINICON LAKE,4169,2,443237,762125,2008,4.3,44,32,37,76,21,25
OPINICON LAKE,4169,2,443237,762125,2009,4.9,44,32,37,76,21,25
OPINICON LAKE,4169,2,443237,762125,2010,4.4,44,32,37,76,21,25
OPINICON LAKE,4169,2,443237,762125,2011,3.3,44,32,37,76,21,25
OPINICON LAKE,4169,2,443237,762125,2012,3.5,44,32,37,76,21,25
OPINICON LAKE,4169,2,443237,762125,2013,4,44,32,37,76,21,25
OPINICON LAKE,4169,2,443237,762125,2014,3.3,44,32,37,76,21,25
OPINICON LAKE,4169,2,443237,762125,2015,4,44,32,37,76,21,25
OPINICON LAKE,4169,2,443237,762125,2016,3.8,44,32,37,76,21,25
OPINICON LAKE,4169,3,443328,761837,2011,2.1,44,33,28,76,18,37
ORR LAKE,7000,3,443629,794810,1995,1.9,44,36,29,79,48,10
ORR LAKE,7000,3,443629,794810,1996,2,44,36,29,79,48,10
ORR LAKE,7000,3,443629,794810,1998,2.5,44,36,29,79,48,10
ORR LAKE,7000,3,443629,794810,1999,2.7,44,36,29,79,48,10
ORR LAKE,7000,3,443629,794810,2000,2.7,44,36,29,79,48,10
ORR LAKE,7000,3,443629,794810,2001,2.5,44,36,29,79,48,10
ORR LAKE,7000,3,443629,794810,2002,2.6,44,36,29,79,48,10
ORR LAKE,7000,3,443629,794810,2004,1.8,44,36,29,79,48,10
ORR LAKE,7000,3,443629,794810,2007,2.1,44,36,29,79,48,10
ORR LAKE,7000,3,443629,794810,2009,1.8,44,36,29,79,48,10
ORR LAKE,7000,3,443629,794810,2010,3,44,36,29,79,48,10
ORR LAKE,7000,3,443629,794810,2012,3,44,36,29,79,48,10
ORR LAKE,7000,3,443629,794810,2013,3,44,36,29,79,48,10
OSA LAKE,4116,1,460322,812337,2004,13,46,03,22,81,23,37
OTTER LAKE,4187,1,444710,760730,1999,4.2,44,47,10,76,07,30
OTTER LAKE,4187,1,444710,760730,2000,3.4,44,47,10,76,07,30
OTTER LAKE,4187,1,444710,760730,2001,4,44,47,10,76,07,30
OTTER LAKE,4187,1,444710,760730,2002,3.5,44,47,10,76,07,30
OTTER LAKE,4187,1,444710,760730,2003,6.5,44,47,10,76,07,30
OTTER LAKE,4187,1,444710,760730,2006,7.1,44,47,10,76,07,30
OTTER LAKE,4187,1,444710,760730,2010,5.2,44,47,10,76,07,30
OTTER LAKE,4187,3,444710,760730,2012,5.5,44,47,10,76,07,30
OTTER LAKE,4187,3,444710,760730,2014,7.5,44,47,10,76,07,30
OTTER LAKE,4187,4,444606,760737,2014,6.3,44,46,06,76,07,37
OTTER LAKE,6916,1,451740,791009,2004,2.1,45,17,40,79,10,09
OTTER LAKE,6916,1,451740,791009,2006,4.3,45,17,40,79,10,09
OTTER LAKE,6916,1,451740,791009,2013,3.5,45,17,40,79,10,09
OTTER LAKE,6916,1,451740,791009,2014,3.4,45,17,40,79,10,09
OTTER LAKE,6916,1,451740,791009,2015,3.7,45,17,40,79,10,09
OTTER LAKE,6916,1,451740,791009,2016,3.9,45,17,40,79,10,09
OTTER LAKE,6916,2,451747,791011,2006,4.1,45,17,47,79,10,11
OTTER LAKE (BIG OTTER),4193,1,451715,795748,1993,5.3,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,1994,5,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,1995,4.3,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,1996,5.8,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,1998,6.5,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,1999,6.3,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,2000,6.5,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,2001,6,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,2002,5.8,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,2003,6.2,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,2004,6,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,2005,6.3,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,2007,6.5,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,2009,5.7,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,2011,6,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,2012,6,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,2013,5.3,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,2014,4.8,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,1,451715,795748,2016,4.5,45,17,15,79,57,48
OTTER LAKE (BIG OTTER),4193,5,451657,795203,2012,4.8,45,16,57,79,52,03
OTTER LAKE (BIG OTTER),4193,5,451657,795203,2014,3.5,45,16,57,79,52,03
OTTER LAKE (LITTLE),4196,2,451741,795631,2014,2.3,45,17,41,79,56,31
OTTER LAKE (TOCK),5400,2,451635,785230,2006,5,45,16,35,78,52,30
OTTER LAKE (TOCK),5400,2,451635,785230,2007,3.1,45,16,35,78,52,30
OTTER LAKE (TOCK),5400,2,451635,785230,2008,4.3,45,16,35,78,52,30
OTTER LAKE (TOCK),5400,2,451635,785230,2009,5.2,45,16,35,78,52,30
OTTER LAKE (TOCK),5400,2,451635,785230,2010,5.4,45,16,35,78,52,30
OTTER LAKE (TOCK),5400,2,451635,785230,2011,4.5,45,16,35,78,52,30
OTTER LAKE (TOCK),5400,2,451635,785230,2015,3.7,45,16,35,78,52,30
OTTER LAKE (TOCK),5400,2,451635,785230,2016,3.9,45,16,35,78,52,30
OTTERTAIL LAKE,4201,1,462206,834403,2010,1.8,46,22,06,83,44,03
OTTERTAIL LAKE,4201,1,462206,834403,2012,1.8,46,22,06,83,44,03
OTTY LAKE,7002,1,445033,761321,1996,4.3,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,1997,4.1,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,1998,4.3,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,1999,4.1,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2000,4.5,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2001,4.7,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2002,4.3,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2003,4.7,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2004,5.1,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2005,4.9,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2006,4.9,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2007,5.6,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2008,5.2,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2009,6.1,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2010,5.5,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2011,5.2,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2012,6.1,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2013,5.3,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2014,5.8,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2015,6.1,44,50,33,76,13,21
OTTY LAKE,7002,1,445033,761321,2016,5.7,44,50,33,76,13,21
OTTY LAKE,7002,3,445100,761200,1996,4,44,51,00,76,12,00
OTTY LAKE,7002,3,445100,761200,1997,4.8,44,51,00,76,12,00
OTTY LAKE,7002,3,445100,761200,1998,4.2,44,51,00,76,12,00
OUDAZE LAKE,4202,1,452715,791143,2002,2.6,45,27,15,79,11,43
OUDAZE LAKE,4202,1,452715,791143,2004,3,45,27,15,79,11,43
OUDAZE LAKE,4202,1,452715,791143,2008,2.1,45,27,15,79,11,43
OUDAZE LAKE,4202,1,452715,791143,2009,1.8,45,27,15,79,11,43
OUDAZE LAKE,4202,1,452715,791143,2010,2.5,45,27,15,79,11,43
OUSE LAKE,4204,1,453248,784026,2001,3.4,45,32,48,78,40,26
OUSE LAKE,4204,1,453248,784026,2002,3,45,32,48,78,40,26
OXBOW LAKE,4213,1,452600,785831,1999,4.7,45,26,00,78,58,31
OXBOW LAKE,4213,1,452600,785831,2000,3.7,45,26,00,78,58,31
OXBOW LAKE,4213,1,452600,785831,2001,4.2,45,26,00,78,58,31
OXBOW LAKE,4213,1,452600,785831,2002,4,45,26,00,78,58,31
OXBOW LAKE,4213,1,452600,785831,2003,4.1,45,26,00,78,58,31
OXBOW LAKE,4213,1,452600,785831,2004,4.3,45,26,00,78,58,31
OXBOW LAKE,4213,1,452600,785831,2005,4.7,45,26,00,78,58,31
OXBOW LAKE,4213,1,452600,785831,2006,4.1,45,26,00,78,58,31
OXBOW LAKE,4213,1,452600,785831,2007,3.7,45,26,00,78,58,31
OXBOW LAKE,4213,1,452600,785831,2008,3.4,45,26,00,78,58,31
