Lake.Name,STN,Latitude,Longitude,Site.ID,Year,meanTP_yearly
BIG SKUNK LAKE,396,49.60305556,-84.55388889,1,2015,5.9
BIG SKUNK LAKE,396,49.60305556,-84.55388889,1,2016,5.5
BIG SKUNK LAKE,396,49.58638889,-84.55527778,2,2015,5.9
BIG SKUNK LAKE,396,49.58638889,-84.55527778,2,2016,5
BIG SQUAW LAKE (B.SQUIRREL),397,47.01666667,-81.94972222,1,2004,6.7
BIG STRAGGLE LAKE,7017,45.11805556,-78.20027778,1,2002,7.9
BIG STRAGGLE LAKE,7017,45.11805556,-78.20027778,1,2003,10.4
BIG STRAGGLE LAKE,7017,45.11805556,-78.20027778,1,2004,14.55
BIG STRAGGLE LAKE,7017,45.11805556,-78.20027778,1,2016,7.6
BIG VERMILION LAKE,7324,46.52277778,-81.39972222,1,2003,11.95
BIG VERMILION LAKE,7324,46.52277778,-81.39972222,2,2003,7.7
BIG VERMILION LAKE,7324,46.52277778,-81.39972222,3,2003,6.7
BIG VERMILION LAKE,7324,46.52277778,-81.39972222,4,2003,6.7
BIG VERMILION LAKE,7324,46.52277778,-81.39972222,5,2003,6.4
BIG VERMILION LAKE,7324,46.52277778,-81.39972222,6,2003,6.2
BIG VERMILION LAKE,7324,46.52277778,-81.39972222,7,2003,6.2
BIG VERMILION LAKE,7324,46.52166667,-81.40277778,8,2006,12.45
BIG VERMILION LAKE,7324,46.52166667,-81.40277778,8,2007,10.2
BIGFOUR LAKE,7362,47.6875,-81.20833333,1,2006,10.5
BIGFOUR LAKE,7362,47.6675,-81.18777778,2,2006,10.6
BIGWATER LAKE,412,48.61194444,-81.28611111,1,2007,20.15
BIGWATER LAKE,412,48.61083333,-81.28555556,2,2005,14.45
BIGWATER LAKE,412,48.61083333,-81.28555556,2,2007,20.05
BIGWATER LAKE,412,48.61083333,-81.28555556,2,2010,14.7
BIGWATER LAKE,412,48.61194444,-81.28555556,3,2008,16.45
BIGWATER LAKE,412,48.61194444,-81.28555556,3,2009,15
BIGWATER LAKE,412,48.61194444,-81.28555556,3,2010,11.9
BIGWATER LAKE,412,48.61194444,-81.28555556,3,2011,15.2
BIGWATER LAKE,412,48.61194444,-81.28555556,3,2012,13.5
BIGWATER LAKE,412,48.61194444,-81.28555556,3,2013,15.3
BIGWATER LAKE,412,48.61194444,-81.28555556,3,2014,16.9
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2002,7.65
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2003,5.625
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2004,13.65
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2005,5.55
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2006,5.5
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2007,7
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2008,5.8
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2009,7.35
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2010,6
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2011,5.3
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2012,6.6
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2013,6.5
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2014,5.1
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2015,6
BIGWIND LAKE,413,45.05555556,-79.05333333,1,2016,5.3
BING LAKE (ROCK),7327,45.43777778,-79.22916667,1,2003,4.4
BIRCH LAKE,2161,44.54472222,-76.54777778,1,2012,10.6
BIRCH LAKE,7523,46.32055556,-83.45111111,1,2012,9.509090909
BIRCH LAKE,7523,46.32055556,-83.45111111,1,2013,11.23333333
BIRCH LAKE,7523,46.32055556,-83.45111111,1,2014,8.66
BIRCH LAKE,7523,46.32055556,-83.45111111,1,2015,10.05
BIRD LAKE,425,45.04444444,-79.06388889,1,2002,11.55
BIRD LAKE,425,45.04444444,-79.06388889,1,2003,10.975
BIRD LAKE,425,45.04444444,-79.06388889,1,2004,11.8
BIRD LAKE,425,45.04444444,-79.06388889,1,2005,9.65
BIRD LAKE,425,45.04444444,-79.06388889,1,2006,9.45
BIRD LAKE,425,45.04444444,-79.06388889,1,2007,10.05
BIRD LAKE,425,45.04444444,-79.06388889,1,2008,10.1
BIRD LAKE,425,45.04444444,-79.06388889,1,2009,8.25
BIRD LAKE,425,45.045,-79.06444444,2,2004,12.45
BITTER LAKE,433,45.17222222,-78.57777778,1,2003,4.9
BITTER LAKE,433,45.17222222,-78.57777778,1,2004,5.1
BITTER LAKE,433,45.17222222,-78.57777778,1,2005,3.1
BITTER LAKE,433,45.17222222,-78.57777778,1,2006,3.25
BITTER LAKE,433,45.17222222,-78.57777778,1,2007,4.6
BITTER LAKE,433,45.17222222,-78.57777778,1,2008,3.3
BITTER LAKE,433,45.17222222,-78.57777778,1,2009,4.5
BITTER LAKE,433,45.17222222,-78.57777778,1,2010,5.5
BITTER LAKE,433,45.17222222,-78.57777778,1,2011,4.4
BITTER LAKE,433,45.17222222,-78.57777778,1,2012,3.2
BITTER LAKE,433,45.17222222,-78.57777778,1,2013,5.3
BITTER LAKE,433,45.17222222,-78.57777778,1,2014,4.9
BITTER LAKE,433,45.17222222,-78.57777778,1,2015,5.4
BITTER LAKE,433,45.17222222,-78.57777778,1,2016,5.6
BITTER LAKE,433,45.17388889,-78.57361111,2,2015,11.8
BITTER LAKE,433,45.17388889,-78.57361111,2,2016,5.4
BITTER LAKE,433,45.17222222,-78.57777778,3,2015,5.1
BITTERN LAKE,4281,45.44194444,-79.30388889,1,2007,7.4
BITTERN LAKE,4281,45.44194444,-79.30388889,1,2008,8.65
BITTERN LAKE,4281,45.44666667,-79.30611111,2,2014,5.6
BLACK DONALD LAKE,6943,45.22444444,-76.93083333,2,2003,8
BLACK DONALD LAKE,6943,45.22722222,-76.94138889,3,2002,8.6
BLACK DONALD LAKE,6943,45.22722222,-76.94138889,3,2003,10.2
BLACK DONALD LAKE,6943,45.22722222,-76.94138889,3,2004,8.55
BLACK DONALD LAKE,6943,45.22722222,-76.94138889,3,2005,6.15
BLACK DONALD LAKE,6943,45.22722222,-76.94138889,3,2006,6.95
BLACK DONALD LAKE,6943,45.22722222,-76.94138889,3,2007,8.05
BLACK DONALD LAKE,6943,45.22722222,-76.94138889,3,2008,7.85
BLACK LAKE,436,44.78138889,-76.71972222,2,2016,15.4
BLACK LAKE,440,44.82694444,-78.82777778,1,2014,6.7
BLACK LAKE,440,44.82694444,-78.82777778,1,2015,8.3
BLACK LAKE,440,44.82694444,-78.82777778,1,2016,7.5
BLACK LAKE,441,44.99972222,-79.55777778,1,2003,16
BLACK LAKE,6944,44.76805556,-76.29472222,1,2002,14.6
BLACK LAKE,6944,44.76805556,-76.29472222,1,2003,9
BLACK LAKE,6944,44.76805556,-76.29472222,1,2004,12.95
BLACK LAKE,6944,44.76805556,-76.29472222,1,2005,9.75
BLACK LAKE,6944,44.76805556,-76.29472222,1,2006,10.5
BLACK LAKE,6944,44.76805556,-76.29472222,1,2007,8.45
BLACK LAKE,6944,44.76805556,-76.29472222,1,2008,10.95
BLACK LAKE,6944,44.76805556,-76.29472222,1,2009,10
BLACK LAKE,6944,44.78611111,-76.28944444,3,2004,10.15
BLACK LAKE,6944,44.78611111,-76.28944444,3,2005,16.5
BLACK LAKE,6944,44.78611111,-76.28944444,3,2006,10.35
BLACK LAKE,6944,44.78611111,-76.28944444,3,2007,9.85
BLACK LAKE,6944,44.78611111,-76.28944444,3,2008,11.1
BLACK LAKE,6944,44.76805556,-76.29472222,4,2010,11.1
BLACK LAKE,6944,44.76805556,-76.29472222,4,2012,9.4
BLACK LAKE,6944,44.76805556,-76.29472222,4,2013,11.2
BLACK LAKE,6944,44.76805556,-76.29472222,4,2014,9.2
BLACK LAKE,6944,44.76805556,-76.29472222,4,2015,8.6
BLACK LAKE,6944,44.76805556,-76.29472222,4,2016,7.3
BLACK LAKE,7556,49.53666667,-94.08222222,1,2012,18.35
BLACK LAKE,7556,49.53666667,-94.08222222,1,2013,16.9
BLACK STURGEON LAKES,450,49.83194444,-94.28888889,1,2003,10.35
BLACK STURGEON LAKES,450,49.83194444,-94.28888889,1,2004,16.1
BLACK STURGEON LAKES,450,49.83194444,-94.28888889,1,2005,12.3
BLACK STURGEON LAKES,450,49.83194444,-94.28888889,1,2006,8.2
BLACK STURGEON LAKES,450,49.82472222,-94.41888889,2,2002,20.45
BLACK STURGEON LAKES,450,49.82472222,-94.41888889,2,2003,14.55
BLACK STURGEON LAKES,450,49.82472222,-94.41888889,2,2004,13.4
BLACK STURGEON LAKES,450,49.82472222,-94.41888889,2,2005,19.5
BLACK STURGEON LAKES,450,49.81194444,-94.33722222,4,2002,20.35
BLACK STURGEON LAKES,450,49.81194444,-94.33722222,4,2003,12.45
BLACK STURGEON LAKES,450,49.81194444,-94.33722222,4,2004,17.45
BLACK STURGEON LAKES,450,49.81194444,-94.33722222,4,2005,19.4
BLACK STURGEON LAKES,450,49.81194444,-94.33722222,4,2006,25.9
BLACK STURGEON LAKES,450,49.81194444,-94.33722222,4,2007,14.65
BLACK STURGEON LAKES,450,49.81194444,-94.33722222,4,2008,35.85
BLACK STURGEON LAKES,450,49.81194444,-94.33722222,4,2009,20.75
BLACK STURGEON LAKES,450,49.82055556,-94.33694444,5,2014,10.8
BLACK STURGEON LAKES,450,49.845,-94.26944444,6,2003,12.85
BLACK STURGEON LAKES,450,49.845,-94.26944444,6,2004,14.8
BLACK STURGEON LAKES,450,49.845,-94.26944444,6,2005,16.4
BLACK STURGEON LAKES,450,49.845,-94.26944444,6,2006,15
BLACK STURGEON LAKES,450,49.845,-94.26944444,6,2007,16.6
BLACK STURGEON LAKES,450,49.845,-94.26944444,6,2008,13.65
BLACK STURGEON LAKES,450,49.845,-94.26944444,6,2009,18.5
BLACK STURGEON LAKES,450,49.845,-94.26944444,6,2010,16.8
BLACK STURGEON LAKES,450,49.845,-94.26944444,6,2011,14.1
BLACK STURGEON LAKES,450,49.845,-94.26944444,6,2012,13.6
BLACK STURGEON LAKES,450,49.845,-94.26944444,6,2013,13.3
BLACK STURGEON LAKES,450,49.845,-94.26944444,6,2014,14.9
BLACK STURGEON LAKES,450,49.845,-94.26944444,6,2015,13.9
BLACK STURGEON LAKES,450,49.845,-94.26944444,6,2016,14.5
BLACK STURGEON LAKES,450,49.82305556,-94.32722222,7,2004,20.25
BLACK STURGEON LAKES,450,49.82305556,-94.32722222,7,2005,22.25
BLACK STURGEON LAKES,450,49.82305556,-94.32722222,7,2006,14.9
BLACK STURGEON LAKES,450,49.82305556,-94.32722222,7,2007,17.05
BLACK STURGEON LAKES,450,49.82305556,-94.32722222,7,2008,32.1
BLACK STURGEON LAKES,450,49.82305556,-94.32722222,7,2010,14.6
BLACK STURGEON LAKES,450,49.82305556,-94.32722222,7,2011,17.2
BLACK STURGEON LAKES,450,49.82305556,-94.32722222,7,2012,12.4
BLACK STURGEON LAKES,450,49.82777778,-94.34583333,8,2003,12.1
BLACK STURGEON LAKES,450,49.82777778,-94.34583333,8,2004,14.7
BLACK STURGEON LAKES,450,49.82777778,-94.34583333,8,2005,12.25
BLACK STURGEON LAKES,450,49.82777778,-94.34583333,8,2006,8.75
BLACK STURGEON LAKES,450,49.825,-94.32722222,9,2005,16.1
BLACK STURGEON LAKES,450,49.825,-94.32722222,9,2007,17.3
BLACK STURGEON LAKES,450,49.87611111,-94.44638889,10,2007,16.65
BLACK STURGEON LAKES,450,49.87611111,-94.44638889,10,2014,15.1
BLACK STURGEON LAKES,450,49.84138889,-94.45083333,11,2007,15.1
BLACK STURGEON LAKES,450,49.84138889,-94.45083333,11,2014,13.5
BLACK STURGEON LAKES,450,49.88861111,-94.45722222,12,2014,17.9
BLACK STURGEON LAKES,450,49.88861111,-94.45722222,12,2015,17.5
BLACK STURGEON LAKES,450,49.88861111,-94.45722222,12,2016,20.7
BLACK STURGEON LAKES,450,49.82444444,-94.43666667,13,2014,14.3
BLACK STURGEON LAKES,450,49.82444444,-94.43666667,13,2015,21.4
BLACK STURGEON LAKES,450,49.82444444,-94.43666667,13,2016,16.3
BLACK STURGEON LAKES,450,49.82638889,-94.41722222,14,2015,14.3
BLACK STURGEON LAKES,450,49.82722222,-94.31416667,15,2016,14
BLACK STURGEON LAKES,450,49.86777778,-94.43916667,16,2016,15.3
BLACKFISH LAKE,454,48.21583333,-84.11611111,1,2004,9.15
BLACKSTONE LAKE,461,45.23333333,-79.88333333,1,2002,21.8
BLACKSTONE LAKE,461,45.23333333,-79.88333333,1,2003,6.35
BLACKSTONE LAKE,461,45.23333333,-79.88333333,1,2004,7.45
BLACKSTONE LAKE,461,45.23333333,-79.88333333,1,2005,8.15
BLACKSTONE LAKE,461,45.23333333,-79.88333333,1,2006,7.15
BLACKSTONE LAKE,461,45.23333333,-79.88333333,1,2009,8.8
BLACKSTONE LAKE,461,45.23333333,-79.88333333,1,2010,6.1
BLACKSTONE LAKE,461,45.23333333,-79.88333333,1,2011,6.4
BLACKSTONE LAKE,461,45.23333333,-79.88333333,1,2012,5.5
BLACKSTONE LAKE,461,45.23333333,-79.88333333,1,2013,6.6
BLACKSTONE LAKE,461,45.23333333,-79.88333333,1,2014,6.9
BLACKSTONE LAKE,461,45.23333333,-79.88333333,1,2015,6
BLACKSTONE LAKE,461,45.23333333,-79.88333333,1,2016,5.7
BLACKSTONE LAKE,461,45.23333333,-79.88333333,2,2006,4.8
BLACKSTONE LAKE,461,45.23333333,-79.88333333,3,2006,4.55
BLACKSTONE LAKE,461,45.23333333,-79.88333333,4,2006,4.55
BLACKSTONE LAKE,461,45.23333333,-79.88333333,5,2006,4.9
BLACKSTONE LAKE,461,45.23916667,-79.88138889,6,2016,5.3
BLACKSTONE LAKE,461,45.23138889,-79.88166667,7,2016,5.3
BLACKSTONE LAKE,461,45.22055556,-79.88138889,8,2016,5
BLACKSTONE LAKE,461,45.23861111,-79.90277778,9,2016,5.8
BLACKWATER LAKE,462,45.39277778,-79.81916667,1,2005,12.2
BLACKWATER LAKE,462,45.39277778,-79.81916667,1,2006,9.95
BLACKWATER LAKE,462,45.39277778,-79.81916667,1,2007,9
BLACKWATER LAKE,462,45.39277778,-79.81916667,1,2008,12.3
BLACKWATER LAKE,462,45.42694444,-79.81805556,2,2010,14.4
BLACKWATER LAKE,462,45.42694444,-79.81805556,2,2013,8.6
BLACKWATER LAKE,462,45.42694444,-79.81805556,2,2015,8.066666667
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2002,10.35
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2003,9.85
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2004,6.85
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2005,11.7
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2006,8.2
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2007,12.95
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2008,11
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2009,14.6
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2010,14.1
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2011,11.7
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2012,9.8
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2013,14.1
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2014,15.4
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2015,11
BLINDFOLD LAKE,468,49.67472222,-94.26472222,1,2016,11.2
BLINDFOLD LAKE,468,49.66944444,-94.25,2,2005,14.9
BLINDFOLD LAKE,468,49.66944444,-94.25,2,2014,10.5
BLINDFOLD LAKE,468,49.66944444,-94.25,2,2015,13.1
BLINDFOLD LAKE,468,49.66944444,-94.25,2,2016,14.6
BLINDFOLD LAKE,468,49.66666667,-94.25,3,2005,19.6
BLINDFOLD LAKE,468,49.66666667,-94.25,3,2014,12.1
BLINDFOLD LAKE,468,49.66666667,-94.25,3,2015,15.4
BLINDFOLD LAKE,468,49.66666667,-94.25,3,2016,17.8
BLINDFOLD LAKE,468,49.675,-94.26527778,4,2013,30.3
BLUE LAKE,477,45.27833333,-79.99638889,1,2004,4.25
BLUE LAKE,477,45.27833333,-79.99638889,1,2005,5.2
BLUE LAKE,477,45.27833333,-79.99638889,1,2006,5.4
BLUE LAKE,477,45.27833333,-79.99638889,1,2010,2.5
BLUE LAKE,477,45.27833333,-79.99638889,2,2012,3.1
BLUE LAKE,477,45.27833333,-79.99638889,2,2014,3
BLUE LAKE,477,45.27833333,-79.99638889,2,2016,3
BLUE LAKE,484,45.22638889,-78.54527778,1,2004,6.55
BLUE LAKE,6168,44.88333333,-77.03333333,1,2004,8.1
BLUE LAKE,7356,49.90722222,-93.48833333,1,2004,11.5
BOB LAKE (BIG),505,44.90888889,-78.77611111,2,2009,6.75
BOB LAKE (BIG),505,44.90888889,-78.77611111,2,2010,9.4
BOB LAKE (BIG),505,44.90888889,-78.77611111,2,2011,7.3
BOB LAKE (BIG),505,44.90888889,-78.77611111,2,2012,5.4
BOB LAKE (BIG),505,44.90888889,-78.77611111,2,2013,7.3
BOB LAKE (BIG),505,44.90888889,-78.77611111,2,2014,5.8
BOB LAKE (BIG),505,44.90888889,-78.77611111,2,2015,6.5
BOB LAKE (BIG),505,44.90888889,-78.77611111,2,2016,4
BOB LAKE (BIG),505,44.91666667,-78.78333333,3,2016,7.5
BOBS LAKE,510,44.62583333,-76.62694444,2,2003,8.85
BOBS LAKE,510,44.62583333,-76.62694444,2,2004,14
BOBS LAKE,510,44.62583333,-76.62694444,2,2005,11.1
BOBS LAKE,510,44.62583333,-76.62694444,2,2006,8.25
BOBS LAKE,510,44.62583333,-76.62694444,2,2007,8.9
BOBS LAKE,510,44.62583333,-76.62694444,2,2008,10.05
BOBS LAKE,510,44.62583333,-76.62694444,2,2009,10.8
BOBS LAKE,510,44.62583333,-76.62694444,2,2010,9.5
BOBS LAKE,510,44.62583333,-76.62694444,2,2011,11.3
BOBS LAKE,510,44.62583333,-76.62694444,2,2012,8.4
BOBS LAKE,510,44.62583333,-76.62694444,2,2013,10
BOBS LAKE,510,44.62583333,-76.62694444,2,2014,10.4
BOBS LAKE,510,44.68027778,-76.59666667,3,2005,9.75
BOBS LAKE,510,44.68027778,-76.59666667,3,2006,9.25
BOBS LAKE,510,44.68027778,-76.59666667,3,2007,7.15
BOBS LAKE,510,44.68027778,-76.59666667,3,2008,8.45
BOBS LAKE,510,44.68027778,-76.59666667,3,2009,7.8
BOBS LAKE,510,44.68027778,-76.59666667,3,2010,12.2
BOBS LAKE,510,44.68027778,-76.59666667,3,2011,7.9
BOBS LAKE,510,44.68027778,-76.59666667,3,2012,7.9
BOBS LAKE,510,44.68027778,-76.59666667,3,2013,9.2
BOBS LAKE,510,44.68027778,-76.59666667,3,2014,19
BOBS LAKE,510,44.68027778,-76.59666667,3,2015,8.7
BOBS LAKE,510,44.68027778,-76.59666667,3,2016,30.3
BOBS LAKE,510,44.67638889,-76.61138889,4,2002,15.95
BOBS LAKE,510,44.67638889,-76.61138889,4,2003,9.15
BOBS LAKE,510,44.67638889,-76.61138889,4,2004,12.5
BOBS LAKE,510,44.67638889,-76.61138889,4,2005,9.85
BOBS LAKE,510,44.67638889,-76.61138889,4,2006,8.5
BOBS LAKE,510,44.67638889,-76.61138889,4,2007,9.55
BOBS LAKE,510,44.67638889,-76.61138889,4,2008,8.85
BOBS LAKE,510,44.67638889,-76.61138889,4,2009,7.75
BOBS LAKE,510,44.67638889,-76.61138889,4,2010,7.6
BOBS LAKE,510,44.67638889,-76.61138889,4,2011,11.8
BOBS LAKE,510,44.67638889,-76.61138889,4,2012,6.6
BOBS LAKE,510,44.67638889,-76.61138889,4,2013,8.7
BOBS LAKE,510,44.70222222,-76.56361111,5,2002,11.4
BOBS LAKE,510,44.70222222,-76.56361111,5,2003,9.35
BOBS LAKE,510,44.70222222,-76.56361111,5,2004,12.1
BOBS LAKE,510,44.70222222,-76.56361111,5,2005,11.65
BOBS LAKE,510,44.70222222,-76.56361111,5,2006,9.85
BOBS LAKE,510,44.70222222,-76.56361111,5,2007,9.5
BOBS LAKE,510,44.70222222,-76.56361111,5,2008,9.15
BOBS LAKE,510,44.70222222,-76.56361111,5,2009,8.3
BOBS LAKE,510,44.70222222,-76.56361111,5,2010,9.7
BOBS LAKE,510,44.70222222,-76.56361111,5,2011,9.9
BOBS LAKE,510,44.70222222,-76.56361111,5,2012,8.9
BOBS LAKE,510,44.70222222,-76.56361111,5,2013,8.1
BOBS LAKE,510,44.70222222,-76.56361111,5,2014,9.6
BOBS LAKE,510,44.70222222,-76.56361111,5,2016,7.3
BOBS LAKE,510,44.64638889,-76.59416667,6,2002,15.05
BOBS LAKE,510,44.64638889,-76.59416667,6,2003,13.3
BOBS LAKE,510,44.64638889,-76.59416667,6,2004,8.05
BOBS LAKE,510,44.64638889,-76.59416667,6,2005,8.5
BOBS LAKE,510,44.64638889,-76.59416667,6,2006,5.8
BOBS LAKE,510,44.64638889,-76.59416667,6,2007,9.2
BOBS LAKE,510,44.64638889,-76.59416667,6,2008,9.05
BOBS LAKE,510,44.64638889,-76.59416667,6,2009,11.85
BOBS LAKE,510,44.64638889,-76.59416667,6,2010,7.5
BOBS LAKE,510,44.64638889,-76.59416667,6,2011,7.6
BOBS LAKE,510,44.64638889,-76.59416667,6,2012,6.8
BOBS LAKE,510,44.64638889,-76.59416667,6,2013,9.3
BOBS LAKE,510,44.64638889,-76.59416667,6,2014,12.5
BOBS LAKE,510,44.64638889,-76.59416667,6,2015,10.8
BOBS LAKE,510,44.64638889,-76.59416667,6,2016,8.8
BOBS LAKE,510,44.71777778,-76.535,7,2002,14.3
BOBS LAKE,510,44.71777778,-76.535,7,2003,11.3
BOBS LAKE,510,44.71777778,-76.535,7,2004,11.45
BOBS LAKE,510,44.71777778,-76.535,7,2005,10.85
BOBS LAKE,510,44.71777778,-76.535,7,2006,7.7
BOBS LAKE,510,44.71777778,-76.535,7,2007,7.4
BOBS LAKE,510,44.71777778,-76.535,7,2008,8.45
BOBS LAKE,510,44.71777778,-76.535,7,2009,10.65
BOBS LAKE,510,44.71777778,-76.535,7,2010,7.8
BOBS LAKE,510,44.71777778,-76.535,7,2011,10.2
BOBS LAKE,510,44.71777778,-76.535,7,2012,8.7
BOBS LAKE,510,44.71777778,-76.535,7,2013,8.2
BOBS LAKE,510,44.71777778,-76.535,7,2014,7.4
BOBS LAKE,510,44.71777778,-76.535,7,2015,11.3
BOBS LAKE,510,44.71777778,-76.535,7,2016,8.5
BOBS LAKE,510,44.72555556,-76.56472222,8,2002,16.25
BOBS LAKE,510,44.72555556,-76.56472222,8,2003,12.4
BOBS LAKE,510,44.72555556,-76.56472222,8,2004,21
BOBS LAKE,510,44.72555556,-76.56472222,8,2005,17.85
BOBS LAKE,510,44.72555556,-76.56472222,8,2006,15.6
BOBS LAKE,510,44.72555556,-76.56472222,8,2007,15
BOBS LAKE,510,44.72555556,-76.56472222,8,2011,21.7
BOBS LAKE,510,44.72555556,-76.56472222,8,2014,11.9
BOBS LAKE,510,44.72555556,-76.56472222,8,2015,13.7
BOBS LAKE,510,44.72555556,-76.56472222,8,2016,13.4
BOBS LAKE,510,44.71361111,-76.58305556,9,2002,13.4
BOBS LAKE,510,44.71361111,-76.58305556,9,2003,5.75
BOBS LAKE,510,44.71361111,-76.58305556,9,2004,10.5
BOBS LAKE,510,44.71361111,-76.58305556,9,2005,7.8
BOBS LAKE,510,44.71361111,-76.58305556,9,2006,11.7
BOBS LAKE,510,44.71361111,-76.58305556,9,2007,7.35
BOBS LAKE,510,44.71361111,-76.58305556,9,2008,7.1
BOBS LAKE,510,44.71361111,-76.58305556,9,2009,7.9
BOBS LAKE,510,44.71361111,-76.58305556,9,2010,6.6
BOBS LAKE,510,44.71361111,-76.58305556,9,2011,6.2
BOBS LAKE,510,44.71361111,-76.58305556,9,2012,6
BOBS LAKE,510,44.71361111,-76.58305556,9,2013,6.8
BOBS LAKE,510,44.71361111,-76.58305556,9,2014,9.6
BOBS LAKE,510,44.71361111,-76.58305556,9,2015,6.6
BOBS LAKE,510,44.71361111,-76.58305556,9,2016,6
BOBS LAKE,510,44.74166667,-76.53444444,10,2002,12.05
BOBS LAKE,510,44.74166667,-76.53444444,10,2003,8.05
BOBS LAKE,510,44.74166667,-76.53444444,10,2004,10.35
BOBS LAKE,510,44.74166667,-76.53444444,10,2005,9.3
BOBS LAKE,510,44.74166667,-76.53444444,10,2006,12.3
BOBS LAKE,510,44.74166667,-76.53444444,10,2007,12.35
BOBS LAKE,510,44.74166667,-76.53444444,10,2008,9.35
BOBS LAKE,510,44.74166667,-76.53444444,10,2009,10.6
BOBS LAKE,510,44.74166667,-76.53444444,10,2010,10.9
BOBS LAKE,510,44.74166667,-76.53444444,10,2011,12.1
BOBS LAKE,510,44.74166667,-76.53444444,10,2012,7.5
BOBS LAKE,510,44.74166667,-76.53444444,10,2013,10.5
BOBS LAKE,510,44.74166667,-76.53444444,10,2014,8.2
BOBS LAKE,510,44.74166667,-76.53444444,10,2015,8.2
BOBS LAKE,510,44.74166667,-76.53444444,10,2016,6
BOBS LAKE,510,44.66,-76.64333333,11,2002,24.95
BOBS LAKE,510,44.66,-76.64333333,11,2003,12.95
BOBS LAKE,510,44.66,-76.64333333,11,2004,15.4
BOBS LAKE,510,44.66,-76.64333333,11,2005,12.9
BOBS LAKE,510,44.66,-76.64333333,11,2006,12.1
BOBS LAKE,510,44.66,-76.64333333,11,2007,11.45
BOBS LAKE,510,44.66,-76.64333333,11,2008,9.2
BOBS LAKE,510,44.66,-76.64333333,11,2009,10.55
BOBS LAKE,510,44.66,-76.64333333,11,2010,11.2
BOBS LAKE,510,44.66,-76.64333333,11,2011,14.4
BOBS LAKE,510,44.66,-76.64333333,11,2012,9.3
BOBS LAKE,510,44.66,-76.64333333,11,2013,8.2
BOBS LAKE,510,44.66,-76.64333333,11,2014,12.3
BOBS LAKE,510,44.66,-76.64333333,11,2015,13.4
BOBS LAKE,510,44.66,-76.64333333,11,2016,9.1
BOBS LAKE,510,44.64777778,-76.59388889,12,2005,8.1
BOBS LAKE,510,44.67583333,-76.59916667,13,2005,6.25
BOBS LAKE,510,44.65305556,-76.6225,14,2005,9
BOBS LAKE,510,44.65305556,-76.6225,14,2012,9.4
BOBS LAKE,510,44.62361111,-76.62833333,15,2005,9.4
BOBS LAKE,510,44.72555556,-76.56472222,16,2010,12.4
BOBS LAKE,510,44.72555556,-76.56472222,16,2012,17.3
BOBS LAKE,510,44.72555556,-76.56472222,16,2013,9
BOBS LAKE,510,44.72555556,-76.56472222,16,2014,10.1
BOBS LAKE,510,44.72555556,-76.56472222,16,2015,12.6
BOBS LAKE,510,44.72555556,-76.56472222,16,2016,11.5
BOBS LAKE,510,44.71361111,-76.58305556,17,2010,7.1
BOBS LAKE,510,44.71361111,-76.58305556,17,2012,7.7
BOBS LAKE,510,44.71361111,-76.58305556,17,2013,14.1
BOBS LAKE,510,44.71361111,-76.58305556,17,2014,12.7
BOBS LAKE,510,44.71361111,-76.58305556,17,2015,7.4
BOBS LAKE,510,44.71361111,-76.58305556,17,2016,7.4
BOBS LAKE,510,44.74166667,-76.53444444,18,2010,7.8
BOBS LAKE,510,44.74166667,-76.53444444,18,2013,9.5
BOBS LAKE,510,44.74166667,-76.53444444,18,2014,12.1
BOBS LAKE,510,44.74166667,-76.53444444,18,2015,8.1
BOBS LAKE,510,44.74166667,-76.53444444,18,2016,7.5
BOBS LAKE,510,44.64638889,-76.59416667,19,2010,8.6
BOBS LAKE,510,44.64638889,-76.59416667,19,2013,10.8
BOBS LAKE,510,44.64638889,-76.59416667,19,2014,11
