ID,Latitude,Longitude,Lake_ID,shortest_distance
164,45.24902445,-79.01742207,3692,0.012579343
165,45.01928062,-79.46401456,5441,0.048456151
166,45.2367093,-79.02982698,3692,0.009680157
167,45.24845251,-79.0085789,3692,0.021243788
168,44.86707567,-78.0002108,1555,0.049533184
169,44.54768653,-77.79006367,1608,0.03912554
170,44.5885876,-77.81100224,1605,0.014949825
171,44.4948814,-78.41865479,1040,0.042388706
172,45.39322722,-79.36235119,2474,0.029291888
173,45.39056445,-79.35954879,2474,0.025734865
174,45.39681397,-79.36291059,974,0.032554517
175,45.39751768,-79.35428819,2474,0.031147607
176,45.03446628,-79.32011059,6217,0.050403287
177,45.00620609,-78.60564882,6184,0.018797572
178,44.84253849,-79.19049626,5726,0.012607147
179,44.60900681,-78.50638235,5041,0.011979432
180,44.44734466,-78.27364011,3380,0.031400047
181,45.28898779,-79.78842874,7262,0.007928179
182,45.28945909,-79.78832892,7262,0.007899052
183,45.70223116,-79.31719348,5434,0.021498158
184,45.62552021,-79.86251568,7302,0.024829234
185,45.04932066,-79.38911556,4889,0.027109728
186,44.94512736,-79.35329989,2898,0.026846833
187,45.38585515,-80.17353785,2681,0.018109811
188,44.68837993,-77.60434759,6199,0.062874314
189,45.14795771,-78.70502765,3853,0.009609999
190,44.46626097,-78.18315264,1496,0.031238937
191,45.17837618,-79.58895047,5772,0.018624826
192,45.10647798,-79.45020959,3769,0.025682166
193,45.01019334,-78.21508479,7303,0.004373667
194,45.48318894,-79.88242903,4432,0.001420014
195,44.84065419,-79.454166,4819,0.026261843
196,44.51280322,-78.49108152,5485,0.013801466
197,44.51262488,-78.49187665,5485,0.013257121
198,44.4627995,-78.13355466,7248,0.069187748
199,44.59912085,-78.4476036,5457,0.039172985
200,45.22694145,-79.62881726,5763,0.021460573
201,44.61557413,-78.89831281,166,0.057925783
202,45.19846052,-79.4673842,6676,0.007933418
203,44.87224031,-77.79725799,7402,0.049637656
204,44.87859464,-77.80230727,7402,0.050580242
205,45.3686399,-79.0875012,7163,0.013376963
206,44.69711624,-79.39890399,1630,0.029565714
207,44.71731177,-79.14718036,1806,0.05246707
208,44.71650896,-79.14654744,1806,0.05144536
209,44.53488595,-78.72789229,6461,0.007943188
210,45.77511529,-79.39910099,464,0.014804083
211,45.03457871,-79.31302923,6217,0.04557997
212,45.88662705,-79.43258277,2100,0.083632091
213,45.83569021,-79.41894021,464,0.076078764
214,45.1030533,-79.29030365,871,0.038413371
215,44.91080238,-79.35893861,2898,0.007940143
216,44.96748116,-79.43017906,5529,0.024136946
217,45.04361492,-79.37554079,4889,0.024925824
218,45.04518517,-79.38431258,4889,0.023312304
219,44.92138318,-79.37873021,4877,0.007428437
220,44.96747164,-79.43084738,5529,0.023995302
221,44.96698613,-79.43040504,5529,0.023605637
222,45.37610846,-79.93615466,4949,0.017474603
223,45.49607449,-79.89450512,5742,0.014038061
224,45.34373574,-80.03856893,4577,0.040132071
225,45.06095599,-79.30328642,6217,0.064138588
226,45.04686658,-79.31635856,6217,0.057333604
227,45.37457571,-79.13713608,2948,0.005471731
228,45.04690461,-79.30903806,6217,0.053486219
229,45.35799006,-79.12735264,2301,0.008896165
230,45.21068793,-78.41834147,2913,0.007103396
231,45.22677513,-78.65411498,3523,0.020165437
232,44.37834731,-78.43998082,1404,0.034167674
233,45.24718045,-78.98092193,5801,0.008135618
234,44.72184841,-78.06299548,3173,0.013635994
235,44.56149472,-78.34214874,1026,0.010816758
236,44.43694306,-78.35212256,1406,0.016420014
237,44.45632601,-78.3865919,1406,0.035685662
238,44.45514972,-78.39929363,1040,0.030177161
239,45.16708964,-80.13477812,2601,0.119789556
240,45.34599196,-80.04392628,4577,0.045709607
241,45.28608235,-79.81482963,3959,0.015796503
242,44.47296888,-78.6618337,6435,0.043822508
243,45.14545716,-79.66174569,940,0.042482453
244,45.12288841,-79.6906947,245,0.01730528
245,45.12351385,-79.69033794,245,0.01802467
246,44.92703051,-78.7258932,283,0.042474552
247,45.61449016,-79.37227839,3527,0.025312123
248,45.35505912,-80.02767114,4655,0.032688799
249,45.36343126,-80.04463585,4655,0.04629838
250,45.25720044,-79.1780057,5213,0.038278506
251,45.33271006,-79.22451402,7019,0.010185248
252,45.25830554,-79.17381713,5213,0.036436889
253,45.1038598,-78.76086522,2917,0.020320664
254,44.83991987,-79.45554996,4819,0.027209104
255,44.48564514,-78.21733385,1496,0.009835651
256,44.47232189,-78.16684728,1496,0.042839265
257,44.5348137,-78.16051441,1507,0.01502584
258,44.77865385,-79.32292616,3272,0.059291267
259,44.53760278,-78.73384772,6461,0.012130512
260,44.52425214,-78.52261717,5485,0.020453978
261,44.5780729,-78.77881804,207,0.02580998
262,45.62257831,-79.72164247,4929,0.006444738
263,45.60707942,-79.69951373,400,0.011093543
264,45.34028885,-79.15799318,2306,0.004937632
265,45.02614123,-79.38460146,4889,0.005411607
266,45.04350786,-79.4298004,3773,0.033879311
267,44.92812184,-79.38177849,4877,0.007319639
268,45.04365995,-79.43007425,3773,0.033629324
269,45.04352512,-79.43069991,3773,0.033506767
270,45.33919104,-79.15677478,2306,0.003874739
271,45.03884977,-79.31271484,6217,0.048709114
272,45.2542585,-78.5724375,3870,0.006174293
273,45.10882981,-78.633195,3796,0.018542503
274,44.75640021,-78.33463741,1198,0.008615777
275,44.34683256,-78.31409642,1411,0.088634603
276,44.41914689,-78.27678402,3380,0.055102339
277,45.14478559,-79.69309782,245,0.037691001
278,45.39741525,-80.17873361,2681,0.007523239
279,44.86632794,-79.55023094,4983,0.058826046
280,44.86594173,-79.54993349,4983,0.059089897
281,44.41640723,-78.27329386,3380,0.055871405
282,45.32441017,-79.90956629,136,0.015072002
283,45.33266563,-79.92306872,4620,0.006205184
284,45.03569737,-79.32060743,6217,0.051610665
285,45.03249935,-78.60486402,6184,0.007510755
286,45.03330072,-79.3144464,6217,0.045573688
287,45.03315952,-79.31486549,6217,0.045758397
288,45.17256709,-78.51488128,5699,0.006844872
289,44.75045909,-79.31677603,6245,0.059877581
290,44.65010772,-78.79797643,171,0.024483172
291,44.40964641,-78.54801288,5442,0.04789637
292,44.5681867,-78.76862693,1139,0.015094127
293,45.60763852,-79.73993126,1681,0.010950534
294,45.57688883,-79.90863245,5988,0.028867604
295,45.68667036,-79.66540006,1230,0.048425902
296,45.03678237,-79.29983595,6217,0.040314752
297,45.15753269,-79.40700455,6664,0.031479992
298,45.3584614,-79.13587493,2301,0.016120352
299,45.32476462,-79.22053918,7019,0.010294237
300,45.22408954,-78.63888552,3523,0.006175386
301,44.6957048,-78.31800918,4742,0.004264905
302,45.3049014,-78.98816264,3694,0.03494575
303,44.59588836,-78.13776351,3215,0.008905946
304,44.80955548,-79.71043515,3871,0.009951928
305,45.08191724,-79.48540284,3772,0.039895968
306,45.08225051,-79.48490218,3772,0.039462856
307,45.04052381,-78.78364559,3609,0.027499057
308,45.0506721,-78.77801694,3623,0.021224335
309,45.04805236,-78.78538987,3623,0.029043821
310,45.05272221,-78.77464855,3623,0.017345476
311,45.04526917,-78.78976694,3609,0.033396253
312,45.0505717,-78.772569,3623,0.016348896
313,44.37808793,-78.38655355,1411,0.010393787
314,45.35459962,-79.12628167,2301,0.005852186
315,45.22342019,-79.28328156,4480,0.021740007
316,45.14721004,-78.70816864,3848,0.008760768
317,45.29484455,-80.0671227,2601,0.024790278
318,45.29422548,-80.06872787,2601,0.023480349
319,44.64104508,-78.8037904,171,0.013728881
320,44.73460505,-79.38205345,1630,0.046401884
321,44.93543599,-79.3828025,4877,0.013621697
322,45.06487809,-79.46855632,3772,0.024621952
323,44.99599845,-78.10585759,1834,0.040864375
324,44.3947961,-78.1354934,1496,0.11607208
325,44.52386823,-78.72617823,6449,0.002446429
326,45.76680905,-79.39787679,464,0.010933277
327,45.118952,-79.58122379,3012,0.019069045
328,45.32049952,-79.22249772,7019,0.009344174
329,45.37466679,-78.91140808,5293,0.008159599
330,45.16698133,-78.58523143,654,0.009111741
331,44.70900422,-79.38045129,1630,0.02180128
332,44.37243064,-78.50348117,5442,0.013037755
333,45.05125267,-78.39677048,6181,0.00388551
334,45.3598384,-80.02705486,4655,0.030136015
335,45.17136162,-79.00909663,5721,0.00660329
336,44.99627397,-79.57025283,1811,0.01434025
337,44.59753874,-78.42616798,474,0.045297561
338,44.74815896,-79.31602368,6245,0.057707207
339,44.64569129,-78.86250844,151,0.026298475
340,44.59923348,-78.73472625,1139,0.035036444
341,45.22102474,-79.26325146,4480,0.015579575
342,45.27588813,-79.31352089,5358,0.036328938
343,45.05201649,-79.34278008,4889,0.054431582
344,44.94193644,-78.73686882,4834,0.038404449
345,44.92640342,-78.66784238,3804,0.002508216
346,45.31425528,-79.24793774,7039,0.018345557
347,45.03634811,-78.98322815,1450,0.035048406
348,44.75574057,-78.47420437,1792,0.00584643
349,44.75218377,-78.47661923,1792,0.006767488
350,44.75385185,-78.47673765,1792,0.005235492
351,44.75065777,-78.47802761,1792,0.007805231
352,44.47777104,-78.65816529,6435,0.048279026
353,44.5321292,-78.73976159,6461,0.012802846
354,45.84984408,-79.49823523,2100,0.008393367
355,45.16323681,-79.54833015,5752,0.018654541
356,44.77887529,-79.33369456,3272,0.064039062
357,44.60656386,-78.02082227,6984,0.015455051
358,45.17199206,-78.58107867,654,0.003308904
359,45.47944069,-79.99444489,2956,0.007721083
360,45.5400382,-79.18610826,2865,0.007256412
361,45.77343779,-79.40176937,464,0.016298056
362,44.91932191,-79.37916596,4877,0.007526414
363,45.00047353,-78.69602878,6863,0.007812831
364,45.03626278,-79.31442775,6217,0.047768736
365,45.15917281,-79.03278364,5543,0.030350939
366,44.37855883,-78.40758035,1411,0.0106383
367,44.5418197,-77.77436254,403,0.048544815
368,45.35678582,-79.0644837,5379,0.018463895
369,44.79534864,-78.05688448,1243,0.00688314
370,44.71487059,-79.16449382,1806,0.06352004
371,45.15399991,-79.74505778,5719,0.006358051
372,45.03644633,-79.30663967,6217,0.043261073
373,45.05053527,-79.30261585,6217,0.054089085
374,45.05108237,-79.30288178,6217,0.054695068
375,44.98018058,-78.01953837,4311,0.022140477
376,45.45704114,-79.02457693,379,0.015900175
377,44.47844216,-78.51629662,5443,0.02675456
378,44.87125995,-79.23307018,3250,0.014557858
379,45.02921818,-79.1434777,6219,0.019242309
380,44.45544418,-78.25434522,3380,0.012478614
381,44.40162032,-78.39245733,1417,0.007021775
382,44.95564147,-78.64637895,1169,0.012148212
383,45.10270058,-79.29690956,871,0.043046461
384,45.00347306,-78.30618652,2264,0.036335501
385,45.37721928,-79.21150573,2382,0.017342218
386,45.04200919,-79.31496097,6217,0.052584025
387,45.19974194,-79.12997188,3698,0.04059091
388,44.99966186,-77.821522,3635,0.019350028
389,44.85913777,-79.45367721,4819,0.008150401
390,44.86228626,-79.45748482,4819,0.008197721
391,45.26032008,-79.95097736,5830,0.016753435
392,44.59946503,-78.93079538,4749,0.039926745
393,44.44649147,-78.50705599,5443,0.053458406
394,45.11442165,-79.27404988,871,0.020301809
395,45.11695952,-79.57586997,3012,0.018529087
396,44.92044499,-79.40139214,4866,0.014801615
397,44.81033123,-78.64666079,1819,0.067498034
398,44.88470946,-78.61098082,2053,0.054527084
399,45.38642818,-80.18367106,2681,0.012697367
400,45.32178452,-79.21693467,3477,0.012319878
401,45.34217319,-79.19025333,2303,0.008983313
402,45.12931907,-78.83452327,3596,0.03428673
403,44.32480708,-78.31261222,1411,0.099884848
404,44.97213002,-78.54328244,3565,0.030622649
405,44.32541156,-78.30095444,1411,0.109612015
406,44.68782767,-77.59643562,6199,0.05516976
407,44.85384542,-77.60762094,7061,0.031583012
408,45.32094068,-79.21388561,3477,0.009913624
409,44.79917755,-78.0087649,3731,0.026951573
410,44.59215263,-78.14412068,3215,0.004706552
411,44.34444046,-78.31498149,1411,0.088694148
412,44.47568836,-78.24804165,3380,0.009061385
413,45.682836,-79.97446369,7133,0.05014038
414,44.64308351,-78.83801579,151,0.010129206
415,44.71318219,-79.40988026,1630,0.046029628
416,44.72592981,-79.42317461,1630,0.064101983
417,45.35440592,-79.12621884,2301,0.005694812
418,45.80736884,-79.27996493,464,0.114460833
419,45.16748046,-79.24295829,2720,0.027575177
420,45.04974913,-79.32707371,6217,0.066243466
421,45.04671695,-79.33205344,4889,0.061379295
422,45.05577472,-79.33830447,4889,0.060238336
423,44.91614508,-78.7223192,6144,0.039518218
424,45.0421303,-78.23440566,5577,0.018848586
425,44.96609819,-78.72087011,4834,0.010137924
426,45.04786401,-78.50452328,486,0.034647403
427,45.3520281,-80.03298705,4577,0.036419506
428,45.1429819,-79.12127211,6503,0.030252727
429,45.03357123,-79.30758181,6217,0.041412755
430,45.32364788,-79.21554729,3477,0.013086559
431,45.31748718,-79.22861485,7019,0.007567526
432,44.41079784,-78.43537882,1040,0.043497764
433,44.3599392,-78.4262005,1404,0.011175195
434,44.32519276,-78.28740193,1411,0.121751721
435,45.18799966,-78.58551079,654,0.017570631
436,44.35807251,-78.43077149,1404,0.013209546
437,44.77114335,-77.75042839,3718,0.005494118
438,45.04995361,-77.84545629,302,0.028290801
439,44.98287517,-79.24459693,6217,0.042352904
440,45.29777815,-79.04508511,3700,0.016955708
441,44.41751592,-78.13161024,1496,0.102110353
442,44.6365259,-77.95649815,3344,0.009467481
443,44.54205066,-77.92961433,3730,0.010985454
444,44.37185004,-78.39195564,1411,0.008180536
445,44.33842254,-78.39613823,1404,0.026650184
446,44.37127395,-78.39306816,1411,0.008053595
447,44.45546675,-78.38807706,1406,0.035907619
448,45.30595998,-79.87735959,922,0.008147472
449,45.36699412,-79.7921549,4470,0.004059146
450,44.75186844,-79.31829139,6245,0.061096716
451,44.77728485,-79.39550685,6198,0.039099321
452,44.53996823,-78.53781571,5458,0.017451243
453,44.72363497,-78.92599568,5802,0.010391587
454,44.53747049,-78.7326144,6461,0.011470865
455,44.52555385,-78.76566999,1140,0.014931099
456,44.52674985,-78.7656309,1140,0.013788022
457,44.52628121,-78.7647938,1140,0.014485636
458,44.91489817,-79.38006738,4877,0.009495703
459,45.03847709,-79.30177443,6217,0.042668028
460,45.03482914,-79.31650962,6217,0.048101302
461,45.33253117,-79.22132068,7019,0.012307323
462,44.4590126,-78.47408538,1040,0.044934017
463,44.382285,-78.33403692,1406,0.05511643
464,45.03452842,-79.31297225,6217,0.045504696
465,45.19001265,-79.55780897,7438,0.016647843
466,44.91518419,-79.38042231,4877,0.009049658
467,44.88727,-78.37110686,6526,0.002825563
468,44.8714592,-79.80868229,2704,0.003454241
469,44.87076137,-79.808042,2704,0.003843129
470,44.4025988,-78.39551844,1417,0.009512666
471,44.78262538,-79.2984735,3272,0.050730921
472,45.77662255,-79.3804246,464,0.01190075
473,45.19856639,-79.27181276,4480,0.038292233
474,45.04198967,-79.3047863,6217,0.047152543
475,45.64855683,-79.5361025,1219,0.023611446
476,44.91179144,-79.36858698,2885,0.010708587
477,45.43237132,-80.23752033,2687,0.032335031
478,45.43150927,-80.24259247,2687,0.033743149
479,45.33276111,-79.21827893,7019,0.014907606
480,44.94091409,-79.75375497,2714,0.023196501
481,44.65684642,-77.94141359,3356,0.006190344
482,44.34539256,-78.31297984,1411,0.090195057
483,44.76703739,-79.30322641,3272,0.066374403
484,44.53363379,-78.73045504,6461,0.00710668
485,44.92172586,-79.37928111,4877,0.006848012
486,45.05414904,-79.33705555,4889,0.06040474
487,44.78959247,-78.6736782,1819,0.037439183
488,45.06681568,-78.44928329,6227,0.007907505
489,45.14286163,-78.47288482,4809,0.010985458
490,45.19290398,-78.5285654,5710,0.015328814
491,45.19286903,-78.52919519,5710,0.014698333
492,44.52163546,-78.35972258,1026,0.032746456
493,45.09770168,-79.29778383,871,0.047306365
494,45.24873155,-79.29390135,5358,0.022940408
495,44.86061503,-79.30225721,3274,0.009661292
496,44.57165269,-78.01820872,6984,0.019599433
497,45.36820113,-79.34986862,2474,0.001540074
498,45.2417179,-79.29034267,4480,0.025081987
499,45.0905574,-79.33445056,871,0.080152579
500,45.32213999,-79.21951846,7019,0.011605783
501,45.27543178,-78.76066856,3476,0.017322511
502,45.2801586,-78.96741729,4029,0.030583903
503,45.27996223,-78.96799056,4029,0.030299675
504,45.28000375,-78.96367146,4029,0.03127568
505,44.59146948,-78.14171005,3215,0.006790641
506,45.50080291,-79.44436713,1975,0.049978014
507,44.70037401,-79.38980416,1630,0.022242755
508,44.76495424,-78.81534166,4784,0.032466329
509,44.36649716,-78.50516145,5442,0.018588549
510,44.81551821,-79.66363886,4353,0.013687128
511,44.81570009,-79.66316847,4353,0.013203896
512,45.21281461,-79.58497216,5772,0.016070229
513,45.21427964,-79.58212041,5772,0.018150734
514,45.16686085,-79.50906014,6700,0.0168387
515,45.06630783,-79.32415688,4889,0.07785986
516,45.21473259,-79.58356715,5772,0.018217727
517,45.213386,-79.58233427,5772,0.017233968
518,44.9518806,-79.43888813,5529,0.008769382
519,45.01436943,-79.35527092,4889,0.03398219
520,45.03584479,-79.32211126,6217,0.052806977
521,45.67254534,-79.21182524,5424,0.007615655
522,45.67189973,-79.21160693,5424,0.00727914
523,45.05080413,-79.30365743,6217,0.054718632
524,44.38172938,-78.42310098,1411,0.026376083
525,44.80507682,-79.73875077,236,0.027377906
526,44.797515,-79.36963735,6198,0.025387715
527,44.4490382,-78.06963922,7248,0.071402037
528,44.54171933,-78.08812135,6307,0.012323357
529,44.56435535,-78.27685164,4261,0.009426342
530,44.89663076,-78.61904302,2053,0.040423846
531,44.57498635,-78.37439059,474,0.011804139
532,45.1686736,-79.89944368,3301,0.014073204
533,44.72802569,-78.81398492,5950,0.029386263
534,44.78208328,-79.70883574,3871,0.037150871
535,45.66867744,-79.84871699,7302,0.025904397
536,45.04726346,-79.33012741,4889,0.063363971
537,45.03415835,-79.43228504,3773,0.041847926
538,45.66731581,-79.22901499,5424,0.012365371
539,45.31892412,-79.21126636,3477,0.007023116
540,45.31908729,-79.21168473,3477,0.007312306
541,45.32340314,-79.2214289,7019,0.009496488
542,45.08001016,-78.46558648,6227,0.023992984
543,45.28107606,-78.78037871,3406,0.022100474
544,44.78617335,-79.35290731,6198,0.045386875
545,45.44041672,-79.02034657,5667,0.017365139
546,45.25657937,-78.9143496,3702,0.016039204
547,44.59668764,-78.15540039,3215,0.008752728
548,44.57916392,-78.46663239,5457,0.016969242
549,44.4015412,-78.40936066,1417,0.020877889
550,44.42897779,-78.27319753,3380,0.044848207
551,44.45628066,-78.26618866,3380,0.020177989
552,45.53689821,-79.30589512,1527,0.05466232
553,44.53410866,-78.53515889,5458,0.019041763
554,45.02582447,-79.61232224,4849,0.01559238
555,44.91578916,-79.38251319,4877,0.00737084
556,44.9893575,-78.70693017,3106,0.012697469
557,45.35908223,-80.24741203,2688,0.041901036
558,44.48939697,-78.4893629,5443,0.014431464
559,44.48899447,-78.48525442,5443,0.017847104
560,44.4903277,-78.48628402,5443,0.016238847
561,45.34599196,-80.04392628,4577,0.045709607
562,45.50478943,-79.26573303,1527,0.004684987
563,44.74212187,-79.31306967,6245,0.052324751
564,44.46744038,-78.52159672,5443,0.038765366
565,44.44094397,-78.77385069,6465,0.036310846
566,45.7005903,-79.33971361,5434,0.037035409
567,45.12177894,-79.22921219,6289,0.021780178
568,44.88437619,-78.73479397,1855,0.017924276
569,45.35153393,-80.03778663,4577,0.040838131
570,45.55601578,-79.36143903,4654,0.0387131
571,45.59329922,-79.41014831,4654,0.035343094
572,45.04909799,-78.52029224,486,0.026192534
573,45.2502555,-78.60102724,3860,0.004331163
574,45.29101113,-78.96792188,4029,0.041265869
575,44.56328007,-78.52111917,5499,0.008654398
576,44.56312793,-78.28710417,4261,0.018624139
577,44.56440502,-78.28572092,4261,0.016836336
578,45.41690957,-79.52977537,341,0.057892535
579,44.53538192,-78.53454371,5458,0.017685869
580,44.43217507,-78.48371331,5442,0.052584909
581,44.43198988,-78.4830293,5442,0.052725542
582,45.11203552,-78.81170888,3596,0.005801177
