Lake.Name,STN,Site.ID,Latitude,Longitude,Year,Secchi.depth_avg,d,m,s,d_long,m_long,s_long,,#VALUE!,,Latitude,,#VALUE!,,#VALUE!,,#VALUE!,,Longitude
KAWAGAMA LAKE,2252,4,451837,784751,2002,5,45,18,37,78,47,51,,45.31027778,,45.31027778,,78.7975,,78.7975,,-78.7975,,-78.7975
KAWAGAMA LAKE,2252,4,451837,784751,2003,5.7,45,18,37,78,47,51,,45.31027778,,45.31027778,,78.7975,,78.7975,,-78.7975,,-78.7975
KAWAGAMA LAKE,2252,4,451837,784751,2004,5.2,45,18,37,78,47,51,,45.31027778,,45.31027778,,78.7975,,78.7975,,-78.7975,,-78.7975
KAWAGAMA LAKE,2252,4,451837,784751,2005,5.6,45,18,37,78,47,51,,45.31027778,,45.31027778,,78.7975,,78.7975,,-78.7975,,-78.7975
KAWAGAMA LAKE,2252,4,451837,784751,2006,5.6,45,18,37,78,47,51,,45.31027778,,45.31027778,,78.7975,,78.7975,,-78.7975,,-78.7975
KAWAGAMA LAKE,2252,4,451837,784751,2007,6,45,18,37,78,47,51,,45.31027778,,45.31027778,,78.7975,,78.7975,,-78.7975,,-78.7975
KAWAGAMA LAKE,2252,4,451837,784751,2008,5,45,18,37,78,47,51,,45.31027778,,45.31027778,,78.7975,,78.7975,,-78.7975,,-78.7975
KAWAGAMA LAKE,2252,4,451837,784751,2009,5.8,45,18,37,78,47,51,,45.31027778,,45.31027778,,78.7975,,78.7975,,-78.7975,,-78.7975
KAWAGAMA LAKE,2252,4,451837,784751,2010,5.8,45,18,37,78,47,51,,45.31027778,,45.31027778,,78.7975,,78.7975,,-78.7975,,-78.7975
KAWAGAMA LAKE,2252,4,451837,784751,2011,5.4,45,18,37,78,47,51,,45.31027778,,45.31027778,,78.7975,,78.7975,,-78.7975,,-78.7975
KAWAGAMA LAKE,2252,4,451837,784751,2012,6.5,45,18,37,78,47,51,,45.31027778,,45.31027778,,78.7975,,78.7975,,-78.7975,,-78.7975
KAWAGAMA LAKE,2252,4,451837,784751,2013,5,45,18,37,78,47,51,,45.31027778,,45.31027778,,78.7975,,78.7975,,-78.7975,,-78.7975
KAWAGAMA LAKE,2252,4,451837,784751,2014,4.9,45,18,37,78,47,51,,45.31027778,,45.31027778,,78.7975,,78.7975,,-78.7975,,-78.7975
KAWAGAMA LAKE,2252,4,451837,784751,2015,4.8,45,18,37,78,47,51,,45.31027778,,45.31027778,,78.7975,,78.7975,,-78.7975,,-78.7975
KAWAGAMA LAKE,2252,5,451819,784102,1998,7.9,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,1999,4,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,2002,5.9,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,2003,7.5,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,2004,6.4,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,2005,6.6,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,2006,7,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,2007,6.2,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,2008,5.4,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,2009,5.7,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,2010,6.4,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,2011,5.5,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,2012,7.2,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,2013,5.9,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,2014,5.4,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,5,451819,784102,2015,5.6,45,18,19,78,41,2,,45.30527778,,45.30527778,,78.68388889,,78.68388889,,-78.68388889,,-78.68388889
KAWAGAMA LAKE,2252,6,451726,784508,2015,3.4,45,17,26,78,45,8,,45.29055556,,45.29055556,,78.75222222,,78.75222222,,-78.75222222,,-78.75222222
KAWAGAMA LAKE,2252,9,451844,791233,2015,4.6,45,18,44,79,12,33,,45.31222222,,45.31222222,,79.20916667,,79.20916667,,-79.20916667,,-79.20916667
KAWAGAMA LAKE,2252,10,451845,784748,2015,4,45,18,45,78,47,48,,45.3125,,45.3125,,78.79666667,,78.79666667,,-78.79666667,,-78.79666667
KAWAWAYMOG LAKE,2254,1,455500,791000,2001,2.8,45,55,0,79,10,0,,45.91666667,,45.91666667,,79.16666667,,79.16666667,,-79.16666667,,-79.16666667
KAWAWAYMOG LAKE,2254,2,455436,791001,2014,2.8,45,54,36,79,10,1,,45.91,,45.91,,79.16694444,,79.16694444,,-79.16694444,,-79.16694444
KAWIGAMOG LAKE,2260,1,455353,801904,2008,1.6,45,53,53,80,19,4,,45.89805556,,45.89805556,,80.31777778,,80.31777778,,-80.31777778,,-80.31777778
KEARNEY LAKE,2264,1,453433,782605,2002,2.3,45,34,33,78,26,5,,45.57583333,,45.57583333,,78.43472222,,78.43472222,,-78.43472222,,-78.43472222
KEBSQUASHESHING R,7077,1,475108,832113,2000,3.5,47,51,8,83,21,13,,47.85222222,,47.85222222,,83.35361111,,83.35361111,,-83.35361111,,-83.35361111
KEBSQUASHESHING R,7077,1,475108,832113,2001,3,47,51,8,83,21,13,,47.85222222,,47.85222222,,83.35361111,,83.35361111,,-83.35361111,,-83.35361111
KEBSQUASHESHING R,7077,1,475108,832113,2002,2.6,47,51,8,83,21,13,,47.85222222,,47.85222222,,83.35361111,,83.35361111,,-83.35361111,,-83.35361111
KEBSQUASHESHING R,7077,1,475108,832113,2003,2.5,47,51,8,83,21,13,,47.85222222,,47.85222222,,83.35361111,,83.35361111,,-83.35361111,,-83.35361111
KEBSQUASHESHING R,7077,1,475108,832113,2005,3.5,47,51,8,83,21,13,,47.85222222,,47.85222222,,83.35361111,,83.35361111,,-83.35361111,,-83.35361111
KEEWAYDIN LAKE,7078,1,455911,790823,2001,3.5,45,59,11,79,8,23,,45.98638889,,45.98638889,,79.13972222,,79.13972222,,-79.13972222,,-79.13972222
KEITH LAKE,2277,1,481130,821802,2015,1.2,48,11,30,82,18,2,,48.19166667,,48.19166667,,82.30055556,,82.30055556,,-82.30055556,,-82.30055556
KELLY LAKE,2281,1,451503,783708,2004,7.5,45,15,3,78,37,8,,45.25083333,,45.25083333,,78.61888889,,78.61888889,,-78.61888889,,-78.61888889
KELLY LAKE,2281,1,451503,783708,2015,5,45,15,3,78,37,8,,45.25083333,,45.25083333,,78.61888889,,78.61888889,,-78.61888889,,-78.61888889
KENNAWAY LAKE,6976,2,450814,781029,1992,4.5,45,8,14,78,10,29,,45.13722222,,45.13722222,,78.17472222,,78.17472222,,-78.17472222,,-78.17472222
KENNAWAY LAKE,6976,2,450814,781029,1993,4,45,8,14,78,10,29,,45.13722222,,45.13722222,,78.17472222,,78.17472222,,-78.17472222,,-78.17472222
KENNAWAY LAKE,6976,2,450814,781029,1994,4,45,8,14,78,10,29,,45.13722222,,45.13722222,,78.17472222,,78.17472222,,-78.17472222,,-78.17472222
KENNAWAY LAKE,6976,2,450814,781029,1995,4.6,45,8,14,78,10,29,,45.13722222,,45.13722222,,78.17472222,,78.17472222,,-78.17472222,,-78.17472222
KENNAWAY LAKE,6976,2,450814,781029,1996,4.3,45,8,14,78,10,29,,45.13722222,,45.13722222,,78.17472222,,78.17472222,,-78.17472222,,-78.17472222
KENNAWAY LAKE,6976,2,450814,781029,1997,4.2,45,8,14,78,10,29,,45.13722222,,45.13722222,,78.17472222,,78.17472222,,-78.17472222,,-78.17472222
KENNAWAY LAKE,6976,2,450814,781029,1999,4.4,45,8,14,78,10,29,,45.13722222,,45.13722222,,78.17472222,,78.17472222,,-78.17472222,,-78.17472222
KENNAWAY LAKE,6976,2,450814,781029,2000,3.4,45,8,14,78,10,29,,45.13722222,,45.13722222,,78.17472222,,78.17472222,,-78.17472222,,-78.17472222
KENNAWAY LAKE,6976,2,450814,781029,2001,3.5,45,8,14,78,10,29,,45.13722222,,45.13722222,,78.17472222,,78.17472222,,-78.17472222,,-78.17472222
KENNAWAY LAKE,6976,2,450814,781029,2002,4.7,45,8,14,78,10,29,,45.13722222,,45.13722222,,78.17472222,,78.17472222,,-78.17472222,,-78.17472222
KENNAWAY LAKE,6976,2,450814,781029,2003,3.4,45,8,14,78,10,29,,45.13722222,,45.13722222,,78.17472222,,78.17472222,,-78.17472222,,-78.17472222
KENNAWAY LAKE,6976,2,450814,781029,2016,3.3,45,8,14,78,10,29,,45.13722222,,45.13722222,,78.17472222,,78.17472222,,-78.17472222,,-78.17472222
KENNEBEC LAKE,6977,1,444527,765424,1997,3.1,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,1998,4,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,1999,4.2,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2000,2.2,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2001,2.7,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2002,1.1,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2003,3.5,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2004,2,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2005,2.3,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2006,1.9,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2008,2.6,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2009,2.9,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2010,2.7,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2011,2.8,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2012,2.8,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2013,2,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2014,2.5,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2015,2.7,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,1,444527,765424,2016,3.3,44,45,27,76,54,24,,44.7575,,44.7575,,76.90666667,,76.90666667,,-76.90666667,,-76.90666667
KENNEBEC LAKE,6977,3,444351,765902,1997,3.9,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNEBEC LAKE,6977,3,444351,765902,1998,3.5,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNEBEC LAKE,6977,3,444351,765902,1999,2.8,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNEBEC LAKE,6977,3,444351,765902,2000,2.5,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNEBEC LAKE,6977,3,444351,765902,2001,3,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNEBEC LAKE,6977,3,444351,765902,2003,2.8,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNEBEC LAKE,6977,3,444351,765902,2004,2.4,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNEBEC LAKE,6977,3,444351,765902,2005,3.5,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNEBEC LAKE,6977,3,444351,765902,2009,3,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNEBEC LAKE,6977,3,444351,765902,2010,3,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNEBEC LAKE,6977,3,444351,765902,2011,2.6,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNEBEC LAKE,6977,3,444351,765902,2013,2.5,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNEBEC LAKE,6977,3,444351,765902,2014,2.7,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNEBEC LAKE,6977,3,444351,765902,2015,2.4,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNEBEC LAKE,6977,3,444351,765902,2016,2.9,44,43,51,76,59,2,,44.73083333,,44.73083333,,76.98388889,,76.98388889,,-76.98388889,,-76.98388889
KENNISIS LAKE,2293,1,451251,783841,1992,8,45,12,51,78,38,41,,45.21416667,,45.21416667,,78.64472222,,78.64472222,,-78.64472222,,-78.64472222
KENNISIS LAKE,2293,1,451251,783841,1993,8.9,45,12,51,78,38,41,,45.21416667,,45.21416667,,78.64472222,,78.64472222,,-78.64472222,,-78.64472222
KENNISIS LAKE,2293,1,451251,783841,1995,8.7,45,12,51,78,38,41,,45.21416667,,45.21416667,,78.64472222,,78.64472222,,-78.64472222,,-78.64472222
KENNISIS LAKE,2293,1,451251,783841,1996,8.4,45,12,51,78,38,41,,45.21416667,,45.21416667,,78.64472222,,78.64472222,,-78.64472222,,-78.64472222
KENNISIS LAKE,2293,2,451343,783612,2005,7.8,45,13,43,78,36,12,,45.22861111,,45.22861111,,78.60333333,,78.60333333,,-78.60333333,,-78.60333333
KENNISIS LAKE,2293,2,451343,783612,2007,7.4,45,13,43,78,36,12,,45.22861111,,45.22861111,,78.60333333,,78.60333333,,-78.60333333,,-78.60333333
KENNISIS LAKE,2293,2,451343,783612,2008,6.8,45,13,43,78,36,12,,45.22861111,,45.22861111,,78.60333333,,78.60333333,,-78.60333333,,-78.60333333
KENNISIS LAKE,2293,2,451343,783612,2009,6.5,45,13,43,78,36,12,,45.22861111,,45.22861111,,78.60333333,,78.60333333,,-78.60333333,,-78.60333333
KENNISIS LAKE,2293,2,451343,783612,2010,6.9,45,13,43,78,36,12,,45.22861111,,45.22861111,,78.60333333,,78.60333333,,-78.60333333,,-78.60333333
KENNISIS LAKE,2293,2,451343,783612,2011,6.9,45,13,43,78,36,12,,45.22861111,,45.22861111,,78.60333333,,78.60333333,,-78.60333333,,-78.60333333
KENNISIS LAKE,2293,2,451343,783612,2012,7.4,45,13,43,78,36,12,,45.22861111,,45.22861111,,78.60333333,,78.60333333,,-78.60333333,,-78.60333333
KENNISIS LAKE,2293,2,451343,783612,2013,6.4,45,13,43,78,36,12,,45.22861111,,45.22861111,,78.60333333,,78.60333333,,-78.60333333,,-78.60333333
KENNISIS LAKE,2293,2,451343,783612,2014,6.6,45,13,43,78,36,12,,45.22861111,,45.22861111,,78.60333333,,78.60333333,,-78.60333333,,-78.60333333
KENNISIS LAKE,2293,3,451209,783937,1992,8,45,12,9,78,39,37,,45.2025,,45.2025,,78.66027778,,78.66027778,,-78.66027778,,-78.66027778
KENNISIS LAKE,2293,3,451209,783937,1993,9.4,45,12,9,78,39,37,,45.2025,,45.2025,,78.66027778,,78.66027778,,-78.66027778,,-78.66027778
KENNISIS LAKE,2293,3,451209,783937,1995,8.8,45,12,9,78,39,37,,45.2025,,45.2025,,78.66027778,,78.66027778,,-78.66027778,,-78.66027778
KENNISIS LAKE,2293,3,451209,783937,1996,8.9,45,12,9,78,39,37,,45.2025,,45.2025,,78.66027778,,78.66027778,,-78.66027778,,-78.66027778
KENNISIS LAKE,2293,3,451209,783937,1997,8.3,45,12,9,78,39,37,,45.2025,,45.2025,,78.66027778,,78.66027778,,-78.66027778,,-78.66027778
KENNISIS LAKE,2293,3,451209,783937,1998,9.7,45,12,9,78,39,37,,45.2025,,45.2025,,78.66027778,,78.66027778,,-78.66027778,,-78.66027778
KENNISIS LAKE,2293,3,451209,783937,2005,7.4,45,12,9,78,39,37,,45.2025,,45.2025,,78.66027778,,78.66027778,,-78.66027778,,-78.66027778
KENNISIS LAKE,2293,3,451209,783937,2006,6.8,45,12,9,78,39,37,,45.2025,,45.2025,,78.66027778,,78.66027778,,-78.66027778,,-78.66027778
KENNISIS LAKE,2293,3,451209,783937,2007,6.1,45,12,9,78,39,37,,45.2025,,45.2025,,78.66027778,,78.66027778,,-78.66027778,,-78.66027778
KENNISIS LAKE,2293,3,451209,783937,2008,6,45,12,9,78,39,37,,45.2025,,45.2025,,78.66027778,,78.66027778,,-78.66027778,,-78.66027778
KENNISIS LAKE,2293,3,451209,783937,2010,6.3,45,12,9,78,39,37,,45.2025,,45.2025,,78.66027778,,78.66027778,,-78.66027778,,-78.66027778
KENNISIS LAKE,2293,3,451209,783937,2013,5.8,45,12,9,78,39,37,,45.2025,,45.2025,,78.66027778,,78.66027778,,-78.66027778,,-78.66027778
KENNISIS LAKE,2293,3,451209,783937,2014,5.7,45,12,9,78,39,37,,45.2025,,45.2025,,78.66027778,,78.66027778,,-78.66027778,,-78.66027778
KENNISIS LAKE,2293,3,451209,783937,2016,5.8,45,12,9,78,39,37,,45.2025,,45.2025,,78.66027778,,78.66027778,,-78.66027778,,-78.66027778
KENNISIS LAKE,2293,5,451308,783808,2015,6.7,45,13,8,78,38,8,,45.21888889,,45.21888889,,78.63555556,,78.63555556,,-78.63555556,,-78.63555556
KENNISIS LAKE,2293,6,451207,783953,2015,7,45,12,7,78,39,53,,45.20194444,,45.20194444,,78.66472222,,78.66472222,,-78.66472222,,-78.66472222
KENNISIS LAKE,2293,7,451127,783838,2015,7,45,11,27,78,38,38,,45.19083333,,45.19083333,,78.64388889,,78.64388889,,-78.64388889,,-78.64388889
KENNISIS LAKE,2293,8,451360,783730,2015,6.8,45,13,60,78,37,30,,45.23333333,,45.23333333,,78.625,,78.625,,-78.625,,-78.625
KENOGAMI LAKE,2295,1,480713,801449,2003,1.2,48,7,13,80,14,49,,48.12027778,,48.12027778,,80.24694444,,80.24694444,,-80.24694444,,-80.24694444
KENOGAMI LAKE,2295,1,480713,801449,2005,1.7,48,7,13,80,14,49,,48.12027778,,48.12027778,,80.24694444,,80.24694444,,-80.24694444,,-80.24694444
KENOGAMI LAKE,2295,2,480616,801450,2003,1.5,48,6,16,80,14,50,,48.10444444,,48.10444444,,80.24722222,,80.24722222,,-80.24722222,,-80.24722222
KENOGAMI LAKE,2295,3,480610,801332,2003,1.8,48,6,10,80,13,32,,48.10277778,,48.10277778,,80.22555556,,80.22555556,,-80.22555556,,-80.22555556
KENOGAMI LAKE,2295,4,480542,801228,2003,1.8,48,5,42,80,12,28,,48.095,,48.095,,80.20777778,,80.20777778,,-80.20777778,,-80.20777778
KENOGAMI LAKE,2295,4,480542,801228,2005,1.7,48,5,42,80,12,28,,48.095,,48.095,,80.20777778,,80.20777778,,-80.20777778,,-80.20777778
KENOGAMISSI LAKE,2297,1,481533,813256,2001,2.6,48,15,33,81,32,56,,48.25916667,,48.25916667,,81.54888889,,81.54888889,,-81.54888889,,-81.54888889
KENOGAMISSI LAKE,2297,1,481533,813256,2003,2.2,48,15,33,81,32,56,,48.25916667,,48.25916667,,81.54888889,,81.54888889,,-81.54888889,,-81.54888889
KENOGAMISSI LAKE,2297,1,481533,813256,2004,1.9,48,15,33,81,32,56,,48.25916667,,48.25916667,,81.54888889,,81.54888889,,-81.54888889,,-81.54888889
KERNICK LAKE (PIKE),2302,3,453727,792056,2012,7.6,45,37,27,79,20,56,,45.62416667,,45.62416667,,79.34888889,,79.34888889,,-79.34888889,,-79.34888889
KERNICK LAKE (PIKE),2302,3,453727,792056,2013,6.3,45,37,27,79,20,56,,45.62416667,,45.62416667,,79.34888889,,79.34888889,,-79.34888889,,-79.34888889
KERNICK LAKE (PIKE),2302,3,453727,792056,2014,6,45,37,27,79,20,56,,45.62416667,,45.62416667,,79.34888889,,79.34888889,,-79.34888889,,-79.34888889
KERNICK LAKE (PIKE),2302,3,453727,792056,2015,6.3,45,37,27,79,20,56,,45.62416667,,45.62416667,,79.34888889,,79.34888889,,-79.34888889,,-79.34888889
KERNICK LAKE (PIKE),2302,3,453727,792056,2016,6.4,45,37,27,79,20,56,,45.62416667,,45.62416667,,79.34888889,,79.34888889,,-79.34888889,,-79.34888889
KEYNOTE LAKE,7616,1,501526,931517,2015,2.5,50,15,26,93,15,17,,50.25722222,,50.25722222,,93.25472222,,93.25472222,,-93.25472222,,-93.25472222
KEYS LAKE,2317,1,500227,955933,2012,6.5,50,2,27,95,59,33,,50.04083333,,50.04083333,,95.9925,,95.9925,,-95.9925,,-95.9925
KIGHT LAKE,2318,1,451848,795341,2012,2.2,45,18,48,79,53,41,,45.31333333,,45.31333333,,79.89472222,,79.89472222,,-79.89472222,,-79.89472222
KILLARNEY LAKE,2321,1,460411,812120,2004,13,46,4,11,81,21,20,,46.06972222,,46.06972222,,81.35555556,,81.35555556,,-81.35555556,,-81.35555556
KILLENBECK LAKE,6978,1,442951,760348,1996,2.2,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,1997,3,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,1998,2.4,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,1999,2.9,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2000,1.9,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2001,2.5,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2002,1.9,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2003,2.2,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2004,2.6,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2005,2.9,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2006,2.3,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2007,2.9,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2008,2,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2009,7.7,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2010,2.7,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2011,2.2,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2012,3,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2013,2.4,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2014,2.4,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2015,2.8,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KILLENBECK LAKE,6978,1,442951,760348,2016,3.2,44,29,51,76,3,48,,44.4975,,44.4975,,76.06333333,,76.06333333,,-76.06333333,,-76.06333333
KIMBALL LAKE,2324,3,452027,784040,2015,4,45,20,27,78,40,40,,45.34083333,,45.34083333,,78.67777778,,78.67777778,,-78.67777778,,-78.67777778
KIMBALL LAKE,2324,4,452013,784016,2015,3.3,45,20,13,78,40,16,,45.33694444,,45.33694444,,78.67111111,,78.67111111,,-78.67111111,,-78.67111111
