Lake.Name,STN,Site.ID,Latitude,Longitude,Year,Secchi.depth_avg,d,m,s,d_long,m_long,s_long,,#VALUE!,,Latitude,,#VALUE!,,#VALUE!,,#VALUE!,,Longitude
GENEVA LAKE,1634,3,464458,813318,2003,3.5,46,44,58,81,33,18,,46.74944444,,46.74944444,,81.555,,81.555,,-81.555,,-81.555
GENEVA LAKE,1634,3,464458,813318,2005,5.2,46,44,58,81,33,18,,46.74944444,,46.74944444,,81.555,,81.555,,-81.555,,-81.555
GENEVA LAKE,1634,3,464458,813318,2006,4.1,46,44,58,81,33,18,,46.74944444,,46.74944444,,81.555,,81.555,,-81.555,,-81.555
GENEVA LAKE,1634,3,464458,813318,2007,4.3,46,44,58,81,33,18,,46.74944444,,46.74944444,,81.555,,81.555,,-81.555,,-81.555
GENEVA LAKE,1634,3,464458,813318,2008,4.4,46,44,58,81,33,18,,46.74944444,,46.74944444,,81.555,,81.555,,-81.555,,-81.555
GENEVA LAKE,1634,3,464458,813318,2009,4.5,46,44,58,81,33,18,,46.74944444,,46.74944444,,81.555,,81.555,,-81.555,,-81.555
GENEVA LAKE,1634,3,464458,813318,2010,5.7,46,44,58,81,33,18,,46.74944444,,46.74944444,,81.555,,81.555,,-81.555,,-81.555
GENEVA LAKE,1634,3,464458,813318,2011,5.2,46,44,58,81,33,18,,46.74944444,,46.74944444,,81.555,,81.555,,-81.555,,-81.555
GENEVA LAKE,1634,3,464458,813318,2012,5.6,46,44,58,81,33,18,,46.74944444,,46.74944444,,81.555,,81.555,,-81.555,,-81.555
GENEVA LAKE,1634,3,464458,813318,2013,4.5,46,44,58,81,33,18,,46.74944444,,46.74944444,,81.555,,81.555,,-81.555,,-81.555
GENEVA LAKE,1634,3,464458,813318,2015,4.2,46,44,58,81,33,18,,46.74944444,,46.74944444,,81.555,,81.555,,-81.555,,-81.555
GENEVA LAKE,1634,3,464458,813318,2016,5.2,46,44,58,81,33,18,,46.74944444,,46.74944444,,81.555,,81.555,,-81.555,,-81.555
GEORGE LAKE,1637,1,460150,812347,2004,13,46,1,50,81,23,47,,46.03055556,,46.03055556,,81.39638889,,81.39638889,,-81.39638889,,-81.39638889
GEORGIAN BAY,7064,1,452526,801856,1995,3.2,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,1997,4.4,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,1998,4.8,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,1999,3.8,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2000,3.8,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2001,4.5,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2002,2.5,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2003,3.2,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2004,3.6,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2005,4.1,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2006,3.9,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2007,5.1,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2008,3.5,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2009,3.8,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2010,4.2,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2011,4.2,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2012,4.2,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2013,4.1,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2014,2.9,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2015,3.6,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,1,452526,801856,2016,3.5,45,25,26,80,18,56,,45.42388889,,45.42388889,,80.31555556,,80.31555556,,-80.31555556,,-80.31555556
GEORGIAN BAY,7064,2,451624,800446,2001,6,45,16,24,80,4,46,,45.27333333,,45.27333333,,80.07944444,,80.07944444,,-80.07944444,,-80.07944444
GEORGIAN BAY,7064,2,451624,800446,2002,6,45,16,24,80,4,46,,45.27333333,,45.27333333,,80.07944444,,80.07944444,,-80.07944444,,-80.07944444
GEORGIAN BAY,7064,2,451624,800446,2003,5.2,45,16,24,80,4,46,,45.27333333,,45.27333333,,80.07944444,,80.07944444,,-80.07944444,,-80.07944444
GEORGIAN BAY,7064,2,451624,800446,2006,8.5,45,16,24,80,4,46,,45.27333333,,45.27333333,,80.07944444,,80.07944444,,-80.07944444,,-80.07944444
GEORGIAN BAY,7064,5,444908,794922,2002,4.9,44,49,8,79,49,22,,44.81888889,,44.81888889,,79.82277778,,79.82277778,,-79.82277778,,-79.82277778
GEORGIAN BAY,7064,7,444821,800426,1995,8.9,44,48,21,80,4,26,,44.80583333,,44.80583333,,80.07388889,,80.07388889,,-80.07388889,,-80.07388889
GEORGIAN BAY,7064,7,444821,800426,1996,9,44,48,21,80,4,26,,44.80583333,,44.80583333,,80.07388889,,80.07388889,,-80.07388889,,-80.07388889
GEORGIAN BAY,7064,10,452357,801212,1997,2.6,45,23,57,80,12,12,,45.39916667,,45.39916667,,80.20333333,,80.20333333,,-80.20333333,,-80.20333333
GEORGIAN BAY,7064,10,452357,801212,1998,3.2,45,23,57,80,12,12,,45.39916667,,45.39916667,,80.20333333,,80.20333333,,-80.20333333,,-80.20333333
GEORGIAN BAY,7064,10,452357,801212,1999,3.2,45,23,57,80,12,12,,45.39916667,,45.39916667,,80.20333333,,80.20333333,,-80.20333333,,-80.20333333
GEORGIAN BAY,7064,10,452357,801212,2000,2.5,45,23,57,80,12,12,,45.39916667,,45.39916667,,80.20333333,,80.20333333,,-80.20333333,,-80.20333333
GEORGIAN BAY,7064,10,452357,801212,2001,1.9,45,23,57,80,12,12,,45.39916667,,45.39916667,,80.20333333,,80.20333333,,-80.20333333,,-80.20333333
GEORGIAN BAY,7064,10,452357,801212,2002,2.5,45,23,57,80,12,12,,45.39916667,,45.39916667,,80.20333333,,80.20333333,,-80.20333333,,-80.20333333
GEORGIAN BAY,7064,10,452357,801212,2003,2.3,45,23,57,80,12,12,,45.39916667,,45.39916667,,80.20333333,,80.20333333,,-80.20333333,,-80.20333333
GEORGIAN BAY,7064,10,452357,801212,2004,2.5,45,23,57,80,12,12,,45.39916667,,45.39916667,,80.20333333,,80.20333333,,-80.20333333,,-80.20333333
GEORGIAN BAY,7064,11,453534,802954,2001,6.3,45,35,34,80,29,54,,45.59277778,,45.59277778,,80.49833333,,80.49833333,,-80.49833333,,-80.49833333
GEORGIAN BAY,7064,11,453534,802954,2013,5.3,45,35,34,80,29,54,,45.59277778,,45.59277778,,80.49833333,,80.49833333,,-80.49833333,,-80.49833333
GEORGIAN BAY,7064,11,453534,802954,2014,3.9,45,35,34,80,29,54,,45.59277778,,45.59277778,,80.49833333,,80.49833333,,-80.49833333,,-80.49833333
GEORGIAN BAY,7064,11,453534,802954,2015,5.3,45,35,34,80,29,54,,45.59277778,,45.59277778,,80.49833333,,80.49833333,,-80.49833333,,-80.49833333
GEORGIAN BAY,7064,11,453534,802954,2016,4.8,45,35,34,80,29,54,,45.59277778,,45.59277778,,80.49833333,,80.49833333,,-80.49833333,,-80.49833333
GEORGIAN BAY,7064,12,452414,801008,2000,5.1,45,24,14,80,10,8,,45.40388889,,45.40388889,,80.16888889,,80.16888889,,-80.16888889,,-80.16888889
GEORGIAN BAY,7064,12,452414,801008,2001,5.3,45,24,14,80,10,8,,45.40388889,,45.40388889,,80.16888889,,80.16888889,,-80.16888889,,-80.16888889
GEORGIAN BAY,7064,12,452414,801008,2002,4.8,45,24,14,80,10,8,,45.40388889,,45.40388889,,80.16888889,,80.16888889,,-80.16888889,,-80.16888889
GEORGIAN BAY,7064,12,452414,801008,2003,5.1,45,24,14,80,10,8,,45.40388889,,45.40388889,,80.16888889,,80.16888889,,-80.16888889,,-80.16888889
GEORGIAN BAY,7064,12,452414,801008,2004,5.4,45,24,14,80,10,8,,45.40388889,,45.40388889,,80.16888889,,80.16888889,,-80.16888889,,-80.16888889
GEORGIAN BAY,7064,12,452414,801008,2005,5,45,24,14,80,10,8,,45.40388889,,45.40388889,,80.16888889,,80.16888889,,-80.16888889,,-80.16888889
GEORGIAN BAY,7064,12,452414,801008,2006,4.9,45,24,14,80,10,8,,45.40388889,,45.40388889,,80.16888889,,80.16888889,,-80.16888889,,-80.16888889
GEORGIAN BAY,7064,12,452414,801008,2007,5,45,24,14,80,10,8,,45.40388889,,45.40388889,,80.16888889,,80.16888889,,-80.16888889,,-80.16888889
GEORGIAN BAY,7064,12,452414,801008,2008,4.8,45,24,14,80,10,8,,45.40388889,,45.40388889,,80.16888889,,80.16888889,,-80.16888889,,-80.16888889
GEORGIAN BAY,7064,12,452414,801008,2009,4.6,45,24,14,80,10,8,,45.40388889,,45.40388889,,80.16888889,,80.16888889,,-80.16888889,,-80.16888889
GEORGIAN BAY,7064,12,452414,801008,2010,4.6,45,24,14,80,10,8,,45.40388889,,45.40388889,,80.16888889,,80.16888889,,-80.16888889,,-80.16888889
GEORGIAN BAY,7064,13,450314,800127,2001,6.1,45,3,14,80,1,27,,45.05388889,,45.05388889,,80.02416667,,80.02416667,,-80.02416667,,-80.02416667
GEORGIAN BAY,7064,13,450314,800127,2002,6.5,45,3,14,80,1,27,,45.05388889,,45.05388889,,80.02416667,,80.02416667,,-80.02416667,,-80.02416667
GEORGIAN BAY,7064,13,450314,800127,2003,6.9,45,3,14,80,1,27,,45.05388889,,45.05388889,,80.02416667,,80.02416667,,-80.02416667,,-80.02416667
GEORGIAN BAY,7064,13,450314,800127,2004,6.8,45,3,14,80,1,27,,45.05388889,,45.05388889,,80.02416667,,80.02416667,,-80.02416667,,-80.02416667
GEORGIAN BAY,7064,13,450314,800127,2005,9,45,3,14,80,1,27,,45.05388889,,45.05388889,,80.02416667,,80.02416667,,-80.02416667,,-80.02416667
GEORGIAN BAY,7064,14,444805,800408,1995,9,44,48,5,80,4,8,,44.80138889,,44.80138889,,80.06888889,,80.06888889,,-80.06888889,,-80.06888889
GEORGIAN BAY,7064,14,444805,800408,1997,8.5,44,48,5,80,4,8,,44.80138889,,44.80138889,,80.06888889,,80.06888889,,-80.06888889,,-80.06888889
GEORGIAN BAY,7064,14,444805,800408,1998,9,44,48,5,80,4,8,,44.80138889,,44.80138889,,80.06888889,,80.06888889,,-80.06888889,,-80.06888889
GEORGIAN BAY,7064,14,444805,800408,1999,9.8,44,48,5,80,4,8,,44.80138889,,44.80138889,,80.06888889,,80.06888889,,-80.06888889,,-80.06888889
GEORGIAN BAY,7064,14,444805,800408,2000,9,44,48,5,80,4,8,,44.80138889,,44.80138889,,80.06888889,,80.06888889,,-80.06888889,,-80.06888889
GEORGIAN BAY,7064,14,444805,800408,2001,9.3,44,48,5,80,4,8,,44.80138889,,44.80138889,,80.06888889,,80.06888889,,-80.06888889,,-80.06888889
GEORGIAN BAY,7064,14,444805,800408,2002,9.3,44,48,5,80,4,8,,44.80138889,,44.80138889,,80.06888889,,80.06888889,,-80.06888889,,-80.06888889
GEORGIAN BAY,7064,17,445220,794715,2002,2.6,44,52,20,79,47,15,,44.87222222,,44.87222222,,79.7875,,79.7875,,-79.7875,,-79.7875
GEORGIAN BAY,7064,17,445220,794715,2004,2,44,52,20,79,47,15,,44.87222222,,44.87222222,,79.7875,,79.7875,,-79.7875,,-79.7875
GEORGIAN BAY,7064,18,445315,794802,2002,2.5,44,53,15,79,48,2,,44.8875,,44.8875,,79.80055556,,79.80055556,,-79.80055556,,-79.80055556
GEORGIAN BAY,7064,18,445315,794802,2004,2.3,44,53,15,79,48,2,,44.8875,,44.8875,,79.80055556,,79.80055556,,-79.80055556,,-79.80055556
GEORGIAN BAY,7064,22,444900,800349,1995,8.9,44,49,0,80,3,49,,44.81666667,,44.81666667,,80.06361111,,80.06361111,,-80.06361111,,-80.06361111
GEORGIAN BAY,7064,22,444900,800349,1996,9,44,49,0,80,3,49,,44.81666667,,44.81666667,,80.06361111,,80.06361111,,-80.06361111,,-80.06361111
GEORGIAN BAY,7064,22,444900,800349,2003,4.7,44,49,0,80,3,49,,44.81666667,,44.81666667,,80.06361111,,80.06361111,,-80.06361111,,-80.06361111
GEORGIAN BAY,7064,24,451909,801238,2004,6.3,45,19,9,80,12,38,,45.31916667,,45.31916667,,80.21055556,,80.21055556,,-80.21055556,,-80.21055556
GEORGIAN BAY,7064,25,452408,801330,2004,2.1,45,24,8,80,13,30,,45.40222222,,45.40222222,,80.225,,80.225,,-80.225,,-80.225
GEORGIAN BAY,7064,25,452408,801330,2005,2.7,45,24,8,80,13,30,,45.40222222,,45.40222222,,80.225,,80.225,,-80.225,,-80.225
GEORGIAN BAY,7064,25,452408,801330,2006,2.4,45,24,8,80,13,30,,45.40222222,,45.40222222,,80.225,,80.225,,-80.225,,-80.225
GEORGIAN BAY,7064,25,452408,801330,2007,2.1,45,24,8,80,13,30,,45.40222222,,45.40222222,,80.225,,80.225,,-80.225,,-80.225
GEORGIAN BAY,7064,25,452408,801330,2008,1.9,45,24,8,80,13,30,,45.40222222,,45.40222222,,80.225,,80.225,,-80.225,,-80.225
GEORGIAN BAY,7064,25,452408,801330,2009,2.2,45,24,8,80,13,30,,45.40222222,,45.40222222,,80.225,,80.225,,-80.225,,-80.225
GEORGIAN BAY,7064,25,452408,801330,2010,2.2,45,24,8,80,13,30,,45.40222222,,45.40222222,,80.225,,80.225,,-80.225,,-80.225
GEORGIAN BAY,7064,25,452408,801330,2011,2.2,45,24,8,80,13,30,,45.40222222,,45.40222222,,80.225,,80.225,,-80.225,,-80.225
GEORGIAN BAY,7064,25,452408,801330,2012,2.4,45,24,8,80,13,30,,45.40222222,,45.40222222,,80.225,,80.225,,-80.225,,-80.225
GEORGIAN BAY,7064,25,452408,801330,2013,2.3,45,24,8,80,13,30,,45.40222222,,45.40222222,,80.225,,80.225,,-80.225,,-80.225
GEORGIAN BAY,7064,25,452408,801330,2014,2.2,45,24,8,80,13,30,,45.40222222,,45.40222222,,80.225,,80.225,,-80.225,,-80.225
GEORGIAN BAY,7064,25,452408,801330,2015,2.5,45,24,8,80,13,30,,45.40222222,,45.40222222,,80.225,,80.225,,-80.225,,-80.225
GEORGIAN BAY,7064,25,452408,801330,2016,2.7,45,24,8,80,13,30,,45.40222222,,45.40222222,,80.225,,80.225,,-80.225,,-80.225
GEORGIAN BAY,7064,26,452350,801341,2004,1.7,45,23,50,80,13,41,,45.39722222,,45.39722222,,80.22805556,,80.22805556,,-80.22805556,,-80.22805556
GEORGIAN BAY,7064,26,452350,801341,2005,3.1,45,23,50,80,13,41,,45.39722222,,45.39722222,,80.22805556,,80.22805556,,-80.22805556,,-80.22805556
GEORGIAN BAY,7064,26,452350,801341,2006,2.4,45,23,50,80,13,41,,45.39722222,,45.39722222,,80.22805556,,80.22805556,,-80.22805556,,-80.22805556
GEORGIAN BAY,7064,26,452350,801341,2007,2.6,45,23,50,80,13,41,,45.39722222,,45.39722222,,80.22805556,,80.22805556,,-80.22805556,,-80.22805556
GEORGIAN BAY,7064,26,452350,801341,2008,1.7,45,23,50,80,13,41,,45.39722222,,45.39722222,,80.22805556,,80.22805556,,-80.22805556,,-80.22805556
GEORGIAN BAY,7064,26,452350,801341,2009,2.3,45,23,50,80,13,41,,45.39722222,,45.39722222,,80.22805556,,80.22805556,,-80.22805556,,-80.22805556
GEORGIAN BAY,7064,26,452350,801341,2010,2.2,45,23,50,80,13,41,,45.39722222,,45.39722222,,80.22805556,,80.22805556,,-80.22805556,,-80.22805556
GEORGIAN BAY,7064,26,452350,801341,2011,2.1,45,23,50,80,13,41,,45.39722222,,45.39722222,,80.22805556,,80.22805556,,-80.22805556,,-80.22805556
GEORGIAN BAY,7064,26,452350,801341,2012,2.7,45,23,50,80,13,41,,45.39722222,,45.39722222,,80.22805556,,80.22805556,,-80.22805556,,-80.22805556
GEORGIAN BAY,7064,26,452350,801341,2013,2.2,45,23,50,80,13,41,,45.39722222,,45.39722222,,80.22805556,,80.22805556,,-80.22805556,,-80.22805556
GEORGIAN BAY,7064,27,452248,801157,2004,3.9,45,22,48,80,11,57,,45.38,,45.38,,80.19916667,,80.19916667,,-80.19916667,,-80.19916667
GEORGIAN BAY,7064,27,452248,801157,2006,4.7,45,22,48,80,11,57,,45.38,,45.38,,80.19916667,,80.19916667,,-80.19916667,,-80.19916667
GEORGIAN BAY,7064,27,452248,801157,2008,4.2,45,22,48,80,11,57,,45.38,,45.38,,80.19916667,,80.19916667,,-80.19916667,,-80.19916667
GEORGIAN BAY,7064,27,452248,801157,2009,4.7,45,22,48,80,11,57,,45.38,,45.38,,80.19916667,,80.19916667,,-80.19916667,,-80.19916667
GEORGIAN BAY,7064,27,452248,801157,2011,5,45,22,48,80,11,57,,45.38,,45.38,,80.19916667,,80.19916667,,-80.19916667,,-80.19916667
GEORGIAN BAY,7064,27,452248,801157,2016,4.5,45,22,48,80,11,57,,45.38,,45.38,,80.19916667,,80.19916667,,-80.19916667,,-80.19916667
GEORGIAN BAY,7064,28,452530,802020,2004,4.9,45,25,30,80,20,20,,45.425,,45.425,,80.33888889,,80.33888889,,-80.33888889,,-80.33888889
GEORGIAN BAY,7064,34,452317,801841,2005,6.1,45,23,17,80,18,41,,45.38805556,,45.38805556,,80.31138889,,80.31138889,,-80.31138889,,-80.31138889
GEORGIAN BAY,7064,37,452412,801131,2005,2.6,45,24,12,80,11,31,,45.40333333,,45.40333333,,80.19194444,,80.19194444,,-80.19194444,,-80.19194444
GEORGIAN BAY,7064,37,452412,801131,2006,2.2,45,24,12,80,11,31,,45.40333333,,45.40333333,,80.19194444,,80.19194444,,-80.19194444,,-80.19194444
GEORGIAN BAY,7064,37,452412,801131,2008,1.9,45,24,12,80,11,31,,45.40333333,,45.40333333,,80.19194444,,80.19194444,,-80.19194444,,-80.19194444
GEORGIAN BAY,7064,37,452412,801131,2009,2.5,45,24,12,80,11,31,,45.40333333,,45.40333333,,80.19194444,,80.19194444,,-80.19194444,,-80.19194444
GEORGIAN BAY,7064,37,452412,801131,2010,2.1,45,24,12,80,11,31,,45.40333333,,45.40333333,,80.19194444,,80.19194444,,-80.19194444,,-80.19194444
GEORGIAN BAY,7064,37,452412,801131,2011,2.1,45,24,12,80,11,31,,45.40333333,,45.40333333,,80.19194444,,80.19194444,,-80.19194444,,-80.19194444
GEORGIAN BAY,7064,37,452412,801131,2012,2.3,45,24,12,80,11,31,,45.40333333,,45.40333333,,80.19194444,,80.19194444,,-80.19194444,,-80.19194444
GEORGIAN BAY,7064,37,452412,801131,2013,2,45,24,12,80,11,31,,45.40333333,,45.40333333,,80.19194444,,80.19194444,,-80.19194444,,-80.19194444
GEORGIAN BAY,7064,37,452412,801131,2014,2.2,45,24,12,80,11,31,,45.40333333,,45.40333333,,80.19194444,,80.19194444,,-80.19194444,,-80.19194444
GEORGIAN BAY,7064,37,452412,801131,2016,2.5,45,24,12,80,11,31,,45.40333333,,45.40333333,,80.19194444,,80.19194444,,-80.19194444,,-80.19194444
GEORGIAN BAY,7064,38,452333,801848,2005,2.9,45,23,33,80,18,48,,45.3925,,45.3925,,80.31333333,,80.31333333,,-80.31333333,,-80.31333333
GEORGIAN BAY,7064,38,452333,801848,2006,2.5,45,23,33,80,18,48,,45.3925,,45.3925,,80.31333333,,80.31333333,,-80.31333333,,-80.31333333
GEORGIAN BAY,7064,38,452333,801848,2007,2.5,45,23,33,80,18,48,,45.3925,,45.3925,,80.31333333,,80.31333333,,-80.31333333,,-80.31333333
GEORGIAN BAY,7064,38,452333,801848,2008,1.6,45,23,33,80,18,48,,45.3925,,45.3925,,80.31333333,,80.31333333,,-80.31333333,,-80.31333333
GEORGIAN BAY,7064,38,452333,801848,2009,2,45,23,33,80,18,48,,45.3925,,45.3925,,80.31333333,,80.31333333,,-80.31333333,,-80.31333333
GEORGIAN BAY,7064,38,452333,801848,2010,2,45,23,33,80,18,48,,45.3925,,45.3925,,80.31333333,,80.31333333,,-80.31333333,,-80.31333333
GEORGIAN BAY,7064,38,452333,801848,2011,2.2,45,23,33,80,18,48,,45.3925,,45.3925,,80.31333333,,80.31333333,,-80.31333333,,-80.31333333
GEORGIAN BAY,7064,38,452333,801848,2012,2.5,45,23,33,80,18,48,,45.3925,,45.3925,,80.31333333,,80.31333333,,-80.31333333,,-80.31333333
GEORGIAN BAY,7064,38,452333,801848,2013,2.4,45,23,33,80,18,48,,45.3925,,45.3925,,80.31333333,,80.31333333,,-80.31333333,,-80.31333333
GEORGIAN BAY,7064,38,452333,801848,2014,1.5,45,23,33,80,18,48,,45.3925,,45.3925,,80.31333333,,80.31333333,,-80.31333333,,-80.31333333
GEORGIAN BAY,7064,40,450502,800006,2004,9,45,5,2,80,0,6,,45.08388889,,45.08388889,,80.00166667,,80.00166667,,-80.00166667,,-80.00166667
GEORGIAN BAY,7064,45,452356,801110,2005,2.8,45,23,56,80,11,10,,45.39888889,,45.39888889,,80.18611111,,80.18611111,,-80.18611111,,-80.18611111
GEORGIAN BAY,7064,45,452356,801110,2006,2.4,45,23,56,80,11,10,,45.39888889,,45.39888889,,80.18611111,,80.18611111,,-80.18611111,,-80.18611111
GEORGIAN BAY,7064,45,452356,801110,2007,3.1,45,23,56,80,11,10,,45.39888889,,45.39888889,,80.18611111,,80.18611111,,-80.18611111,,-80.18611111
GEORGIAN BAY,7064,48,452420,801141,2005,1.5,45,24,20,80,11,41,,45.40555556,,45.40555556,,80.19472222,,80.19472222,,-80.19472222,,-80.19472222
GEORGIAN BAY,7064,49,452354,801138,2005,2.2,45,23,54,80,11,38,,45.39833333,,45.39833333,,80.19388889,,80.19388889,,-80.19388889,,-80.19388889
GEORGIAN BAY,7064,50,452359,801229,2005,2.2,45,23,59,80,12,29,,45.39972222,,45.39972222,,80.20805556,,80.20805556,,-80.20805556,,-80.20805556
GEORGIAN BAY,7064,51,452408,801333,2005,2.1,45,24,8,80,13,33,,45.40222222,,45.40222222,,80.22583333,,80.22583333,,-80.22583333,,-80.22583333
GEORGIAN BAY,7064,52,452348,801344,2005,2.2,45,23,48,80,13,44,,45.39666667,,45.39666667,,80.22888889,,80.22888889,,-80.22888889,,-80.22888889
GEORGIAN BAY,7064,53,452345,801330,2005,2.2,45,23,45,80,13,30,,45.39583333,,45.39583333,,80.225,,80.225,,-80.225,,-80.225
GEORGIAN BAY,7064,54,445140,795039,2006,4.5,44,51,40,79,50,39,,44.86111111,,44.86111111,,79.84416667,,79.84416667,,-79.84416667,,-79.84416667
GEORGIAN BAY,7064,54,445140,795039,2007,4.8,44,51,40,79,50,39,,44.86111111,,44.86111111,,79.84416667,,79.84416667,,-79.84416667,,-79.84416667
GEORGIAN BAY,7064,54,445140,795039,2008,4.6,44,51,40,79,50,39,,44.86111111,,44.86111111,,79.84416667,,79.84416667,,-79.84416667,,-79.84416667
GEORGIAN BAY,7064,54,445140,795039,2009,4.6,44,51,40,79,50,39,,44.86111111,,44.86111111,,79.84416667,,79.84416667,,-79.84416667,,-79.84416667
GEORGIAN BAY,7064,54,445140,795039,2010,5.6,44,51,40,79,50,39,,44.86111111,,44.86111111,,79.84416667,,79.84416667,,-79.84416667,,-79.84416667
GEORGIAN BAY,7064,54,445140,795039,2011,4,44,51,40,79,50,39,,44.86111111,,44.86111111,,79.84416667,,79.84416667,,-79.84416667,,-79.84416667
GEORGIAN BAY,7064,54,445140,795039,2012,4.4,44,51,40,79,50,39,,44.86111111,,44.86111111,,79.84416667,,79.84416667,,-79.84416667,,-79.84416667
GEORGIAN BAY,7064,54,445140,795039,2013,3.8,44,51,40,79,50,39,,44.86111111,,44.86111111,,79.84416667,,79.84416667,,-79.84416667,,-79.84416667
GEORGIAN BAY,7064,61,450516,800131,2012,7,45,5,16,80,1,31,,45.08777778,,45.08777778,,80.02527778,,80.02527778,,-80.02527778,,-80.02527778
GEORGIAN BAY,7064,62,450504,795956,2012,4,45,5,4,79,59,56,,45.08444444,,45.08444444,,79.99888889,,79.99888889,,-79.99888889,,-79.99888889
GEORGIAN BAY,7064,63,445959,795536,2012,2.4,44,59,59,79,55,36,,44.99972222,,44.99972222,,79.92666667,,79.92666667,,-79.92666667,,-79.92666667
GEORGIAN BAY,7064,64,445306,794823,2012,2.9,44,53,6,79,48,23,,44.885,,44.885,,79.80638889,,79.80638889,,-79.80638889,,-79.80638889
GEORGIAN BAY,7064,65,445329,794735,2012,2.9,44,53,29,79,47,35,,44.89138889,,44.89138889,,79.79305556,,79.79305556,,-79.79305556,,-79.79305556
GEORGIAN BAY,7064,66,445225,794910,2012,2.4,44,52,25,79,49,10,,44.87361111,,44.87361111,,79.81944444,,79.81944444,,-79.81944444,,-79.81944444
GEORGIAN BAY,7064,67,445228,794825,2012,2.3,44,52,28,79,48,25,,44.87444444,,44.87444444,,79.80694444,,79.80694444,,-79.80694444,,-79.80694444
GEORGIAN BAY,7064,68,445235,794711,2012,2.9,44,52,35,79,47,11,,44.87638889,,44.87638889,,79.78638889,,79.78638889,,-79.78638889,,-79.78638889
GEORGIAN BAY,7064,69,445202,794710,2012,2.1,44,52,2,79,47,10,,44.86722222,,44.86722222,,79.78611111,,79.78611111,,-79.78611111,,-79.78611111
GEORGIAN BAY,7064,71,444508,794428,2013,3,44,45,8,79,44,28,,44.75222222,,44.75222222,,79.74111111,,79.74111111,,-79.74111111,,-79.74111111
GEORGIAN BAY,7064,71,444508,794428,2014,3.1,44,45,8,79,44,28,,44.75222222,,44.75222222,,79.74111111,,79.74111111,,-79.74111111,,-79.74111111
GEORGIAN BAY,7064,71,444508,794428,2015,3.6,44,45,8,79,44,28,,44.75222222,,44.75222222,,79.74111111,,79.74111111,,-79.74111111,,-79.74111111
GEORGIAN BAY,7064,71,444508,794428,2016,3.2,44,45,8,79,44,28,,44.75222222,,44.75222222,,79.74111111,,79.74111111,,-79.74111111,,-79.74111111
