Lake.Name,STN,Site.ID,Latitude,Longitude,Year,meanTP_yearly,d,m,s,d_long,m_long,s_long,,#VALUE!,,Latitude,,#VALUE!,,#VALUE!,,#VALUE!,,Longitude
MANITOUWABING LAKE,2973,20,452901,795538,2016,7.7,45,29,1,79,55,38,,45.48361111,,45.48361111,,79.92722222,,79.92722222,,-79.92722222,,-79.92722222
MANITOUWABING LAKE,2973,21,452932,795504,2016,12.7,45,29,32,79,55,4,,45.49222222,,45.49222222,,79.91777778,,79.91777778,,-79.91777778,,-79.91777778
MANITOUWABING LAKE,2973,22,452959,795249,2016,9.6,45,29,59,79,52,49,,45.49972222,,45.49972222,,79.88027778,,79.88027778,,-79.88027778,,-79.88027778
MANN LAKE,7474,1,451110,763907,2009,15.05,45,11,10,76,39,7,,45.18611111,,45.18611111,,76.65194444,,76.65194444,,-76.65194444,,-76.65194444
MANN LAKE,7474,1,451110,763907,2010,16.4,45,11,10,76,39,7,,45.18611111,,45.18611111,,76.65194444,,76.65194444,,-76.65194444,,-76.65194444
MANN LAKE,7474,1,451110,763907,2011,18.5,45,11,10,76,39,7,,45.18611111,,45.18611111,,76.65194444,,76.65194444,,-76.65194444,,-76.65194444
MANOMIN LAKE,2979,1,494523,934438,2004,12.7,49,45,23,93,44,38,,49.75638889,,49.75638889,,93.74388889,,93.74388889,,-93.74388889,,-93.74388889
MANSELL LAKE,7453,1,452518,790148,2008,9.45,45,25,18,79,1,48,,45.42166667,,45.42166667,,79.03,,79.03,,-79.03,,-79.03
MANSELL LAKE,7453,1,452518,790148,2009,8.85,45,25,18,79,1,48,,45.42166667,,45.42166667,,79.03,,79.03,,-79.03,,-79.03
MANSELL LAKE,7453,1,452518,790148,2010,9.4,45,25,18,79,1,48,,45.42166667,,45.42166667,,79.03,,79.03,,-79.03,,-79.03
MANSELL LAKE,7453,1,452518,790148,2011,9.5,45,25,18,79,1,48,,45.42166667,,45.42166667,,79.03,,79.03,,-79.03,,-79.03
MANSELL LAKE,7453,1,452518,790148,2012,8.3,45,25,18,79,1,48,,45.42166667,,45.42166667,,79.03,,79.03,,-79.03,,-79.03
MANSELL LAKE,7453,1,452518,790148,2013,11.8,45,25,18,79,1,48,,45.42166667,,45.42166667,,79.03,,79.03,,-79.03,,-79.03
MANSELL LAKE,7453,1,452518,790148,2014,10.5,45,25,18,79,1,48,,45.42166667,,45.42166667,,79.03,,79.03,,-79.03,,-79.03
MANSELL LAKE,7453,1,452518,790148,2016,10.8,45,25,18,79,1,48,,45.42166667,,45.42166667,,79.03,,79.03,,-79.03,,-79.03
MAPLE LAKE,2982,3,450549,784014,2002,8,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,3,450549,784014,2003,14.9,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,3,450549,784014,2004,9.85,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,3,450549,784014,2005,9.25,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,3,450549,784014,2006,8,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,3,450549,784014,2007,9.85,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,3,450549,784014,2008,7.65,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,3,450549,784014,2009,7.6,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,3,450549,784014,2010,10.2,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,3,450549,784014,2011,6.9,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,3,450549,784014,2012,15.9,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,3,450549,784014,2013,6.4,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,3,450549,784014,2014,7.7,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,3,450549,784014,2015,8.1,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,3,450549,784014,2016,5.9,45,5,49,78,40,14,,45.09694444,,45.09694444,,78.67055556,,78.67055556,,-78.67055556,,-78.67055556
MAPLE LAKE,2982,4,450546,784021,2016,7.6,45,5,46,78,40,21,,45.09611111,,45.09611111,,78.6725,,78.6725,,-78.6725,,-78.6725
MAPLE LAKE,2983,1,452201,794758,2002,17.275,45,22,1,79,47,58,,45.36694444,,45.36694444,,79.79944444,,79.79944444,,-79.79944444,,-79.79944444
MAPLE LAKE,2983,1,452201,794758,2006,10.3,45,22,1,79,47,58,,45.36694444,,45.36694444,,79.79944444,,79.79944444,,-79.79944444,,-79.79944444
MAPLE LAKE,2983,1,452201,794758,2012,9.1,45,22,1,79,47,58,,45.36694444,,45.36694444,,79.79944444,,79.79944444,,-79.79944444,,-79.79944444
MAPLE LAKE,2983,1,452201,794758,2013,12.7,45,22,1,79,47,58,,45.36694444,,45.36694444,,79.79944444,,79.79944444,,-79.79944444,,-79.79944444
MAPLE LAKE,2983,3,452225,794827,2003,10.05,45,22,25,79,48,27,,45.37361111,,45.37361111,,79.8075,,79.8075,,-79.8075,,-79.8075
MAPLE LAKE,2983,3,452225,794827,2006,9.3,45,22,25,79,48,27,,45.37361111,,45.37361111,,79.8075,,79.8075,,-79.8075,,-79.8075
MAPLE LAKE,2983,4,452215,794740,2003,9.7,45,22,15,79,47,40,,45.37083333,,45.37083333,,79.79444444,,79.79444444,,-79.79444444,,-79.79444444
MAPLE LAKE,2983,4,452215,794740,2006,9.8,45,22,15,79,47,40,,45.37083333,,45.37083333,,79.79444444,,79.79444444,,-79.79444444,,-79.79444444
MAPLE LAKE,2983,5,452155,794817,2003,9.65,45,21,55,79,48,17,,45.36527778,,45.36527778,,79.80472222,,79.80472222,,-79.80472222,,-79.80472222
MAPLE LAKE,2983,5,452155,794817,2006,8.9,45,21,55,79,48,17,,45.36527778,,45.36527778,,79.80472222,,79.80472222,,-79.80472222,,-79.80472222
MAPLE LAKE,2983,6,452155,794745,2003,9.8,45,21,55,79,47,45,,45.36527778,,45.36527778,,79.79583333,,79.79583333,,-79.79583333,,-79.79583333
MAPLE LAKE,2983,6,452155,794745,2006,9.7,45,21,55,79,47,45,,45.36527778,,45.36527778,,79.79583333,,79.79583333,,-79.79583333,,-79.79583333
MAPLE LAKE,2983,7,452200,794752,2010,9.6,45,22,0,79,47,52,,45.36666667,,45.36666667,,79.79777778,,79.79777778,,-79.79777778,,-79.79777778
MAPLE LAKE,2983,7,452200,794752,2012,8,45,22,0,79,47,52,,45.36666667,,45.36666667,,79.79777778,,79.79777778,,-79.79777778,,-79.79777778
MAPLE LAKE,2983,7,452200,794752,2013,7.8,45,22,0,79,47,52,,45.36666667,,45.36666667,,79.79777778,,79.79777778,,-79.79777778,,-79.79777778
MAPLE LAKE,2983,7,452200,794752,2014,11.8,45,22,0,79,47,52,,45.36666667,,45.36666667,,79.79777778,,79.79777778,,-79.79777778,,-79.79777778
MAPLE LAKE,2983,7,452200,794752,2016,7.6,45,22,0,79,47,52,,45.36666667,,45.36666667,,79.79777778,,79.79777778,,-79.79777778,,-79.79777778
MAPLE LAKE,2983,8,452200,794752,2010,8.8,45,22,0,79,47,52,,45.36666667,,45.36666667,,79.79777778,,79.79777778,,-79.79777778,,-79.79777778
MAPLE LAKE,7130,1,460937,815510,2003,7.3,46,9,37,81,55,10,,46.16027778,,46.16027778,,81.91944444,,81.91944444,,-81.91944444,,-81.91944444
MAPLE LAKE,7130,1,460937,815510,2004,7.45,46,9,37,81,55,10,,46.16027778,,46.16027778,,81.91944444,,81.91944444,,-81.91944444,,-81.91944444
MAPLE LAKE,7130,1,460937,815510,2005,6.25,46,9,37,81,55,10,,46.16027778,,46.16027778,,81.91944444,,81.91944444,,-81.91944444,,-81.91944444
MAPLE LAKE,7130,1,460937,815510,2006,5.9,46,9,37,81,55,10,,46.16027778,,46.16027778,,81.91944444,,81.91944444,,-81.91944444,,-81.91944444
MAPLE LAKE,7130,1,460937,815510,2007,39.85,46,9,37,81,55,10,,46.16027778,,46.16027778,,81.91944444,,81.91944444,,-81.91944444,,-81.91944444
MAPLE LAKE,7130,1,460937,815510,2008,6.45,46,9,37,81,55,10,,46.16027778,,46.16027778,,81.91944444,,81.91944444,,-81.91944444,,-81.91944444
MAPLE LAKE,7130,1,460937,815510,2009,13.25,46,9,37,81,55,10,,46.16027778,,46.16027778,,81.91944444,,81.91944444,,-81.91944444,,-81.91944444
MAPLE LAKE,7130,1,460937,815510,2010,12.2,46,9,37,81,55,10,,46.16027778,,46.16027778,,81.91944444,,81.91944444,,-81.91944444,,-81.91944444
MAPLE LAKE,7130,1,460937,815510,2011,10.5,46,9,37,81,55,10,,46.16027778,,46.16027778,,81.91944444,,81.91944444,,-81.91944444,,-81.91944444
MAPLE LAKE,7130,1,460937,815510,2012,8.5,46,9,37,81,55,10,,46.16027778,,46.16027778,,81.91944444,,81.91944444,,-81.91944444,,-81.91944444
MAPLE LAKE,7130,1,460937,815510,2013,8,46,9,37,81,55,10,,46.16027778,,46.16027778,,81.91944444,,81.91944444,,-81.91944444,,-81.91944444
MAPLE LAKE,7130,1,460937,815510,2014,11,46,9,37,81,55,10,,46.16027778,,46.16027778,,81.91944444,,81.91944444,,-81.91944444,,-81.91944444
MAPLE LAKE,7130,1,460937,815510,2015,9.1,46,9,37,81,55,10,,46.16027778,,46.16027778,,81.91944444,,81.91944444,,-81.91944444,,-81.91944444
MAPLE LAKE,7130,1,460937,815510,2016,8.4,46,9,37,81,55,10,,46.16027778,,46.16027778,,81.91944444,,81.91944444,,-81.91944444,,-81.91944444
MARCEAU LAKE,6993,1,481100,811700,2004,9.8,48,11,0,81,17,0,,48.18333333,,48.18333333,,81.28333333,,81.28333333,,-81.28333333,,-81.28333333
MARCEAU LAKE,6993,1,481100,811700,2006,6.85,48,11,0,81,17,0,,48.18333333,,48.18333333,,81.28333333,,81.28333333,,-81.28333333,,-81.28333333
MARCEAU LAKE,6993,1,481100,811700,2007,10.9,48,11,0,81,17,0,,48.18333333,,48.18333333,,81.28333333,,81.28333333,,-81.28333333,,-81.28333333
MARCEAU LAKE,6993,2,481030,811642,2004,10.25,48,10,30,81,16,42,,48.175,,48.175,,81.27833333,,81.27833333,,-81.27833333,,-81.27833333
MARCEAU LAKE,6993,2,481030,811642,2006,6.95,48,10,30,81,16,42,,48.175,,48.175,,81.27833333,,81.27833333,,-81.27833333,,-81.27833333
MARCEAU LAKE,6993,2,481030,811642,2007,11.3,48,10,30,81,16,42,,48.175,,48.175,,81.27833333,,81.27833333,,-81.27833333,,-81.27833333
MARGARET LAKE (CLEAR),2995,1,450844,785252,2003,3.7,45,8,44,78,52,52,,45.14555556,,45.14555556,,78.88111111,,78.88111111,,-78.88111111,,-78.88111111
MARGARET LAKE (CLEAR),2995,1,450844,785252,2004,4.1,45,8,44,78,52,52,,45.14555556,,45.14555556,,78.88111111,,78.88111111,,-78.88111111,,-78.88111111
MARION LAKE,3005,1,450647,793555,2008,16.05,45,6,47,79,35,55,,45.11305556,,45.11305556,,79.59861111,,79.59861111,,-79.59861111,,-79.59861111
MARION LAKE,3005,1,450647,793555,2009,11.55,45,6,47,79,35,55,,45.11305556,,45.11305556,,79.59861111,,79.59861111,,-79.59861111,,-79.59861111
MARION LAKE,3006,1,464603,794801,2015,7.5,46,46,3,79,48,1,,46.7675,,46.7675,,79.80027778,,79.80027778,,-79.80027778,,-79.80027778
MARION LAKE,3006,2,464617,794655,2015,7.8,46,46,17,79,46,55,,46.77138889,,46.77138889,,79.78194444,,79.78194444,,-79.78194444,,-79.78194444
MARK LAKE,6525,1,495616,955617,2010,6.6,49,56,16,95,56,17,,49.93777778,,49.93777778,,95.93805556,,95.93805556,,-95.93805556,,-95.93805556
MARK LAKE,6525,1,495616,955617,2012,5.9,49,56,16,95,56,17,,49.93777778,,49.93777778,,95.93805556,,95.93805556,,-95.93805556,,-95.93805556
MARKS LAKE,7610,1,482042,901436,2015,12.3,48,20,42,90,14,36,,48.345,,48.345,,90.24333333,,90.24333333,,-90.24333333,,-90.24333333
MARKS LAKE,7610,1,482042,901436,2016,14.5,48,20,42,90,14,36,,48.345,,48.345,,90.24333333,,90.24333333,,-90.24333333,,-90.24333333
MARL LAKE,7170,1,440953,810304,2002,10.41,44,9,53,81,3,4,,44.16472222,,44.16472222,,81.05111111,,81.05111111,,-81.05111111,,-81.05111111
MARL LAKE,7170,1,440953,810304,2003,10.78,44,9,53,81,3,4,,44.16472222,,44.16472222,,81.05111111,,81.05111111,,-81.05111111,,-81.05111111
MARL LAKE,7170,1,440953,810304,2011,9.483333333,44,9,53,81,3,4,,44.16472222,,44.16472222,,81.05111111,,81.05111111,,-81.05111111,,-81.05111111
MARL LAKE,7170,1,440953,810304,2012,10.73333333,44,9,53,81,3,4,,44.16472222,,44.16472222,,81.05111111,,81.05111111,,-81.05111111,,-81.05111111
MARL LAKE,7170,1,440953,810304,2013,9.35,44,9,53,81,3,4,,44.16472222,,44.16472222,,81.05111111,,81.05111111,,-81.05111111,,-81.05111111
MARL LAKE,7170,1,440953,810304,2014,8.983333333,44,9,53,81,3,4,,44.16472222,,44.16472222,,81.05111111,,81.05111111,,-81.05111111,,-81.05111111
MARL LAKE,7170,1,440953,810304,2015,9.1,44,9,53,81,3,4,,44.16472222,,44.16472222,,81.05111111,,81.05111111,,-81.05111111,,-81.05111111
MARL LAKE,7170,1,440953,810304,2016,8.914285714,44,9,53,81,3,4,,44.16472222,,44.16472222,,81.05111111,,81.05111111,,-81.05111111,,-81.05111111
MARQUETTE LAKE,3017,1,471240,814407,2014,10.7,47,12,40,81,44,7,,47.21111111,,47.21111111,,81.73527778,,81.73527778,,-81.73527778,,-81.73527778
MARQUETTE LAKE,3017,1,471240,814407,2015,12.2,47,12,40,81,44,7,,47.21111111,,47.21111111,,81.73527778,,81.73527778,,-81.73527778,,-81.73527778
MARQUETTE LAKE,3017,1,471240,814407,2016,12,47,12,40,81,44,7,,47.21111111,,47.21111111,,81.73527778,,81.73527778,,-81.73527778,,-81.73527778
MARQUETTE LAKE,3017,2,471204,814348,2014,9.2,47,12,4,81,43,48,,47.20111111,,47.20111111,,81.73,,81.73,,-81.73,,-81.73
MARQUETTE LAKE,3017,2,471204,814348,2015,11.1,47,12,4,81,43,48,,47.20111111,,47.20111111,,81.73,,81.73,,-81.73,,-81.73
MARQUETTE LAKE,3017,2,471204,814348,2016,10.4,47,12,4,81,43,48,,47.20111111,,47.20111111,,81.73,,81.73,,-81.73,,-81.73
MARSDEN LAKE,3018,1,451342,783017,2002,6.15,45,13,42,78,30,17,,45.22833333,,45.22833333,,78.50472222,,78.50472222,,-78.50472222,,-78.50472222
MARSDEN LAKE,3018,1,451342,783017,2004,6.475,45,13,42,78,30,17,,45.22833333,,45.22833333,,78.50472222,,78.50472222,,-78.50472222,,-78.50472222
MARSHALL LAKE,7471,1,460836,801221,2009,13.675,46,8,36,80,12,21,,46.14333333,,46.14333333,,80.20583333,,80.20583333,,-80.20583333,,-80.20583333
MARSHALL LAKE,7471,1,460836,801221,2010,8.416666667,46,8,36,80,12,21,,46.14333333,,46.14333333,,80.20583333,,80.20583333,,-80.20583333,,-80.20583333
MARTIN LAKE (MARTIN'S),3028,1,452143,795102,2005,7.85,45,21,43,79,51,2,,45.36194444,,45.36194444,,79.85055556,,79.85055556,,-79.85055556,,-79.85055556
MARTIN LAKE (MARTIN'S),3028,1,452143,795102,2006,8.15,45,21,43,79,51,2,,45.36194444,,45.36194444,,79.85055556,,79.85055556,,-79.85055556,,-79.85055556
MARTIN LAKE (MARTIN'S),3028,1,452143,795102,2007,5.3,45,21,43,79,51,2,,45.36194444,,45.36194444,,79.85055556,,79.85055556,,-79.85055556,,-79.85055556
MARTIN LAKE (MARTIN'S),3028,1,452143,795102,2008,7.55,45,21,43,79,51,2,,45.36194444,,45.36194444,,79.85055556,,79.85055556,,-79.85055556,,-79.85055556
MARTIN LAKE (MARTIN'S),3028,1,452143,795102,2009,6.05,45,21,43,79,51,2,,45.36194444,,45.36194444,,79.85055556,,79.85055556,,-79.85055556,,-79.85055556
MARTIN LAKE (MARTIN'S),3028,2,452143,795059,2010,7.3,45,21,43,79,50,59,,45.36194444,,45.36194444,,79.84972222,,79.84972222,,-79.84972222,,-79.84972222
MARTIN LAKE (MARTIN'S),3028,2,452143,795059,2013,6.1,45,21,43,79,50,59,,45.36194444,,45.36194444,,79.84972222,,79.84972222,,-79.84972222,,-79.84972222
MARTIN LAKE (MARTIN'S),3028,2,452143,795059,2015,4.8,45,21,43,79,50,59,,45.36194444,,45.36194444,,79.84972222,,79.84972222,,-79.84972222,,-79.84972222
MARY LAKE,3032,2,451411,791557,2002,8,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,2,451411,791557,2003,7.7,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,2,451411,791557,2004,8.2,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,2,451411,791557,2005,7.55,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,2,451411,791557,2006,6.7,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,2,451411,791557,2007,10.9,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,2,451411,791557,2008,7.35,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,2,451411,791557,2009,9,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,2,451411,791557,2010,7.1,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,2,451411,791557,2011,9.3,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,2,451411,791557,2012,8.5,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,2,451411,791557,2013,7.4,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,2,451411,791557,2014,7.2,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,2,451411,791557,2015,10.1,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,2,451411,791557,2016,6.3,45,14,11,79,15,57,,45.23638889,,45.23638889,,79.26583333,,79.26583333,,-79.26583333,,-79.26583333
MARY LAKE,3032,3,451505,791515,2002,9.05,45,15,5,79,15,15,,45.25138889,,45.25138889,,79.25416667,,79.25416667,,-79.25416667,,-79.25416667
MARY LAKE,3032,3,451505,791515,2004,9.2,45,15,5,79,15,15,,45.25138889,,45.25138889,,79.25416667,,79.25416667,,-79.25416667,,-79.25416667
MARY LAKE,7239,1,435708,793246,2002,22.01,43,57,8,79,32,46,,43.95222222,,43.95222222,,79.54611111,,79.54611111,,-79.54611111,,-79.54611111
MARY LAKE,7239,1,435708,793246,2003,24.225,43,57,8,79,32,46,,43.95222222,,43.95222222,,79.54611111,,79.54611111,,-79.54611111,,-79.54611111
MARY LAKE,7239,1,435708,793246,2004,23.3,43,57,8,79,32,46,,43.95222222,,43.95222222,,79.54611111,,79.54611111,,-79.54611111,,-79.54611111
MARY LAKE,7239,1,435708,793246,2006,19.67,43,57,8,79,32,46,,43.95222222,,43.95222222,,79.54611111,,79.54611111,,-79.54611111,,-79.54611111
MARY LAKE,7239,1,435708,793246,2007,19.35,43,57,8,79,32,46,,43.95222222,,43.95222222,,79.54611111,,79.54611111,,-79.54611111,,-79.54611111
MARY LAKE,7239,1,435708,793246,2008,21.13333333,43,57,8,79,32,46,,43.95222222,,43.95222222,,79.54611111,,79.54611111,,-79.54611111,,-79.54611111
MARY LAKE,7239,1,435708,793246,2009,17.53333333,43,57,8,79,32,46,,43.95222222,,43.95222222,,79.54611111,,79.54611111,,-79.54611111,,-79.54611111
MARY LAKE,7239,1,435708,793246,2010,16.35,43,57,8,79,32,46,,43.95222222,,43.95222222,,79.54611111,,79.54611111,,-79.54611111,,-79.54611111
MARY LAKE,7239,1,435708,793246,2011,12.86666667,43,57,8,79,32,46,,43.95222222,,43.95222222,,79.54611111,,79.54611111,,-79.54611111,,-79.54611111
MARY LAKE,7239,1,435708,793246,2012,16.71666667,43,57,8,79,32,46,,43.95222222,,43.95222222,,79.54611111,,79.54611111,,-79.54611111,,-79.54611111
MARY LAKE,7239,1,435708,793246,2013,29.06666667,43,57,8,79,32,46,,43.95222222,,43.95222222,,79.54611111,,79.54611111,,-79.54611111,,-79.54611111
MARY LAKE,7508,1,484317,891908,2010,10.6,48,43,17,89,19,8,,48.72138889,,48.72138889,,89.31888889,,89.31888889,,-89.31888889,,-89.31888889
MARY LAKE,7508,2,484244,892054,2010,12.3,48,42,44,89,20,54,,48.71222222,,48.71222222,,89.34833333,,89.34833333,,-89.34833333,,-89.34833333
MARY LAKE,7508,2,484244,892054,2012,11,48,42,44,89,20,54,,48.71222222,,48.71222222,,89.34833333,,89.34833333,,-89.34833333,,-89.34833333
MARY LAKE,7508,3,484306,891954,2010,11.6,48,43,6,89,19,54,,48.71833333,,48.71833333,,89.33166667,,89.33166667,,-89.33166667,,-89.33166667
MASON LAKE,3039,1,453800,791400,2004,8.35,45,38,0,79,14,0,,45.63333333,,45.63333333,,79.23333333,,79.23333333,,-79.23333333,,-79.23333333
MASON LAKE,3039,1,453800,791400,2005,7.2,45,38,0,79,14,0,,45.63333333,,45.63333333,,79.23333333,,79.23333333,,-79.23333333,,-79.23333333
MASON LAKE,3039,1,453800,791400,2006,8.2,45,38,0,79,14,0,,45.63333333,,45.63333333,,79.23333333,,79.23333333,,-79.23333333,,-79.23333333
MASON LAKE,3039,1,453800,791400,2007,7.6,45,38,0,79,14,0,,45.63333333,,45.63333333,,79.23333333,,79.23333333,,-79.23333333,,-79.23333333
MASON LAKE,3039,1,453800,791400,2010,5,45,38,0,79,14,0,,45.63333333,,45.63333333,,79.23333333,,79.23333333,,-79.23333333,,-79.23333333
MASON LAKE,3039,1,453800,791400,2011,8.6,45,38,0,79,14,0,,45.63333333,,45.63333333,,79.23333333,,79.23333333,,-79.23333333,,-79.23333333
MASON LAKE,3039,1,453800,791400,2012,5,45,38,0,79,14,0,,45.63333333,,45.63333333,,79.23333333,,79.23333333,,-79.23333333,,-79.23333333
MASON LAKE,3039,1,453800,791400,2013,6.7,45,38,0,79,14,0,,45.63333333,,45.63333333,,79.23333333,,79.23333333,,-79.23333333,,-79.23333333
MASON LAKE,3039,1,453800,791400,2014,6.9,45,38,0,79,14,0,,45.63333333,,45.63333333,,79.23333333,,79.23333333,,-79.23333333,,-79.23333333
MASON LAKE,3039,1,453800,791400,2015,5.7,45,38,0,79,14,0,,45.63333333,,45.63333333,,79.23333333,,79.23333333,,-79.23333333,,-79.23333333
MASON LAKE,3039,1,453800,791400,2016,4.8,45,38,0,79,14,0,,45.63333333,,45.63333333,,79.23333333,,79.23333333,,-79.23333333,,-79.23333333
MATAGAMASI LAKE,3043,1,464700,803600,2006,4.95,46,47,0,80,36,0,,46.78333333,,46.78333333,,80.6,,80.6,,-80.6,,-80.6
MATAGAMASI LAKE,3043,1,464700,803600,2009,4.55,46,47,0,80,36,0,,46.78333333,,46.78333333,,80.6,,80.6,,-80.6,,-80.6
MATAGAMASI LAKE,3043,1,464700,803600,2010,7.8,46,47,0,80,36,0,,46.78333333,,46.78333333,,80.6,,80.6,,-80.6,,-80.6
MATAGAMASI LAKE,3043,1,464700,803600,2011,4.5,46,47,0,80,36,0,,46.78333333,,46.78333333,,80.6,,80.6,,-80.6,,-80.6
MATAGAMASI LAKE,3043,1,464700,803600,2012,4.4,46,47,0,80,36,0,,46.78333333,,46.78333333,,80.6,,80.6,,-80.6,,-80.6
MATAGAMASI LAKE,3043,1,464700,803600,2013,4.7,46,47,0,80,36,0,,46.78333333,,46.78333333,,80.6,,80.6,,-80.6,,-80.6
MATAGAMASI LAKE,3043,1,464700,803600,2015,8.3,46,47,0,80,36,0,,46.78333333,,46.78333333,,80.6,,80.6,,-80.6,,-80.6
MATAGAMASI LAKE,3043,1,464700,803600,2016,5.9,46,47,0,80,36,0,,46.78333333,,46.78333333,,80.6,,80.6,,-80.6,,-80.6
MATAGAMASI LAKE,3043,2,464804,803728,2006,3,46,48,4,80,37,28,,46.80111111,,46.80111111,,80.62444444,,80.62444444,,-80.62444444,,-80.62444444
MATAGAMASI LAKE,3043,2,464804,803728,2007,3.55,46,48,4,80,37,28,,46.80111111,,46.80111111,,80.62444444,,80.62444444,,-80.62444444,,-80.62444444
MATAGAMASI LAKE,3043,3,464544,803628,2008,4.75,46,45,44,80,36,28,,46.76222222,,46.76222222,,80.60777778,,80.60777778,,-80.60777778,,-80.60777778
MATAGAMASI LAKE,3043,4,464734,803710,2012,2.7,46,47,34,80,37,10,,46.79277778,,46.79277778,,80.61944444,,80.61944444,,-80.61944444,,-80.61944444
MATHER'S LAKE,3047,2,452034,794607,2010,11.3,45,20,34,79,46,7,,45.34277778,,45.34277778,,79.76861111,,79.76861111,,-79.76861111,,-79.76861111
MATINENDA LAKE,3051,1,462142,825649,2003,3.2,46,21,42,82,56,49,,46.36166667,,46.36166667,,82.94694444,,82.94694444,,-82.94694444,,-82.94694444
MATINENDA LAKE,3051,1,462142,825649,2005,4.4,46,21,42,82,56,49,,46.36166667,,46.36166667,,82.94694444,,82.94694444,,-82.94694444,,-82.94694444
MATINENDA LAKE,3051,2,462062,825625,2004,3.65,46,20,62,82,56,25,,46.35055556,,46.35055556,,82.94027778,,82.94027778,,-82.94027778,,-82.94027778
MATINENDA LAKE,3051,2,462062,825625,2005,3.3,46,20,62,82,56,25,,46.35055556,,46.35055556,,82.94027778,,82.94027778,,-82.94027778,,-82.94027778
MATINENDA LAKE,3051,2,462062,825625,2006,4.3,46,20,62,82,56,25,,46.35055556,,46.35055556,,82.94027778,,82.94027778,,-82.94027778,,-82.94027778
MATINENDA LAKE,3051,2,462062,825625,2007,2.35,46,20,62,82,56,25,,46.35055556,,46.35055556,,82.94027778,,82.94027778,,-82.94027778,,-82.94027778
