Lake.Name,STN,Site.ID,Latitude,Longitude,Year,meanTP_yearly,d,m,s,d_long,m_long,s_long,,#VALUE!,,Latitude,,#VALUE!,,#VALUE!,,#VALUE!,,Longitude
BOULTER LAKE,545,1,451825,780300,2002,7.9,45,18,25,78,3,0,,45.30694444,,45.30694444,,78.05,,78.05,,-78.05,,-78.05
BOULTER LAKE,545,1,451825,780300,2003,8.7,45,18,25,78,3,0,,45.30694444,,45.30694444,,78.05,,78.05,,-78.05,,-78.05
BOULTER LAKE,545,1,451825,780300,2005,5.8,45,18,25,78,3,0,,45.30694444,,45.30694444,,78.05,,78.05,,-78.05,,-78.05
BOULTER LAKE,545,1,451825,780300,2006,6.6,45,18,25,78,3,0,,45.30694444,,45.30694444,,78.05,,78.05,,-78.05,,-78.05
BOULTER LAKE,545,1,451825,780300,2007,5.45,45,18,25,78,3,0,,45.30694444,,45.30694444,,78.05,,78.05,,-78.05,,-78.05
BOW LAKE,551,1,445100,783350,2002,4.45,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,1,445100,783350,2003,21.95,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,1,445100,783350,2004,6.45,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,1,445100,783350,2005,9.85,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,1,445100,783350,2006,4.7,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,1,445100,783350,2007,8.75,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,1,445100,783350,2008,8.5,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,1,445100,783350,2009,6.05,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,1,445100,783350,2010,5.2,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,1,445100,783350,2011,6,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,1,445100,783350,2012,6.2,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,1,445100,783350,2013,6.7,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,1,445100,783350,2014,4.6,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,1,445100,783350,2015,5.4,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,1,445100,783350,2016,5,44,51,0,78,33,50,,44.85,,44.85,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOW LAKE,551,2,445047,783350,2016,6.2,44,50,47,78,33,50,,44.84638889,,44.84638889,,78.56388889,,78.56388889,,-78.56388889,,-78.56388889
BOWLEY LAKE,7495,1,451024,761509,2010,27.2,45,10,24,76,15,9,,45.17333333,,45.17333333,,76.2525,,76.2525,,-76.2525,,-76.2525
BOWLEY LAKE,7495,1,451024,761509,2011,23.3,45,10,24,76,15,9,,45.17333333,,45.17333333,,76.2525,,76.2525,,-76.2525,,-76.2525
BOWLEY LAKE,7495,1,451024,761509,2012,34.1,45,10,24,76,15,9,,45.17333333,,45.17333333,,76.2525,,76.2525,,-76.2525,,-76.2525
BOWLEY LAKE,7495,1,451024,761509,2013,35,45,10,24,76,15,9,,45.17333333,,45.17333333,,76.2525,,76.2525,,-76.2525,,-76.2525
BOWLEY LAKE,7495,1,451024,761509,2014,36,45,10,24,76,15,9,,45.17333333,,45.17333333,,76.2525,,76.2525,,-76.2525,,-76.2525
BRACK LAKE,559,1,491877,821164,2014,9.5,49,18,77,82,11,64,,49.32138889,,49.32138889,,82.20111111,,82.20111111,,-82.20111111,,-82.20111111
BRADY LAKE,560,1,450300,785000,2005,12.55,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRADY LAKE,560,1,450300,785000,2006,13.4,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRADY LAKE,560,1,450300,785000,2007,12.25,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRADY LAKE,560,1,450300,785000,2008,9.55,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRADY LAKE,560,1,450300,785000,2009,10.25,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRADY LAKE,560,1,450300,785000,2010,17,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRADY LAKE,560,1,450300,785000,2011,9.4,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRADY LAKE,560,1,450300,785000,2012,8.9,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRADY LAKE,560,1,450300,785000,2013,8.7,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRADY LAKE,560,1,450300,785000,2014,11.7,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRADY LAKE,560,1,450300,785000,2015,12.7,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRADY LAKE,560,1,450300,785000,2016,9.8,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRADY LAKE,560,3,450300,785000,2002,11.5,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRADY LAKE,560,3,450300,785000,2003,8.3,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRADY LAKE,560,3,450300,785000,2004,13.45,45,3,0,78,50,0,,45.05,,45.05,,78.83333333,,78.83333333,,-78.83333333,,-78.83333333
BRAIN LAKE,6849,1,460637,784126,2003,5.65,46,6,37,78,41,26,,46.11027778,,46.11027778,,78.69055556,,78.69055556,,-78.69055556,,-78.69055556
BRANDY LAKE,562,1,450629,793132,2006,27.91,45,6,29,79,31,32,,45.10805556,,45.10805556,,79.52555556,,79.52555556,,-79.52555556,,-79.52555556
BRANDY LAKE,562,1,450629,793132,2007,20.94166667,45,6,29,79,31,32,,45.10805556,,45.10805556,,79.52555556,,79.52555556,,-79.52555556,,-79.52555556
BRANDY LAKE,562,1,450629,793132,2008,30.275,45,6,29,79,31,32,,45.10805556,,45.10805556,,79.52555556,,79.52555556,,-79.52555556,,-79.52555556
BRANDY LAKE,562,1,450629,793132,2009,23.99166667,45,6,29,79,31,32,,45.10805556,,45.10805556,,79.52555556,,79.52555556,,-79.52555556,,-79.52555556
BRANDY LAKE,562,1,450629,793132,2010,26.65,45,6,29,79,31,32,,45.10805556,,45.10805556,,79.52555556,,79.52555556,,-79.52555556,,-79.52555556
BRANDY LAKE,562,1,450629,793132,2011,24.23333333,45,6,29,79,31,32,,45.10805556,,45.10805556,,79.52555556,,79.52555556,,-79.52555556,,-79.52555556
BRANDY LAKE,562,1,450629,793132,2012,23.18,45,6,29,79,31,32,,45.10805556,,45.10805556,,79.52555556,,79.52555556,,-79.52555556,,-79.52555556
BRANDY LAKE,562,1,450629,793132,2013,29.04285714,45,6,29,79,31,32,,45.10805556,,45.10805556,,79.52555556,,79.52555556,,-79.52555556,,-79.52555556
BRANDY LAKE,562,1,450629,793132,2014,26.98333333,45,6,29,79,31,32,,45.10805556,,45.10805556,,79.52555556,,79.52555556,,-79.52555556,,-79.52555556
BRANDY LAKE,562,1,450629,793132,2015,20.41666667,45,6,29,79,31,32,,45.10805556,,45.10805556,,79.52555556,,79.52555556,,-79.52555556,,-79.52555556
BRANDY LAKE,562,1,450629,793132,2016,17.7,45,6,29,79,31,32,,45.10805556,,45.10805556,,79.52555556,,79.52555556,,-79.52555556,,-79.52555556
BRAY LAKE,567,1,455414,792818,2007,10.6,45,54,14,79,28,18,,45.90388889,,45.90388889,,79.47166667,,79.47166667,,-79.47166667,,-79.47166667
BRAY LAKE,567,1,455414,792818,2008,11.85,45,54,14,79,28,18,,45.90388889,,45.90388889,,79.47166667,,79.47166667,,-79.47166667,,-79.47166667
BRENNAN LAKE,571,1,451839,795302,2012,11,45,18,39,79,53,2,,45.31083333,,45.31083333,,79.88388889,,79.88388889,,-79.88388889,,-79.88388889
BRENNAN LAKE,571,1,451839,795302,2013,10.2,45,18,39,79,53,2,,45.31083333,,45.31083333,,79.88388889,,79.88388889,,-79.88388889,,-79.88388889
BRENNAN LAKE,571,1,451839,795302,2014,9.4,45,18,39,79,53,2,,45.31083333,,45.31083333,,79.88388889,,79.88388889,,-79.88388889,,-79.88388889
BRENNAN LAKE,571,1,451839,795302,2016,6.8,45,18,39,79,53,2,,45.31083333,,45.31083333,,79.88388889,,79.88388889,,-79.88388889,,-79.88388889
BREWER LAKE,572,1,453529,781832,2002,6.3,45,35,29,78,18,32,,45.59138889,,45.59138889,,78.30888889,,78.30888889,,-78.30888889,,-78.30888889
BREWER LAKE,572,1,453529,781832,2003,6.6,45,35,29,78,18,32,,45.59138889,,45.59138889,,78.30888889,,78.30888889,,-78.30888889,,-78.30888889
BREWSTER LAKE,574,1,453929,772803,2014,11,45,39,29,77,28,3,,45.65805556,,45.65805556,,77.4675,,77.4675,,-77.4675,,-77.4675
BREWSTER'S LAKE,6852,1,442027,801816,2002,8.15,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BREWSTER'S LAKE,6852,1,442027,801816,2003,33.25,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BREWSTER'S LAKE,6852,1,442027,801816,2004,9.783333333,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BREWSTER'S LAKE,6852,1,442027,801816,2005,11.17,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BREWSTER'S LAKE,6852,1,442027,801816,2006,9.075,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BREWSTER'S LAKE,6852,1,442027,801816,2007,13.06666667,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BREWSTER'S LAKE,6852,1,442027,801816,2008,10.8125,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BREWSTER'S LAKE,6852,1,442027,801816,2009,9.775,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BREWSTER'S LAKE,6852,1,442027,801816,2010,11.35,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BREWSTER'S LAKE,6852,1,442027,801816,2011,10.52,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BREWSTER'S LAKE,6852,1,442027,801816,2012,10.85,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BREWSTER'S LAKE,6852,1,442027,801816,2013,9.6,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BREWSTER'S LAKE,6852,1,442027,801816,2014,11.38333333,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BREWSTER'S LAKE,6852,1,442027,801816,2015,10.66,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BREWSTER'S LAKE,6852,1,442027,801816,2016,9.066666667,44,20,27,80,18,16,,44.34083333,,44.34083333,,80.30444444,,80.30444444,,-80.30444444,,-80.30444444
BRIGHT LAKE,577,1,452327,785048,2002,4.9,45,23,27,78,50,48,,45.39083333,,45.39083333,,78.84666667,,78.84666667,,-78.84666667,,-78.84666667
BRIGHT LAKE,578,1,461516,831647,2009,15.35,46,15,16,83,16,47,,46.25444444,,46.25444444,,83.27972222,,83.27972222,,-83.27972222,,-83.27972222
BRIGHT LAKE,578,1,461516,831647,2010,12.175,46,15,16,83,16,47,,46.25444444,,46.25444444,,83.27972222,,83.27972222,,-83.27972222,,-83.27972222
BRIGHT LAKE,578,1,461516,831647,2011,22.95,46,15,16,83,16,47,,46.25444444,,46.25444444,,83.27972222,,83.27972222,,-83.27972222,,-83.27972222
BRIGHT LAKE,578,1,461516,831647,2012,27.02,46,15,16,83,16,47,,46.25444444,,46.25444444,,83.27972222,,83.27972222,,-83.27972222,,-83.27972222
BRIGHT LAKE,578,1,461516,831647,2013,14.14,46,15,16,83,16,47,,46.25444444,,46.25444444,,83.27972222,,83.27972222,,-83.27972222,,-83.27972222
BRIGHT LAKE,578,1,461516,831647,2014,14.63,46,15,16,83,16,47,,46.25444444,,46.25444444,,83.27972222,,83.27972222,,-83.27972222,,-83.27972222
BRIGHT LAKE,578,1,461516,831647,2015,20.2,46,15,16,83,16,47,,46.25444444,,46.25444444,,83.27972222,,83.27972222,,-83.27972222,,-83.27972222
BRIGHT LAKE,578,1,461516,831647,2016,22.82,46,15,16,83,16,47,,46.25444444,,46.25444444,,83.27972222,,83.27972222,,-83.27972222,,-83.27972222
BRIGHT LAKE,578,2,461516,831647,2010,12.9,46,15,16,83,16,47,,46.25444444,,46.25444444,,83.27972222,,83.27972222,,-83.27972222,,-83.27972222
BRIGHT LAKE,578,2,461516,831647,2016,10,46,15,16,83,16,47,,46.25444444,,46.25444444,,83.27972222,,83.27972222,,-83.27972222,,-83.27972222
BRITCHLESS LAKE (BIG),582,1,452244,771812,2003,12.75,45,22,44,77,18,12,,45.37888889,,45.37888889,,77.30333333,,77.30333333,,-77.30333333,,-77.30333333
BRODER #23 LAKE,583,1,462353,805723,2002,5.2,46,23,53,80,57,23,,46.39805556,,46.39805556,,80.95638889,,80.95638889,,-80.95638889,,-80.95638889
BRODER #23 LAKE,583,1,462353,805723,2003,5,46,23,53,80,57,23,,46.39805556,,46.39805556,,80.95638889,,80.95638889,,-80.95638889,,-80.95638889
BRODER #23 LAKE,583,1,462353,805723,2004,4.05,46,23,53,80,57,23,,46.39805556,,46.39805556,,80.95638889,,80.95638889,,-80.95638889,,-80.95638889
BRODER #23 LAKE,583,2,462351,805730,2013,3.8,46,23,51,80,57,30,,46.3975,,46.3975,,80.95833333,,80.95833333,,-80.95833333,,-80.95833333
BRODER #23 LAKE,583,2,462351,805730,2015,11.4,46,23,51,80,57,30,,46.3975,,46.3975,,80.95833333,,80.95833333,,-80.95833333,,-80.95833333
BRODER #23 LAKE,583,2,462351,805730,2016,3,46,23,51,80,57,30,,46.3975,,46.3975,,80.95833333,,80.95833333,,-80.95833333,,-80.95833333
BRODILL LAKE,584,1,462226,805631,2006,4.4,46,22,26,80,56,31,,46.37388889,,46.37388889,,80.94194444,,80.94194444,,-80.94194444,,-80.94194444
BRODILL LAKE,584,1,462226,805631,2007,6.95,46,22,26,80,56,31,,46.37388889,,46.37388889,,80.94194444,,80.94194444,,-80.94194444,,-80.94194444
BRODILL LAKE,584,2,462209,805656,2012,5.2,46,22,9,80,56,56,,46.36916667,,46.36916667,,80.94888889,,80.94888889,,-80.94888889,,-80.94888889
BRODILL LAKE,584,2,462209,805656,2013,4.9,46,22,9,80,56,56,,46.36916667,,46.36916667,,80.94888889,,80.94888889,,-80.94888889,,-80.94888889
BRODILL LAKE,584,2,462209,805656,2016,5.1,46,22,9,80,56,56,,46.36916667,,46.36916667,,80.94888889,,80.94888889,,-80.94888889,,-80.94888889
BROOKS LAKE,590,1,452723,790002,2002,6.55,45,27,23,79,0,2,,45.45638889,,45.45638889,,79.00055556,,79.00055556,,-79.00055556,,-79.00055556
BROWNLEE LAKE,7524,1,461810,832537,2012,10.7125,46,18,10,83,25,37,,46.30277778,,46.30277778,,83.42694444,,83.42694444,,-83.42694444,,-83.42694444
BROWNLEE LAKE,7524,1,461810,832537,2013,12.7,46,18,10,83,25,37,,46.30277778,,46.30277778,,83.42694444,,83.42694444,,-83.42694444,,-83.42694444
BROWNS LAKE,7576,1,450241,770818,2013,9.3,45,2,41,77,8,18,,45.04472222,,45.04472222,,77.13833333,,77.13833333,,-77.13833333,,-77.13833333
BRUCE LAKE,604,2,451107,793849,2002,11.04285714,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRUCE LAKE,604,2,451107,793849,2003,13.00714286,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRUCE LAKE,604,2,451107,793849,2004,14.86666667,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRUCE LAKE,604,2,451107,793849,2005,8.916666667,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRUCE LAKE,604,2,451107,793849,2006,9.816666667,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRUCE LAKE,604,2,451107,793849,2007,9.283333333,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRUCE LAKE,604,2,451107,793849,2008,18.7,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRUCE LAKE,604,2,451107,793849,2009,10.85833333,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRUCE LAKE,604,2,451107,793849,2010,10.18333333,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRUCE LAKE,604,2,451107,793849,2011,11.05,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRUCE LAKE,604,2,451107,793849,2012,10.13333333,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRUCE LAKE,604,2,451107,793849,2013,14.05,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRUCE LAKE,604,2,451107,793849,2014,18.53333333,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRUCE LAKE,604,2,451107,793849,2015,15.46666667,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRUCE LAKE,604,2,451107,793849,2016,21.85,45,11,7,79,38,49,,45.18527778,,45.18527778,,79.64694444,,79.64694444,,-79.64694444,,-79.64694444
BRULE LAKE (WENSLEY),6183,1,450140,770200,2002,6.45,45,1,40,77,2,0,,45.02777778,,45.02777778,,77.03333333,,77.03333333,,-77.03333333,,-77.03333333
BRULE LAKE (WENSLEY),6183,1,450140,770200,2004,5.75,45,1,40,77,2,0,,45.02777778,,45.02777778,,77.03333333,,77.03333333,,-77.03333333,,-77.03333333
BRULE LAKE (WENSLEY),6183,1,450140,770200,2008,29.45,45,1,40,77,2,0,,45.02777778,,45.02777778,,77.03333333,,77.03333333,,-77.03333333,,-77.03333333
BRULE LAKE (WENSLEY),6183,1,450140,770200,2009,6.2,45,1,40,77,2,0,,45.02777778,,45.02777778,,77.03333333,,77.03333333,,-77.03333333,,-77.03333333
BRULE LAKE (WENSLEY),6183,1,450140,770200,2010,5.1,45,1,40,77,2,0,,45.02777778,,45.02777778,,77.03333333,,77.03333333,,-77.03333333,,-77.03333333
BRULE LAKE (WENSLEY),6183,1,450140,770200,2011,6.1,45,1,40,77,2,0,,45.02777778,,45.02777778,,77.03333333,,77.03333333,,-77.03333333,,-77.03333333
BRULE LAKE (WENSLEY),6183,1,450140,770200,2012,11.4,45,1,40,77,2,0,,45.02777778,,45.02777778,,77.03333333,,77.03333333,,-77.03333333,,-77.03333333
BRULE LAKE (WENSLEY),6183,1,450140,770200,2013,4.1,45,1,40,77,2,0,,45.02777778,,45.02777778,,77.03333333,,77.03333333,,-77.03333333,,-77.03333333
BRULE LAKE (WENSLEY),6183,1,450140,770200,2014,5.1,45,1,40,77,2,0,,45.02777778,,45.02777778,,77.03333333,,77.03333333,,-77.03333333,,-77.03333333
BRULE LAKE (WENSLEY),6183,1,450140,770200,2015,6.9,45,1,40,77,2,0,,45.02777778,,45.02777778,,77.03333333,,77.03333333,,-77.03333333,,-77.03333333
BRULE LAKE (WENSLEY),6183,1,450140,770200,2016,7.3,45,1,40,77,2,0,,45.02777778,,45.02777778,,77.03333333,,77.03333333,,-77.03333333,,-77.03333333
BRULE LAKE (WENSLEY),6183,2,450154,770210,2005,7.4,45,1,54,77,2,10,,45.03166667,,45.03166667,,77.03611111,,77.03611111,,-77.03611111,,-77.03611111
BRULE LAKE (WENSLEY),6183,2,450154,770210,2012,6.4,45,1,54,77,2,10,,45.03166667,,45.03166667,,77.03611111,,77.03611111,,-77.03611111,,-77.03611111
BRULE LAKE (WENSLEY),6183,3,450334,770311,2005,8.2,45,3,34,77,3,11,,45.05944444,,45.05944444,,77.05305556,,77.05305556,,-77.05305556,,-77.05305556
BRULE LAKE (WENSLEY),6183,3,450334,770311,2012,9,45,3,34,77,3,11,,45.05944444,,45.05944444,,77.05305556,,77.05305556,,-77.05305556,,-77.05305556
BRULE LAKE (WENSLEY),6183,4,450313,770343,2005,7,45,3,13,77,3,43,,45.05361111,,45.05361111,,77.06194444,,77.06194444,,-77.06194444,,-77.06194444
BRULE LAKE (WENSLEY),6183,4,450313,770343,2012,6.8,45,3,13,77,3,43,,45.05361111,,45.05361111,,77.06194444,,77.06194444,,-77.06194444,,-77.06194444
BRUSH LAKE,611,1,451617,794527,2009,6.25,45,16,17,79,45,27,,45.27138889,,45.27138889,,79.7575,,79.7575,,-79.7575,,-79.7575
BRUSH LAKE,611,1,451617,794527,2010,4.6,45,16,17,79,45,27,,45.27138889,,45.27138889,,79.7575,,79.7575,,-79.7575,,-79.7575
BRUSH LAKE,611,1,451617,794527,2011,5.8,45,16,17,79,45,27,,45.27138889,,45.27138889,,79.7575,,79.7575,,-79.7575,,-79.7575
BRUSH LAKE,611,1,451617,794527,2012,3.5,45,16,17,79,45,27,,45.27138889,,45.27138889,,79.7575,,79.7575,,-79.7575,,-79.7575
BRUSH LAKE,611,1,451617,794527,2013,5,45,16,17,79,45,27,,45.27138889,,45.27138889,,79.7575,,79.7575,,-79.7575,,-79.7575
BRUSH LAKE,611,1,451617,794527,2014,4.9,45,16,17,79,45,27,,45.27138889,,45.27138889,,79.7575,,79.7575,,-79.7575,,-79.7575
BRUSH LAKE,611,1,451617,794527,2015,4.1,45,16,17,79,45,27,,45.27138889,,45.27138889,,79.7575,,79.7575,,-79.7575,,-79.7575
BRUSH LAKE,611,1,451617,794527,2016,4.1,45,16,17,79,45,27,,45.27138889,,45.27138889,,79.7575,,79.7575,,-79.7575,,-79.7575
BUCK LAKE,616,1,452332,785927,2002,8.25,45,23,32,78,59,27,,45.39222222,,45.39222222,,78.99083333,,78.99083333,,-78.99083333,,-78.99083333
BUCK LAKE,617,1,452452,792325,2002,11.55,45,24,52,79,23,25,,45.41444444,,45.41444444,,79.39027778,,79.39027778,,-79.39027778,,-79.39027778
BUCK LAKE,617,2,452452,792325,2005,12.1,45,24,52,79,23,25,,45.41444444,,45.41444444,,79.39027778,,79.39027778,,-79.39027778,,-79.39027778
BUCK LAKE,617,2,452452,792325,2006,10.85,45,24,52,79,23,25,,45.41444444,,45.41444444,,79.39027778,,79.39027778,,-79.39027778,,-79.39027778
BUCK LAKE,617,2,452452,792325,2007,11.5,45,24,52,79,23,25,,45.41444444,,45.41444444,,79.39027778,,79.39027778,,-79.39027778,,-79.39027778
BUCK LAKE,617,2,452452,792325,2008,11.5,45,24,52,79,23,25,,45.41444444,,45.41444444,,79.39027778,,79.39027778,,-79.39027778,,-79.39027778
BUCK LAKE,617,2,452452,792325,2009,11.05,45,24,52,79,23,25,,45.41444444,,45.41444444,,79.39027778,,79.39027778,,-79.39027778,,-79.39027778
BUCK LAKE,617,2,452452,792325,2010,11.5,45,24,52,79,23,25,,45.41444444,,45.41444444,,79.39027778,,79.39027778,,-79.39027778,,-79.39027778
BUCK LAKE,617,2,452452,792325,2011,11.3,45,24,52,79,23,25,,45.41444444,,45.41444444,,79.39027778,,79.39027778,,-79.39027778,,-79.39027778
BUCK LAKE,617,2,452452,792325,2012,10.3,45,24,52,79,23,25,,45.41444444,,45.41444444,,79.39027778,,79.39027778,,-79.39027778,,-79.39027778
BUCK LAKE,617,2,452452,792325,2013,12.2,45,24,52,79,23,25,,45.41444444,,45.41444444,,79.39027778,,79.39027778,,-79.39027778,,-79.39027778
BUCK LAKE,617,2,452452,792325,2014,9.4,45,24,52,79,23,25,,45.41444444,,45.41444444,,79.39027778,,79.39027778,,-79.39027778,,-79.39027778
BUCK LAKE,617,2,452452,792325,2015,11.8,45,24,52,79,23,25,,45.41444444,,45.41444444,,79.39027778,,79.39027778,,-79.39027778,,-79.39027778
BUCK LAKE,617,2,452452,792325,2016,9,45,24,52,79,23,25,,45.41444444,,45.41444444,,79.39027778,,79.39027778,,-79.39027778,,-79.39027778
BUCK LAKE,6186,1,443118,762811,2002,14.225,44,31,18,76,28,11,,44.52166667,,44.52166667,,76.46972222,,76.46972222,,-76.46972222,,-76.46972222
BUCK LAKE,6186,1,443118,762811,2003,13.25,44,31,18,76,28,11,,44.52166667,,44.52166667,,76.46972222,,76.46972222,,-76.46972222,,-76.46972222
BUCK LAKE,6186,1,443118,762811,2004,11.35,44,31,18,76,28,11,,44.52166667,,44.52166667,,76.46972222,,76.46972222,,-76.46972222,,-76.46972222
BUCK LAKE,6186,1,443118,762811,2005,13.8,44,31,18,76,28,11,,44.52166667,,44.52166667,,76.46972222,,76.46972222,,-76.46972222,,-76.46972222
BUCK LAKE,6186,1,443118,762811,2006,14,44,31,18,76,28,11,,44.52166667,,44.52166667,,76.46972222,,76.46972222,,-76.46972222,,-76.46972222
BUCK LAKE,6186,1,443118,762811,2007,11.2,44,31,18,76,28,11,,44.52166667,,44.52166667,,76.46972222,,76.46972222,,-76.46972222,,-76.46972222
BUCK LAKE,6186,1,443118,762811,2008,11.55,44,31,18,76,28,11,,44.52166667,,44.52166667,,76.46972222,,76.46972222,,-76.46972222,,-76.46972222
BUCK LAKE,6186,1,443118,762811,2009,13,44,31,18,76,28,11,,44.52166667,,44.52166667,,76.46972222,,76.46972222,,-76.46972222,,-76.46972222
BUCK LAKE,6186,1,443118,762811,2010,13.8,44,31,18,76,28,11,,44.52166667,,44.52166667,,76.46972222,,76.46972222,,-76.46972222,,-76.46972222
