Lake.Name,STN,Site.ID,Latitude,Longitude,Year,meanTP_yearly,d,m,s,d_long,m_long,s_long
KENOGAMI LAKE,2295,1,480713,801449,2005,13.05,48,07,13,80,14,49
KENOGAMI LAKE,2295,1,480713,801449,2007,14.85,48,07,13,80,14,49
KENOGAMI LAKE,2295,2,480616,801450,2003,13.4,48,06,16,80,14,50
KENOGAMI LAKE,2295,3,480610,801332,2003,12.9,48,06,10,80,13,32
KENOGAMI LAKE,2295,4,480542,801228,2003,13.55,48,05,42,80,12,28
KENOGAMI LAKE,2295,4,480542,801228,2005,12.4,48,05,42,80,12,28
KENOGAMI LAKE,2295,4,480542,801228,2007,14.9,48,05,42,80,12,28
KENOGAMISSI LAKE,2297,1,481533,813256,2002,9.6,48,15,33,81,32,56
KENOGAMISSI LAKE,2297,1,481533,813256,2003,10.8,48,15,33,81,32,56
KENOGAMISSI LAKE,2297,1,481533,813256,2004,9.9,48,15,33,81,32,56
KERNICK LAKE (PIKE),2302,1,453731,792104,2010,3.2,45,37,31,79,21,04
KERNICK LAKE (PIKE),2302,2,453726,792049,2010,3.5,45,37,26,79,20,49
KERNICK LAKE (PIKE),2302,3,453727,792056,2012,4.3,45,37,27,79,20,56
KERNICK LAKE (PIKE),2302,3,453727,792056,2013,3.7,45,37,27,79,20,56
KERNICK LAKE (PIKE),2302,3,453727,792056,2014,6,45,37,27,79,20,56
KERNICK LAKE (PIKE),2302,3,453727,792056,2015,5.2,45,37,27,79,20,56
KERNICK LAKE (PIKE),2302,3,453727,792056,2016,4.7,45,37,27,79,20,56
KEYNOTE LAKE,7616,1,501526,931517,2015,34.6,50,15,26,93,15,17
KEYNOTE LAKE,7616,1,501526,931517,2016,17.1,50,15,26,93,15,17
KEYS LAKE,2317,1,500227,955933,2010,5,50,02,27,95,59,33
KEYS LAKE,2317,1,500227,955933,2012,5.1,50,02,27,95,59,33
KIGHT LAKE,2318,1,451848,795341,2012,9.2,45,18,48,79,53,41
KIGHT LAKE,2318,1,451848,795341,2013,11.5,45,18,48,79,53,41
KIGHT LAKE,2318,1,451848,795341,2015,8.8,45,18,48,79,53,41
KILLENBECK LAKE,6978,1,442951,760348,2002,23,44,29,51,76,03,48
KILLENBECK LAKE,6978,1,442951,760348,2003,27.59,44,29,51,76,03,48
KILLENBECK LAKE,6978,1,442951,760348,2004,23.8833333333333,44,29,51,76,03,48
KILLENBECK LAKE,6978,1,442951,760348,2005,19.0916666666667,44,29,51,76,03,48
KILLENBECK LAKE,6978,1,442951,760348,2006,19.6,44,29,51,76,03,48
KILLENBECK LAKE,6978,1,442951,760348,2007,23.9416666666667,44,29,51,76,03,48
KILLENBECK LAKE,6978,1,442951,760348,2008,23,44,29,51,76,03,48
KILLENBECK LAKE,6978,1,442951,760348,2009,17.65,44,29,51,76,03,48
KILLENBECK LAKE,6978,1,442951,760348,2010,20.9333333333333,44,29,51,76,03,48
KILLENBECK LAKE,6978,1,442951,760348,2011,20.2333333333333,44,29,51,76,03,48
KILLENBECK LAKE,6978,1,442951,760348,2012,19.2333333333333,44,29,51,76,03,48
KILLENBECK LAKE,6978,1,442951,760348,2013,22.1833333333333,44,29,51,76,03,48
KILLENBECK LAKE,6978,1,442951,760348,2014,18.95,44,29,51,76,03,48
KILLENBECK LAKE,6978,1,442951,760348,2015,19.8,44,29,51,76,03,48
KILLENBECK LAKE,6978,1,442951,760348,2016,18.18,44,29,51,76,03,48
KIMBALL LAKE,2324,3,452027,784040,2002,3.2,45,20,27,78,40,40
KIMBALL LAKE,2324,3,452027,784040,2015,8.5,45,20,27,78,40,40
KIMBALL LAKE,2324,4,452013,784016,2015,5.5,45,20,13,78,40,16
KIMBALL LAKE,2324,5,452053,784018,2015,6.2,45,20,53,78,40,18
KINDIOGAMI LAKE (FREDDIE'S),2325,1,465032,825737,2004,6.65,46,50,32,82,57,37
KINGSCOTE LAKE,2334,1,451131,781311,2002,6.7,45,11,31,78,13,11
KINGSHOTT LAKE,2335,1,451412,800003,2010,11.3,45,14,12,80,00,03
KINGSHOTT LAKE,2335,1,451412,800003,2012,7.4,45,14,12,80,00,03
KINGSHOTT LAKE,2335,1,451412,800003,2013,14.7,45,14,12,80,00,03
KINGSHOTT LAKE,2335,1,451412,800003,2014,8.3,45,14,12,80,00,03
KINGSHOTT LAKE,2335,1,451412,800003,2016,8.2,45,14,12,80,00,03
KLAXON LAKE,2348,1,450946,783757,2002,8.3,45,09,46,78,37,57
KLONDYKE LAKES,2350,1,463539,820551,2004,6.7,46,35,39,82,05,51
KNOWLTON LAKE,6436,1,442711,763649,2002,8.88,44,27,11,76,36,49
KNOWLTON LAKE,6436,1,442711,763649,2003,10.25,44,27,11,76,36,49
KNOWLTON LAKE,6436,1,442711,763649,2004,11.7,44,27,11,76,36,49
KNOWLTON LAKE,6436,1,442711,763649,2005,8.75,44,27,11,76,36,49
KNOWLTON LAKE,6436,1,442711,763649,2006,7.15,44,27,11,76,36,49
KNOWLTON LAKE,6436,1,442711,763649,2007,10.15,44,27,11,76,36,49
KNOWLTON LAKE,6436,1,442711,763649,2008,10.25,44,27,11,76,36,49
KNOWLTON LAKE,6436,1,442711,763649,2009,2.35,44,27,11,76,36,49
KNOWLTON LAKE,6436,1,442711,763649,2010,9.4,44,27,11,76,36,49
KNOWLTON LAKE,6436,1,442711,763649,2011,8,44,27,11,76,36,49
KNOWLTON LAKE,6436,1,442711,763649,2012,5.2,44,27,11,76,36,49
KNOWLTON LAKE,6436,1,442711,763649,2013,5.6,44,27,11,76,36,49
KNOWLTON LAKE,6436,1,442711,763649,2014,6,44,27,11,76,36,49
KNOWLTON LAKE,6436,1,442711,763649,2015,14.4,44,27,11,76,36,49
KNOWLTON LAKE,6436,1,442711,763649,2016,4.9,44,27,11,76,36,49
KNOWLTON LAKE,6436,2,442656,763653,2005,8.05,44,26,56,76,36,53
KNOWLTON LAKE,6436,3,442739,763640,2005,7.15,44,27,39,76,36,40
KOSHLONG LAKE,2365,1,445826,783041,2002,25.5,44,58,26,78,30,41
KOSHLONG LAKE,2365,1,445826,783041,2003,32.4,44,58,26,78,30,41
KOSHLONG LAKE,2365,1,445826,783041,2004,4.1,44,58,26,78,30,41
KOSHLONG LAKE,2365,1,445826,783041,2006,3.8,44,58,26,78,30,41
KOSHLONG LAKE,2365,1,445826,783041,2007,4.05,44,58,26,78,30,41
KOSHLONG LAKE,2365,1,445826,783041,2009,8.55,44,58,26,78,30,41
KOSHLONG LAKE,2365,1,445826,783041,2010,5.3,44,58,26,78,30,41
KOSHLONG LAKE,2365,1,445826,783041,2012,6.2,44,58,26,78,30,41
KOSHLONG LAKE,2365,1,445826,783041,2013,5.2,44,58,26,78,30,41
KOSHLONG LAKE,2365,1,445826,783041,2014,6,44,58,26,78,30,41
KOSHLONG LAKE,2365,1,445826,783041,2015,6.8,44,58,26,78,30,41
KOSHLONG LAKE,2365,1,445826,783041,2016,7.1,44,58,26,78,30,41
KOSHLONG LAKE,2365,2,445816,782915,2009,6.15,44,58,16,78,29,15
KOSHLONG LAKE,2365,2,445816,782915,2015,4.7,44,58,16,78,29,15
KOSHLONG LAKE,2365,2,445816,782915,2016,5.3,44,58,16,78,29,15
KOSHLONG LAKE,2365,3,445835,782837,2004,5.15,44,58,35,78,28,37
KOSHLONG LAKE,2365,3,445835,782837,2007,6.45,44,58,35,78,28,37
KOSHLONG LAKE,2365,3,445835,782837,2008,14.1,44,58,35,78,28,37
KOSHLONG LAKE,2365,3,445835,782837,2009,6.7,44,58,35,78,28,37
KOSHLONG LAKE,2365,3,445835,782837,2010,5.6,44,58,35,78,28,37
KOSHLONG LAKE,2365,3,445835,782837,2012,5.3,44,58,35,78,28,37
KOSHLONG LAKE,2365,3,445835,782837,2013,5.1,44,58,35,78,28,37
KOSHLONG LAKE,2365,3,445835,782837,2014,6.1,44,58,35,78,28,37
KOSHLONG LAKE,2365,3,445835,782837,2015,4.8,44,58,35,78,28,37
KOSHLONG LAKE,2365,3,445835,782837,2016,5.6,44,58,35,78,28,37
KOSHLONG LAKE,2365,4,445742,782800,2004,3.85,44,57,42,78,28,00
KOSHLONG LAKE,2365,4,445742,782800,2006,4.95,44,57,42,78,28,00
KOSHLONG LAKE,2365,4,445742,782800,2007,6.5,44,57,42,78,28,00
KOSHLONG LAKE,2365,4,445742,782800,2008,6.3,44,57,42,78,28,00
KOSHLONG LAKE,2365,4,445742,782800,2009,9.7,44,57,42,78,28,00
KOSHLONG LAKE,2365,4,445742,782800,2010,6.6,44,57,42,78,28,00
KOSHLONG LAKE,2365,4,445742,782800,2012,5.4,44,57,42,78,28,00
KOSHLONG LAKE,2365,4,445742,782800,2013,5.2,44,57,42,78,28,00
KOSHLONG LAKE,2365,4,445742,782800,2014,6.6,44,57,42,78,28,00
KOSHLONG LAKE,2365,4,445742,782800,2015,5.9,44,57,42,78,28,00
KOSHLONG LAKE,2365,4,445742,782800,2016,5.7,44,57,42,78,28,00
KOSHLONG LAKE,2365,5,445810,783046,2004,4.2,44,58,10,78,30,46
KOSHLONG LAKE,2365,5,445810,783046,2008,9.075,44,58,10,78,30,46
KOSHLONG LAKE,2365,5,445810,783046,2009,7.65,44,58,10,78,30,46
KOSHLONG LAKE,2365,5,445810,783046,2010,7.5,44,58,10,78,30,46
KOSHLONG LAKE,2365,5,445810,783046,2012,5.8,44,58,10,78,30,46
KOSHLONG LAKE,2365,5,445810,783046,2013,4.9,44,58,10,78,30,46
KOSHLONG LAKE,2365,5,445810,783046,2014,6.8,44,58,10,78,30,46
KOSHLONG LAKE,2365,5,445810,783046,2015,7.7,44,58,10,78,30,46
KOSHLONG LAKE,2365,5,445810,783046,2016,22.9,44,58,10,78,30,46
KOSHLONG LAKE,2365,6,445803,782820,2006,4.15,44,58,03,78,28,20
KOSHLONG LAKE,2365,6,445803,782820,2009,8,44,58,03,78,28,20
KOSHLONG LAKE,2365,6,445803,782820,2010,6.1,44,58,03,78,28,20
KOSHLONG LAKE,2365,6,445803,782820,2012,5.1,44,58,03,78,28,20
KOSHLONG LAKE,2365,6,445803,782820,2013,4.2,44,58,03,78,28,20
KOSHLONG LAKE,2365,6,445803,782820,2014,6.3,44,58,03,78,28,20
KOSHLONG LAKE,2365,6,445803,782820,2015,5.1,44,58,03,78,28,20
KOSHLONG LAKE,2365,6,445803,782820,2016,4.9,44,58,03,78,28,20
KOSHLONG LAKE,2365,7,445808,782925,2007,8.05,44,58,08,78,29,25
KOSHLONG LAKE,2365,7,445808,782925,2014,6.7,44,58,08,78,29,25
KUIACK LAKE,7567,1,452544,773219,2016,11.6,45,25,44,77,32,19
KUKAGAMI LAKE,2369,1,464400,803300,2006,4.75,46,44,00,80,33,00
KUKAGAMI LAKE,2369,1,464400,803300,2008,5.4,46,44,00,80,33,00
KUKAGAMI LAKE,2369,1,464400,803300,2009,6.35,46,44,00,80,33,00
KUKAGAMI LAKE,2369,1,464400,803300,2010,4.8,46,44,00,80,33,00
KUKAGAMI LAKE,2369,1,464400,803300,2011,6.4,46,44,00,80,33,00
KUKAGAMI LAKE,2369,1,464400,803300,2012,4.6,46,44,00,80,33,00
KUKAGAMI LAKE,2369,1,464400,803300,2013,3.7,46,44,00,80,33,00
KUKAGAMI LAKE,2369,1,464400,803300,2014,5.3,46,44,00,80,33,00
KUKAGAMI LAKE,2369,1,464400,803300,2015,4,46,44,00,80,33,00
KUKAGAMI LAKE,2369,1,464400,803300,2016,3.5,46,44,00,80,33,00
KUKAGAMI LAKE,2369,2,464145,803309,2006,3.7,46,41,45,80,33,09
KUKAGAMI LAKE,2369,2,464145,803309,2007,3.35,46,41,45,80,33,09
KUKAGAMI LAKE,2369,3,464204,803305,2010,3.1,46,42,04,80,33,05
KUKAGAMI LAKE,2369,3,464204,803305,2012,3,46,42,04,80,33,05
KULAS LAKE (GREENAN),7312,1,452800,774400,2003,5.65,45,28,00,77,44,00
KULAS LAKE (GREENAN),7312,2,452811,774360,2013,6,45,28,11,77,43,60
KULAS LAKE (GREENAN),7312,2,452811,774360,2014,8.4,45,28,11,77,43,60
KULAS LAKE (GREENAN),7312,2,452811,774360,2015,8.7,45,28,11,77,43,60
KULAS LAKE (GREENAN),7312,2,452811,774360,2016,4.1,45,28,11,77,43,60
KUMSKA LAKE,2372,1,464750,810254,2004,5.35,46,47,50,81,02,54
KUSHOG LAKE,2373,1,450526,784727,2002,4.55,45,05,26,78,47,27
KUSHOG LAKE,2373,1,450526,784727,2003,4.35,45,05,26,78,47,27
KUSHOG LAKE,2373,1,450526,784727,2004,5.08,45,05,26,78,47,27
KUSHOG LAKE,2373,1,450526,784727,2005,6.43,45,05,26,78,47,27
KUSHOG LAKE,2373,1,450526,784727,2006,5.08,45,05,26,78,47,27
KUSHOG LAKE,2373,1,450526,784727,2007,4.44,45,05,26,78,47,27
KUSHOG LAKE,2373,1,450526,784727,2008,4.45,45,05,26,78,47,27
KUSHOG LAKE,2373,1,450526,784727,2009,4.45,45,05,26,78,47,27
KUSHOG LAKE,2373,1,450526,784727,2010,5.7,45,05,26,78,47,27
KUSHOG LAKE,2373,1,450526,784727,2011,4.7,45,05,26,78,47,27
KUSHOG LAKE,2373,1,450526,784727,2012,4.3,45,05,26,78,47,27
KUSHOG LAKE,2373,1,450526,784727,2013,5.3,45,05,26,78,47,27
KUSHOG LAKE,2373,1,450526,784727,2014,5.4,45,05,26,78,47,27
KUSHOG LAKE,2373,1,450526,784727,2015,5.2,45,05,26,78,47,27
KUSHOG LAKE,2373,1,450526,784727,2016,4.2,45,05,26,78,47,27
KUSHOG LAKE,2373,2,450635,784823,2002,6.55,45,06,35,78,48,23
KUSHOG LAKE,2373,2,450635,784823,2003,5.25,45,06,35,78,48,23
KUSHOG LAKE,2373,2,450635,784823,2004,4.45,45,06,35,78,48,23
KUSHOG LAKE,2373,2,450635,784823,2005,6.03,45,06,35,78,48,23
KUSHOG LAKE,2373,2,450635,784823,2006,5.09,45,06,35,78,48,23
KUSHOG LAKE,2373,2,450635,784823,2007,4.49,45,06,35,78,48,23
KUSHOG LAKE,2373,2,450635,784823,2008,3.9,45,06,35,78,48,23
KUSHOG LAKE,2373,2,450635,784823,2009,3.95,45,06,35,78,48,23
KUSHOG LAKE,2373,2,450635,784823,2010,4.5,45,06,35,78,48,23
KUSHOG LAKE,2373,2,450635,784823,2011,5,45,06,35,78,48,23
KUSHOG LAKE,2373,2,450635,784823,2012,4.5,45,06,35,78,48,23
KUSHOG LAKE,2373,2,450635,784823,2013,5.6,45,06,35,78,48,23
KUSHOG LAKE,2373,2,450635,784823,2014,5.1,45,06,35,78,48,23
KUSHOG LAKE,2373,2,450635,784823,2015,4.8,45,06,35,78,48,23
KUSHOG LAKE,2373,2,450635,784823,2016,3.1,45,06,35,78,48,23
KUSHOG LAKE,2373,3,450239,784523,2002,5.15,45,02,39,78,45,23
KUSHOG LAKE,2373,3,450239,784523,2003,7.25,45,02,39,78,45,23
KUSHOG LAKE,2373,3,450239,784523,2004,5.68,45,02,39,78,45,23
KUSHOG LAKE,2373,3,450239,784523,2005,4.4,45,02,39,78,45,23
KUSHOG LAKE,2373,3,450239,784523,2006,6.71,45,02,39,78,45,23
KUSHOG LAKE,2373,3,450239,784523,2007,7.02,45,02,39,78,45,23
KUSHOG LAKE,2373,3,450239,784523,2008,4.85,45,02,39,78,45,23
KUSHOG LAKE,2373,3,450239,784523,2009,5.9,45,02,39,78,45,23
KUSHOG LAKE,2373,3,450239,784523,2010,6.3,45,02,39,78,45,23
KUSHOG LAKE,2373,3,450239,784523,2011,5.9,45,02,39,78,45,23
KUSHOG LAKE,2373,3,450239,784523,2012,6,45,02,39,78,45,23
KUSHOG LAKE,2373,3,450239,784523,2013,6.9,45,02,39,78,45,23
KUSHOG LAKE,2373,3,450239,784523,2014,6.1,45,02,39,78,45,23
KUSHOG LAKE,2373,3,450239,784523,2015,5.1,45,02,39,78,45,23
KUSHOG LAKE,2373,3,450239,784523,2016,6.1,45,02,39,78,45,23
KUSHOG LAKE,2373,4,450331,784530,2004,5.66,45,03,31,78,45,30
KUSHOG LAKE,2373,4,450331,784530,2005,4.67,45,03,31,78,45,30
KUSHOG LAKE,2373,4,450331,784530,2006,5.95,45,03,31,78,45,30
KUSHOG LAKE,2373,4,450331,784530,2007,6.47,45,03,31,78,45,30
KUSHOG LAKE,2373,4,450331,784530,2008,5.65,45,03,31,78,45,30
KUSHOG LAKE,2373,4,450331,784530,2009,5.25,45,03,31,78,45,30
KUSHOG LAKE,2373,4,450331,784530,2010,8.3,45,03,31,78,45,30
KUSHOG LAKE,2373,4,450331,784530,2011,6,45,03,31,78,45,30
KUSHOG LAKE,2373,4,450331,784530,2012,5,45,03,31,78,45,30
KUSHOG LAKE,2373,4,450331,784530,2013,6.7,45,03,31,78,45,30
KUSHOG LAKE,2373,4,450331,784530,2014,6.1,45,03,31,78,45,30
KUSHOG LAKE,2373,4,450331,784530,2015,5.1,45,03,31,78,45,30
KUSHOG LAKE,2373,4,450331,784530,2016,5.3,45,03,31,78,45,30
KUSHOG LAKE,2373,5,450520,784725,2016,5.6,45,05,20,78,47,25
KUSHOG LAKE,2373,6,450437,784709,2016,5.4,45,04,37,78,47,09
KUSK LAKE (RAT),2375,1,461917,812037,2002,23.05,46,19,17,81,20,37
KUSK LAKE (RAT),2375,1,461917,812037,2003,16.2,46,19,17,81,20,37
KUSK LAKE (RAT),2375,1,461917,812037,2005,24.9,46,19,17,81,20,37
KUSK LAKE (RAT),2375,1,461917,812037,2006,14.3,46,19,17,81,20,37
KUSK LAKE (RAT),2375,2,461916,812019,2003,14.1,46,19,16,81,20,19
KUSK LAKE (RAT),2375,2,461916,812019,2004,13.4,46,19,16,81,20,19
KUSK LAKE (RAT),2375,2,461916,812019,2010,14.2,46,19,16,81,20,19
KUSK LAKE (RAT),2375,2,461916,812019,2012,12.6,46,19,16,81,20,19
KUSK LAKE (RAT),2375,2,461916,812019,2014,14,46,19,16,81,20,19
KUSK LAKE (RAT),2375,2,461916,812019,2016,12.1,46,19,16,81,20,19
KUSK LAKE (RAT),2375,3,461917,812010,2006,16.95,46,19,17,81,20,10
KUSK LAKE (RAT),2375,3,461917,812010,2007,18.05,46,19,17,81,20,10
LA CLOCHE LAKE,6896,1,460904,820300,2002,18.1,46,09,04,82,03,00
LA CLOCHE LAKE,6896,1,460904,820300,2003,16.8,46,09,04,82,03,00
LA CLOCHE LAKE,6896,1,460904,820300,2004,13.9,46,09,04,82,03,00
LA CLOCHE LAKE,6896,1,460904,820300,2005,23.7,46,09,04,82,03,00
LA CLOCHE LAKE,6896,1,460904,820300,2006,14.4,46,09,04,82,03,00
LA CLOCHE LAKE,6896,1,460904,820300,2007,15.55,46,09,04,82,03,00
LA CLOCHE LAKE,6896,1,460904,820300,2008,19.25,46,09,04,82,03,00
LA CLOCHE LAKE,6896,1,460904,820300,2009,16.35,46,09,04,82,03,00
LA CLOCHE LAKE,6896,1,460904,820300,2010,14.7,46,09,04,82,03,00
LA CLOCHE LAKE,6896,1,460904,820300,2011,17.2,46,09,04,82,03,00
LA CLOCHE LAKE,6896,1,460904,820300,2012,16.7,46,09,04,82,03,00
LA CLOCHE LAKE,6896,1,460904,820300,2013,13.5,46,09,04,82,03,00
LA CLOCHE LAKE,6896,1,460904,820300,2015,25.3,46,09,04,82,03,00
LA CLOCHE LAKE,6896,1,460904,820300,2016,18,46,09,04,82,03,00
LA CLOCHE LAKE,6896,2,460858,820004,2010,15.9,46,08,58,82,00,04
LA CLOCHE LAKE,6896,3,460836,820453,2010,10.1,46,08,36,82,04,53
LA CLOCHE LAKE,6896,4,460728,820214,2010,7.9,46,07,28,82,02,14
LAC DES ISLES (NL),2390,1,492928,823327,2005,12.95,49,29,28,82,33,27
LAC DES ISLES (NL),2390,2,492944,823314,2005,11.8,49,29,44,82,33,14
LACLU LAKE (LULU),7148,1,494624,944341,2002,18,49,46,24,94,43,41
LACLU LAKE (LULU),7148,1,494624,944341,2003,10.7,49,46,24,94,43,41
LACLU LAKE (LULU),7148,1,494624,944341,2004,16.4,49,46,24,94,43,41
LACLU LAKE (LULU),7148,1,494624,944341,2005,15,49,46,24,94,43,41
LACLU LAKE (LULU),7148,1,494624,944341,2006,27.7,49,46,24,94,43,41
LACLU LAKE (LULU),7148,1,494624,944341,2007,15.7,49,46,24,94,43,41
LACLU LAKE (LULU),7148,1,494624,944341,2008,23.95,49,46,24,94,43,41
LACLU LAKE (LULU),7148,1,494624,944341,2009,21.2,49,46,24,94,43,41
LACLU LAKE (LULU),7148,1,494624,944341,2010,21.5,49,46,24,94,43,41
LACLU LAKE (LULU),7148,1,494624,944341,2011,18.9,49,46,24,94,43,41
LACLU LAKE (LULU),7148,1,494624,944341,2012,16.2,49,46,24,94,43,41
LACLU LAKE (LULU),7148,1,494624,944341,2013,25.8,49,46,24,94,43,41
LACLU LAKE (LULU),7148,1,494624,944341,2014,26.1,49,46,24,94,43,41
LACLU LAKE (LULU),7148,1,494624,944341,2015,18.4,49,46,24,94,43,41
LACLU LAKE (LULU),7148,1,494624,944341,2016,17.5,49,46,24,94,43,41
LACLU LAKE (LULU),7148,2,494624,944206,2002,20.25,49,46,24,94,42,06
LACLU LAKE (LULU),7148,2,494624,944206,2003,18.44,49,46,24,94,42,06
LACLU LAKE (LULU),7148,2,494624,944206,2004,19.8333333333333,49,46,24,94,42,06
LACLU LAKE (LULU),7148,2,494624,944206,2005,18.9083333333333,49,46,24,94,42,06
LACLU LAKE (LULU),7148,2,494624,944206,2006,19.7666666666667,49,46,24,94,42,06
LACLU LAKE (LULU),7148,2,494624,944206,2007,15.99,49,46,24,94,42,06
LACLU LAKE (LULU),7148,2,494624,944206,2008,21.35,49,46,24,94,42,06
LACLU LAKE (LULU),7148,2,494624,944206,2009,24.69,49,46,24,94,42,06
LACLU LAKE (LULU),7148,2,494624,944206,2010,17.5666666666667,49,46,24,94,42,06
LACLU LAKE (LULU),7148,2,494624,944206,2011,21.0666666666667,49,46,24,94,42,06
LACLU LAKE (LULU),7148,2,494624,944206,2012,18.3666666666667,49,46,24,94,42,06
LACLU LAKE (LULU),7148,2,494624,944206,2013,16.6,49,46,24,94,42,06
LACLU LAKE (LULU),7148,2,494624,944206,2014,17.7333333333333,49,46,24,94,42,06
LACLU LAKE (LULU),7148,2,494624,944206,2015,16.75,49,46,24,94,42,06
LACLU LAKE (LULU),7148,2,494624,944206,2016,17.55,49,46,24,94,42,06
LACLU LAKE (LULU),7148,3,494623,944149,2002,17.57,49,46,23,94,41,49
LACLU LAKE (LULU),7148,3,494623,944149,2003,17.9,49,46,23,94,41,49
LACLU LAKE (LULU),7148,4,494614,944236,2002,26.9,49,46,14,94,42,36
LACLU LAKE (LULU),7148,4,494614,944236,2003,19.65,49,46,14,94,42,36
LACLU LAKE (LULU),7148,4,494614,944236,2004,20.1,49,46,14,94,42,36
LACLU LAKE (LULU),7148,6,494605,944200,2002,26.4,49,46,05,94,42,00
LACLU LAKE (LULU),7148,6,494605,944200,2003,20.55,49,46,05,94,42,00
LACLU LAKE (LULU),7148,6,494605,944200,2004,18.25,49,46,05,94,42,00
LACLU LAKE (LULU),7148,6,494605,944200,2005,18.5,49,46,05,94,42,00
LACLU LAKE (LULU),7148,6,494605,944200,2006,38.1,49,46,05,94,42,00
LACLU LAKE (LULU),7148,6,494605,944200,2007,16.15,49,46,05,94,42,00
LACLU LAKE (LULU),7148,6,494605,944200,2008,48.85,49,46,05,94,42,00
LACLU LAKE (LULU),7148,6,494605,944200,2009,27.8,49,46,05,94,42,00
LACLU LAKE (LULU),7148,6,494605,944200,2010,17.8,49,46,05,94,42,00
LACLU LAKE (LULU),7148,6,494605,944200,2011,14.4,49,46,05,94,42,00
LACLU LAKE (LULU),7148,6,494605,944200,2012,29.1,49,46,05,94,42,00
LACLU LAKE (LULU),7148,6,494605,944200,2013,35.4,49,46,05,94,42,00
LACLU LAKE (LULU),7148,6,494605,944200,2014,15.8,49,46,05,94,42,00
LACLU LAKE (LULU),7148,8,494552,944145,2006,22.15,49,45,52,94,41,45
LACLU LAKE (LULU),7148,8,494552,944145,2007,26.8,49,45,52,94,41,45
LACLU LAKE (LULU),7148,8,494552,944145,2014,13.6,49,45,52,94,41,45
LACLU LAKE (LULU),7148,8,494552,944145,2015,15.8,49,45,52,94,41,45
LACLU LAKE (LULU),7148,8,494552,944145,2016,18.5,49,45,52,94,41,45
LACLU LAKE (LULU),7148,11,494600,944046,2016,21.1,49,46,00,94,40,46
LACLU RIVER (LULU),7149,1,494619,944350,2001,32.9,49,46,19,94,43,50
LACLU RIVER (LULU),7149,1,494619,944350,2002,32.9,49,46,19,94,43,50
LAKE 42,6445,1,465200,821900,2004,6.7,46,52,00,82,19,00
LAKE CLEAR,2453,1,452535,771007,2003,11,45,25,35,77,10,07
LAKE CLEAR,2453,1,452535,771007,2004,7.7,45,25,35,77,10,07
LAKE CLEAR,2453,1,452535,771007,2005,9.8,45,25,35,77,10,07
LAKE CLEAR,2453,1,452535,771007,2006,7.6,45,25,35,77,10,07
LAKE CLEAR,2453,1,452535,771007,2007,7.55,45,25,35,77,10,07
LAKE CLEAR,2453,1,452535,771007,2008,12.7,45,25,35,77,10,07
LAKE CLEAR,2453,1,452535,771007,2009,8.35,45,25,35,77,10,07
LAKE CLEAR,2453,1,452535,771007,2010,5.3,45,25,35,77,10,07
LAKE CLEAR,2453,1,452535,771007,2011,11.4,45,25,35,77,10,07
LAKE CLEAR,2453,1,452535,771007,2012,7,45,25,35,77,10,07
LAKE CLEAR,2453,1,452535,771007,2013,8.4,45,25,35,77,10,07
LAKE CLEAR,2453,1,452535,771007,2014,10.9,45,25,35,77,10,07
LAKE CLEAR,2453,1,452535,771007,2015,8.8,45,25,35,77,10,07
LAKE CLEAR,2453,1,452535,771007,2016,7.2,45,25,35,77,10,07
LAKE CLEAR,2453,2,452706,771341,2002,10.9,45,27,06,77,13,41
LAKE CLEAR,2453,2,452706,771341,2005,9.425,45,27,06,77,13,41
LAKE CLEAR,2453,2,452706,771341,2006,9,45,27,06,77,13,41
LAKE CLEAR,2453,2,452706,771341,2007,6.95,45,27,06,77,13,41
LAKE CLEAR,2453,2,452706,771341,2008,11.4,45,27,06,77,13,41
LAKE CLEAR,2453,2,452706,771341,2009,7.85,45,27,06,77,13,41
LAKE CLEAR,2453,2,452706,771341,2010,5.4,45,27,06,77,13,41
LAKE CLEAR,2453,2,452706,771341,2011,8.2,45,27,06,77,13,41
LAKE CLEAR,2453,2,452706,771341,2012,8.5,45,27,06,77,13,41
LAKE CLEAR,2453,2,452706,771341,2013,9.4,45,27,06,77,13,41
LAKE CLEAR,2453,2,452706,771341,2014,9.7,45,27,06,77,13,41
LAKE CLEAR,2453,2,452706,771341,2016,10.2,45,27,06,77,13,41
LAKE CLEAR,2453,3,452613,770939,2005,11.275,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2006,5.15,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2007,5.9,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2008,6.35,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2009,7.95,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2010,5,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2011,6.6,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2012,7,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2013,6,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2014,6.5,45,26,13,77,09,39
LAKE CLEAR,2453,3,452613,770939,2016,7.2,45,26,13,77,09,39
LAKE CLEAR,2453,4,452616,771151,2005,10.55,45,26,16,77,11,51
