Lake.Name,STN,Site.ID,Latitude,Longitude,Year,meanTP_yearly,d,m,s,d_long,m_long,s_long
BOBS LAKE,510,2,443733,763737,2007,8.9,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2008,10.05,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2009,10.8,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2010,9.5,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2011,11.3,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2012,8.4,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2013,10,44,37,33,76,37,37
BOBS LAKE,510,2,443733,763737,2014,10.4,44,37,33,76,37,37
BOBS LAKE,510,3,444049,763548,2005,9.75,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2006,9.25,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2007,7.15,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2008,8.45,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2009,7.8,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2010,12.2,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2011,7.9,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2012,7.9,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2013,9.2,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2014,19,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2015,8.7,44,40,49,76,35,48
BOBS LAKE,510,3,444049,763548,2016,30.3,44,40,49,76,35,48
BOBS LAKE,510,4,444035,763641,2002,15.95,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2003,9.15,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2004,12.5,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2005,9.85,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2006,8.5,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2007,9.55,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2008,8.85,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2009,7.75,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2010,7.6,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2011,11.8,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2012,6.6,44,40,35,76,36,41
BOBS LAKE,510,4,444035,763641,2013,8.7,44,40,35,76,36,41
BOBS LAKE,510,5,444208,763349,2002,11.4,44,42,08,76,33,49
BOBS LAKE,510,5,444208,763349,2003,9.35,44,42,08,76,33,49
BOBS LAKE,510,5,444208,763349,2004,12.1,44,42,08,76,33,49
BOBS LAKE,510,5,444208,763349,2005,11.65,44,42,08,76,33,49
BOBS LAKE,510,5,444208,763349,2006,9.85,44,42,08,76,33,49
BOBS LAKE,510,5,444208,763349,2007,9.5,44,42,08,76,33,49
BOBS LAKE,510,5,444208,763349,2008,9.15,44,42,08,76,33,49
BOBS LAKE,510,5,444208,763349,2009,8.3,44,42,08,76,33,49
BOBS LAKE,510,5,444208,763349,2010,9.7,44,42,08,76,33,49
BOBS LAKE,510,5,444208,763349,2011,9.9,44,42,08,76,33,49
BOBS LAKE,510,5,444208,763349,2012,8.9,44,42,08,76,33,49
BOBS LAKE,510,5,444208,763349,2013,8.1,44,42,08,76,33,49
BOBS LAKE,510,5,444208,763349,2014,9.6,44,42,08,76,33,49
BOBS LAKE,510,5,444208,763349,2016,7.3,44,42,08,76,33,49
BOBS LAKE,510,6,443847,763539,2002,15.05,44,38,47,76,35,39
BOBS LAKE,510,6,443847,763539,2003,13.3,44,38,47,76,35,39
BOBS LAKE,510,6,443847,763539,2004,8.05,44,38,47,76,35,39
BOBS LAKE,510,6,443847,763539,2005,8.5,44,38,47,76,35,39
BOBS LAKE,510,6,443847,763539,2006,5.8,44,38,47,76,35,39
BOBS LAKE,510,6,443847,763539,2007,9.2,44,38,47,76,35,39
BOBS LAKE,510,6,443847,763539,2008,9.05,44,38,47,76,35,39
BOBS LAKE,510,6,443847,763539,2009,11.85,44,38,47,76,35,39
BOBS LAKE,510,6,443847,763539,2010,7.5,44,38,47,76,35,39
BOBS LAKE,510,6,443847,763539,2011,7.6,44,38,47,76,35,39
BOBS LAKE,510,6,443847,763539,2012,6.8,44,38,47,76,35,39
BOBS LAKE,510,6,443847,763539,2013,9.3,44,38,47,76,35,39
BOBS LAKE,510,6,443847,763539,2014,12.5,44,38,47,76,35,39
BOBS LAKE,510,6,443847,763539,2015,10.8,44,38,47,76,35,39
BOBS LAKE,510,6,443847,763539,2016,8.8,44,38,47,76,35,39
BOBS LAKE,510,7,444304,763206,2002,14.3,44,43,04,76,32,06
BOBS LAKE,510,7,444304,763206,2003,11.3,44,43,04,76,32,06
BOBS LAKE,510,7,444304,763206,2004,11.45,44,43,04,76,32,06
BOBS LAKE,510,7,444304,763206,2005,10.85,44,43,04,76,32,06
BOBS LAKE,510,7,444304,763206,2006,7.7,44,43,04,76,32,06
BOBS LAKE,510,7,444304,763206,2007,7.4,44,43,04,76,32,06
BOBS LAKE,510,7,444304,763206,2008,8.45,44,43,04,76,32,06
BOBS LAKE,510,7,444304,763206,2009,10.65,44,43,04,76,32,06
BOBS LAKE,510,7,444304,763206,2010,7.8,44,43,04,76,32,06
BOBS LAKE,510,7,444304,763206,2011,10.2,44,43,04,76,32,06
BOBS LAKE,510,7,444304,763206,2012,8.7,44,43,04,76,32,06
BOBS LAKE,510,7,444304,763206,2013,8.2,44,43,04,76,32,06
BOBS LAKE,510,7,444304,763206,2014,7.4,44,43,04,76,32,06
BOBS LAKE,510,7,444304,763206,2015,11.3,44,43,04,76,32,06
BOBS LAKE,510,7,444304,763206,2016,8.5,44,43,04,76,32,06
BOBS LAKE,510,8,444332,763353,2002,16.25,44,43,32,76,33,53
BOBS LAKE,510,8,444332,763353,2003,12.4,44,43,32,76,33,53
BOBS LAKE,510,8,444332,763353,2004,21,44,43,32,76,33,53
BOBS LAKE,510,8,444332,763353,2005,17.85,44,43,32,76,33,53
BOBS LAKE,510,8,444332,763353,2006,15.6,44,43,32,76,33,53
BOBS LAKE,510,8,444332,763353,2007,15,44,43,32,76,33,53
BOBS LAKE,510,8,444332,763353,2011,21.7,44,43,32,76,33,53
BOBS LAKE,510,8,444332,763353,2014,11.9,44,43,32,76,33,53
BOBS LAKE,510,8,444332,763353,2015,13.7,44,43,32,76,33,53
BOBS LAKE,510,8,444332,763353,2016,13.4,44,43,32,76,33,53
BOBS LAKE,510,9,444249,763459,2002,13.4,44,42,49,76,34,59
BOBS LAKE,510,9,444249,763459,2003,5.75,44,42,49,76,34,59
BOBS LAKE,510,9,444249,763459,2004,10.5,44,42,49,76,34,59
BOBS LAKE,510,9,444249,763459,2005,7.8,44,42,49,76,34,59
BOBS LAKE,510,9,444249,763459,2006,11.7,44,42,49,76,34,59
BOBS LAKE,510,9,444249,763459,2007,7.35,44,42,49,76,34,59
BOBS LAKE,510,9,444249,763459,2008,7.1,44,42,49,76,34,59
BOBS LAKE,510,9,444249,763459,2009,7.9,44,42,49,76,34,59
BOBS LAKE,510,9,444249,763459,2010,6.6,44,42,49,76,34,59
BOBS LAKE,510,9,444249,763459,2011,6.2,44,42,49,76,34,59
BOBS LAKE,510,9,444249,763459,2012,6,44,42,49,76,34,59
BOBS LAKE,510,9,444249,763459,2013,6.8,44,42,49,76,34,59
BOBS LAKE,510,9,444249,763459,2014,9.6,44,42,49,76,34,59
BOBS LAKE,510,9,444249,763459,2015,6.6,44,42,49,76,34,59
BOBS LAKE,510,9,444249,763459,2016,6,44,42,49,76,34,59
BOBS LAKE,510,10,444430,763204,2002,12.05,44,44,30,76,32,04
BOBS LAKE,510,10,444430,763204,2003,8.05,44,44,30,76,32,04
BOBS LAKE,510,10,444430,763204,2004,10.35,44,44,30,76,32,04
BOBS LAKE,510,10,444430,763204,2005,9.3,44,44,30,76,32,04
BOBS LAKE,510,10,444430,763204,2006,12.3,44,44,30,76,32,04
BOBS LAKE,510,10,444430,763204,2007,12.35,44,44,30,76,32,04
BOBS LAKE,510,10,444430,763204,2008,9.35,44,44,30,76,32,04
BOBS LAKE,510,10,444430,763204,2009,10.6,44,44,30,76,32,04
BOBS LAKE,510,10,444430,763204,2010,10.9,44,44,30,76,32,04
BOBS LAKE,510,10,444430,763204,2011,12.1,44,44,30,76,32,04
BOBS LAKE,510,10,444430,763204,2012,7.5,44,44,30,76,32,04
BOBS LAKE,510,10,444430,763204,2013,10.5,44,44,30,76,32,04
BOBS LAKE,510,10,444430,763204,2014,8.2,44,44,30,76,32,04
BOBS LAKE,510,10,444430,763204,2015,8.2,44,44,30,76,32,04
BOBS LAKE,510,10,444430,763204,2016,6,44,44,30,76,32,04
BOBS LAKE,510,11,443936,763836,2002,24.95,44,39,36,76,38,36
BOBS LAKE,510,11,443936,763836,2003,12.95,44,39,36,76,38,36
BOBS LAKE,510,11,443936,763836,2004,15.4,44,39,36,76,38,36
BOBS LAKE,510,11,443936,763836,2005,12.9,44,39,36,76,38,36
BOBS LAKE,510,11,443936,763836,2006,12.1,44,39,36,76,38,36
BOBS LAKE,510,11,443936,763836,2007,11.45,44,39,36,76,38,36
BOBS LAKE,510,11,443936,763836,2008,9.2,44,39,36,76,38,36
BOBS LAKE,510,11,443936,763836,2009,10.55,44,39,36,76,38,36
BOBS LAKE,510,11,443936,763836,2010,11.2,44,39,36,76,38,36
BOBS LAKE,510,11,443936,763836,2011,14.4,44,39,36,76,38,36
BOBS LAKE,510,11,443936,763836,2012,9.3,44,39,36,76,38,36
BOBS LAKE,510,11,443936,763836,2013,8.2,44,39,36,76,38,36
BOBS LAKE,510,11,443936,763836,2014,12.3,44,39,36,76,38,36
BOBS LAKE,510,11,443936,763836,2015,13.4,44,39,36,76,38,36
BOBS LAKE,510,11,443936,763836,2016,9.1,44,39,36,76,38,36
BOBS LAKE,510,12,443852,763538,2005,8.1,44,38,52,76,35,38
BOBS LAKE,510,13,444033,763557,2005,6.25,44,40,33,76,35,57
BOBS LAKE,510,14,443911,763721,2005,9,44,39,11,76,37,21
BOBS LAKE,510,14,443911,763721,2012,9.4,44,39,11,76,37,21
BOBS LAKE,510,15,443725,763742,2005,9.4,44,37,25,76,37,42
BOBS LAKE,510,16,444332,763353,2010,12.4,44,43,32,76,33,53
BOBS LAKE,510,16,444332,763353,2012,17.3,44,43,32,76,33,53
BOBS LAKE,510,16,444332,763353,2013,9,44,43,32,76,33,53
BOBS LAKE,510,16,444332,763353,2014,10.1,44,43,32,76,33,53
BOBS LAKE,510,16,444332,763353,2015,12.6,44,43,32,76,33,53
BOBS LAKE,510,16,444332,763353,2016,11.5,44,43,32,76,33,53
BOBS LAKE,510,17,444249,763459,2010,7.1,44,42,49,76,34,59
BOBS LAKE,510,17,444249,763459,2012,7.7,44,42,49,76,34,59
BOBS LAKE,510,17,444249,763459,2013,14.1,44,42,49,76,34,59
BOBS LAKE,510,17,444249,763459,2014,12.7,44,42,49,76,34,59
BOBS LAKE,510,17,444249,763459,2015,7.4,44,42,49,76,34,59
BOBS LAKE,510,17,444249,763459,2016,7.4,44,42,49,76,34,59
BOBS LAKE,510,18,444430,763204,2010,7.8,44,44,30,76,32,04
BOBS LAKE,510,18,444430,763204,2013,9.5,44,44,30,76,32,04
BOBS LAKE,510,18,444430,763204,2014,12.1,44,44,30,76,32,04
BOBS LAKE,510,18,444430,763204,2015,8.1,44,44,30,76,32,04
BOBS LAKE,510,18,444430,763204,2016,7.5,44,44,30,76,32,04
BOBS LAKE,510,19,443847,763539,2010,8.6,44,38,47,76,35,39
BOBS LAKE,510,19,443847,763539,2013,10.8,44,38,47,76,35,39
BOBS LAKE,510,19,443847,763539,2014,11,44,38,47,76,35,39
BOBS LAKE,510,19,443847,763539,2015,7.5,44,38,47,76,35,39
BOBS LAKE,510,19,443847,763539,2016,10.6,44,38,47,76,35,39
BOBS LAKE,510,20,443733,763737,2010,10.8,44,37,33,76,37,37
BOBS LAKE,510,20,443733,763737,2013,16.5,44,37,33,76,37,37
BOBS LAKE,510,20,443733,763737,2014,14.7,44,37,33,76,37,37
BOBS LAKE,510,20,443733,763737,2015,8.3,44,37,33,76,37,37
BOBS LAKE,510,20,443733,763737,2016,8.9,44,37,33,76,37,37
BOBS LAKE,510,21,443936,763836,2010,8.2,44,39,36,76,38,36
BOBS LAKE,510,21,443936,763836,2013,14.9,44,39,36,76,38,36
BOBS LAKE,510,21,443936,763836,2014,12,44,39,36,76,38,36
BOBS LAKE,510,21,443936,763836,2015,8.8,44,39,36,76,38,36
BOBS LAKE,510,21,443936,763836,2016,12,44,39,36,76,38,36
BOBS LAKE,510,22,444208,763349,2010,7.8,44,42,08,76,33,49
BOBS LAKE,510,22,444208,763349,2016,8.3,44,42,08,76,33,49
BOBS LAKE,510,23,444049,763548,2010,10.2,44,40,49,76,35,48
BOBS LAKE,510,23,444049,763548,2012,7.3,44,40,49,76,35,48
BOBS LAKE,510,23,444049,763548,2013,9.7,44,40,49,76,35,48
BOBS LAKE,510,23,444049,763548,2014,14.3,44,40,49,76,35,48
BOBS LAKE,510,23,444049,763548,2015,6.8,44,40,49,76,35,48
BOBS LAKE,510,23,444049,763548,2016,7.4,44,40,49,76,35,48
BOBS LAKE,510,24,444304,763206,2010,9,44,43,04,76,32,06
BOBS LAKE,510,24,444304,763206,2012,8.7,44,43,04,76,32,06
BOBS LAKE,510,24,444304,763206,2013,9,44,43,04,76,32,06
BOBS LAKE,510,24,444304,763206,2014,12,44,43,04,76,32,06
BOBS LAKE,510,24,444304,763206,2015,7.1,44,43,04,76,32,06
BOBS LAKE,510,24,444304,763206,2016,7.2,44,43,04,76,32,06
BOBS LAKE,510,25,444208,763349,2013,11.7,44,42,08,76,33,49
BOBS LAKE,510,25,444208,763349,2014,13.8,44,42,08,76,33,49
BOBS LAKE,510,25,444208,763349,2015,9,44,42,08,76,33,49
BOBS LAKE,7339,1,482933,810911,2004,27.65,48,29,33,81,09,11
BOBS LAKE,7339,1,482933,810911,2005,16.5,48,29,33,81,09,11
BOBS LAKE,7339,1,482933,810911,2006,22.65,48,29,33,81,09,11
BOBS LAKE,7339,1,482933,810911,2010,12.1,48,29,33,81,09,11
BOBS LAKE,7339,1,482933,810911,2012,10.4,48,29,33,81,09,11
BOBS LAKE,7339,1,482933,810911,2013,12.8,48,29,33,81,09,11
BOBS LAKE,7339,2,482945,810839,2006,22.4,48,29,45,81,08,39
BOBS LAKE,7339,2,482945,810839,2010,15.9,48,29,45,81,08,39
BOBS LAKE,7339,2,482945,810839,2012,9.6,48,29,45,81,08,39
BOBS LAKE,7339,2,482945,810839,2013,14.6,48,29,45,81,08,39
BOLGER LAKE,521,1,454007,800956,2002,6.6,45,40,07,80,09,56
BOLGER LAKE,521,1,454007,800956,2003,6.85,45,40,07,80,09,56
BOLGER LAKE,521,1,454007,800956,2004,3.95,45,40,07,80,09,56
BOLGER LAKE,521,1,454007,800956,2005,4.3,45,40,07,80,09,56
BOLGER LAKE,521,1,454007,800956,2006,6.85,45,40,07,80,09,56
BOLGER LAKE,521,1,454007,800956,2007,4.45,45,40,07,80,09,56
BOLGER LAKE,521,1,454007,800956,2008,7.85,45,40,07,80,09,56
BOLGER LAKE,521,1,454007,800956,2009,4.75,45,40,07,80,09,56
BOLGER LAKE,521,1,454007,800956,2010,6.2,45,40,07,80,09,56
BOLGER LAKE,521,1,454007,800956,2011,5.6,45,40,07,80,09,56
BOLGER LAKE,521,1,454007,800956,2012,7.8,45,40,07,80,09,56
BOLGER LAKE,521,1,454007,800956,2013,6,45,40,07,80,09,56
BOLGER LAKE,521,1,454007,800956,2014,4.6,45,40,07,80,09,56
BOLGER LAKE,521,1,454007,800956,2015,6.9,45,40,07,80,09,56
BOND LAKE,7573,1,435600,792655,2013,25.5666666666667,43,56,00,79,26,55
BOND LAKE,7573,1,435600,792655,2014,27.1,43,56,00,79,26,55
BOND LAKE,7573,1,435600,792655,2015,23.1666666666667,43,56,00,79,26,55
BOND LAKE,7573,1,435600,792655,2016,36.26,43,56,00,79,26,55
BONNER LAKE,530,1,492329,820743,2006,10.95,49,23,29,82,07,43
BONNER LAKE,530,2,492305,820806,2006,11.35,49,23,05,82,08,06
BONNIE LAKE,532,1,450800,791600,2004,5,45,08,00,79,16,00
BOOM LAKE,7591,1,481811,814725,2014,7.9,48,18,11,81,47,25
BOOM LAKE,7591,1,481811,814725,2015,7.4,48,18,11,81,47,25
BOOM LAKE,7591,1,481811,814725,2016,5.8,48,18,11,81,47,25
BOOM LAKE,7591,2,481725,814740,2014,10.7,48,17,25,81,47,40
BOOM LAKE,7591,2,481725,814740,2015,8,48,17,25,81,47,40
BOOM LAKE,7591,2,481725,814740,2016,6.7,48,17,25,81,47,40
BOON LAKE,6906,1,460000,790934,2003,8.9,46,00,00,79,09,34
BOSHKUNG LAKE,539,2,450350,784340,2003,6.15,45,03,50,78,43,40
BOSHKUNG LAKE,539,2,450350,784340,2004,17.75,45,03,50,78,43,40
BOSHKUNG LAKE,539,2,450350,784340,2005,6.1,45,03,50,78,43,40
BOSHKUNG LAKE,539,2,450350,784340,2006,8.9,45,03,50,78,43,40
BOSHKUNG LAKE,539,2,450350,784340,2007,5.1,45,03,50,78,43,40
BOSHKUNG LAKE,539,2,450350,784340,2008,17.6,45,03,50,78,43,40
BOSHKUNG LAKE,539,2,450350,784340,2009,5.95,45,03,50,78,43,40
BOSHKUNG LAKE,539,2,450350,784340,2011,4.1,45,03,50,78,43,40
BOSHKUNG LAKE,539,2,450350,784340,2012,5.4,45,03,50,78,43,40
BOSHKUNG LAKE,539,2,450350,784340,2013,7.6,45,03,50,78,43,40
BOSHKUNG LAKE,539,3,450404,784355,2016,6.8,45,04,04,78,43,55
BOSHKUNG LAKE,539,4,450300,784329,2016,7.9,45,03,00,78,43,29
BOTTLE BAY LAKE,7407,1,494700,931547,2005,34.7,49,47,00,93,15,47
BOTTLE BAY LAKE,7407,1,494700,931547,2006,30.2,49,47,00,93,15,47
BOTTLE LAKE,541,1,444600,781700,2009,8.45,44,46,00,78,17,00
BOTTLE LAKE,541,1,444600,781700,2010,9.7,44,46,00,78,17,00
BOTTLE LAKE,541,1,444600,781700,2011,9.6,44,46,00,78,17,00
BOTTLE LAKE,541,1,444600,781700,2012,9.7,44,46,00,78,17,00
BOTTLE LAKE,541,1,444600,781700,2013,8.6,44,46,00,78,17,00
BOTTLE LAKE,541,1,444600,781700,2014,11,44,46,00,78,17,00
BOTTLE LAKE,541,1,444600,781700,2015,11.8,44,46,00,78,17,00
BOTTLE LAKE,541,1,444600,781700,2016,8.1,44,46,00,78,17,00
BOTT'S LAKE,7430,1,444900,780336,2006,12,44,49,00,78,03,36
BOULDER LAKE,7592,1,481244,821530,2014,10.9,48,12,44,82,15,30
BOULDER LAKE,7592,1,481244,821530,2015,10.9,48,12,44,82,15,30
BOULDER LAKE,7592,1,481244,821530,2016,10.4,48,12,44,82,15,30
BOULDER LAKE,7592,2,481225,821607,2014,10.8,48,12,25,82,16,07
BOULDER LAKE,7592,2,481225,821607,2015,10.6,48,12,25,82,16,07
BOULDER LAKE,7592,2,481225,821607,2016,9,48,12,25,82,16,07
BOULTER LAKE,545,1,451825,780300,2002,7.9,45,18,25,78,03,00
BOULTER LAKE,545,1,451825,780300,2003,8.7,45,18,25,78,03,00
BOULTER LAKE,545,1,451825,780300,2005,5.8,45,18,25,78,03,00
BOULTER LAKE,545,1,451825,780300,2006,6.6,45,18,25,78,03,00
BOULTER LAKE,545,1,451825,780300,2007,5.45,45,18,25,78,03,00
BOW LAKE,551,1,445100,783350,2002,4.45,44,51,00,78,33,50
BOW LAKE,551,1,445100,783350,2003,21.95,44,51,00,78,33,50
BOW LAKE,551,1,445100,783350,2004,6.45,44,51,00,78,33,50
BOW LAKE,551,1,445100,783350,2005,9.85,44,51,00,78,33,50
BOW LAKE,551,1,445100,783350,2006,4.7,44,51,00,78,33,50
BOW LAKE,551,1,445100,783350,2007,8.75,44,51,00,78,33,50
BOW LAKE,551,1,445100,783350,2008,8.5,44,51,00,78,33,50
BOW LAKE,551,1,445100,783350,2009,6.05,44,51,00,78,33,50
BOW LAKE,551,1,445100,783350,2010,5.2,44,51,00,78,33,50
BOW LAKE,551,1,445100,783350,2011,6,44,51,00,78,33,50
BOW LAKE,551,1,445100,783350,2012,6.2,44,51,00,78,33,50
BOW LAKE,551,1,445100,783350,2013,6.7,44,51,00,78,33,50
BOW LAKE,551,1,445100,783350,2014,4.6,44,51,00,78,33,50
BOW LAKE,551,1,445100,783350,2015,5.4,44,51,00,78,33,50
BOW LAKE,551,1,445100,783350,2016,5,44,51,00,78,33,50
BOW LAKE,551,2,445047,783350,2016,6.2,44,50,47,78,33,50
BOWLEY LAKE,7495,1,451024,761509,2010,27.2,45,10,24,76,15,09
BOWLEY LAKE,7495,1,451024,761509,2011,23.3,45,10,24,76,15,09
BOWLEY LAKE,7495,1,451024,761509,2012,34.1,45,10,24,76,15,09
BOWLEY LAKE,7495,1,451024,761509,2013,35,45,10,24,76,15,09
BOWLEY LAKE,7495,1,451024,761509,2014,36,45,10,24,76,15,09
BRACK LAKE,559,1,491877,821164,2014,9.5,49,18,77,82,11,64
BRADY LAKE,560,1,450300,785000,2005,12.55,45,03,00,78,50,00
BRADY LAKE,560,1,450300,785000,2006,13.4,45,03,00,78,50,00
BRADY LAKE,560,1,450300,785000,2007,12.25,45,03,00,78,50,00
BRADY LAKE,560,1,450300,785000,2008,9.55,45,03,00,78,50,00
BRADY LAKE,560,1,450300,785000,2009,10.25,45,03,00,78,50,00
BRADY LAKE,560,1,450300,785000,2010,17,45,03,00,78,50,00
BRADY LAKE,560,1,450300,785000,2011,9.4,45,03,00,78,50,00
BRADY LAKE,560,1,450300,785000,2012,8.9,45,03,00,78,50,00
BRADY LAKE,560,1,450300,785000,2013,8.7,45,03,00,78,50,00
BRADY LAKE,560,1,450300,785000,2014,11.7,45,03,00,78,50,00
BRADY LAKE,560,1,450300,785000,2015,12.7,45,03,00,78,50,00
BRADY LAKE,560,1,450300,785000,2016,9.8,45,03,00,78,50,00
BRADY LAKE,560,3,450300,785000,2002,11.5,45,03,00,78,50,00
BRADY LAKE,560,3,450300,785000,2003,8.3,45,03,00,78,50,00
BRADY LAKE,560,3,450300,785000,2004,13.45,45,03,00,78,50,00
BRAIN LAKE,6849,1,460637,784126,2003,5.65,46,06,37,78,41,26
BRANDY LAKE,562,1,450629,793132,2006,27.91,45,06,29,79,31,32
BRANDY LAKE,562,1,450629,793132,2007,20.9416666666667,45,06,29,79,31,32
BRANDY LAKE,562,1,450629,793132,2008,30.275,45,06,29,79,31,32
BRANDY LAKE,562,1,450629,793132,2009,23.9916666666667,45,06,29,79,31,32
BRANDY LAKE,562,1,450629,793132,2010,26.65,45,06,29,79,31,32
BRANDY LAKE,562,1,450629,793132,2011,24.2333333333333,45,06,29,79,31,32
BRANDY LAKE,562,1,450629,793132,2012,23.18,45,06,29,79,31,32
BRANDY LAKE,562,1,450629,793132,2013,29.0428571428572,45,06,29,79,31,32
BRANDY LAKE,562,1,450629,793132,2014,26.9833333333333,45,06,29,79,31,32
BRANDY LAKE,562,1,450629,793132,2015,20.4166666666667,45,06,29,79,31,32
BRANDY LAKE,562,1,450629,793132,2016,17.7,45,06,29,79,31,32
BRAY LAKE,567,1,455414,792818,2007,10.6,45,54,14,79,28,18
BRAY LAKE,567,1,455414,792818,2008,11.85,45,54,14,79,28,18
BRENNAN LAKE,571,1,451839,795302,2012,11,45,18,39,79,53,02
BRENNAN LAKE,571,1,451839,795302,2013,10.2,45,18,39,79,53,02
BRENNAN LAKE,571,1,451839,795302,2014,9.4,45,18,39,79,53,02
BRENNAN LAKE,571,1,451839,795302,2016,6.8,45,18,39,79,53,02
BREWER LAKE,572,1,453529,781832,2002,6.3,45,35,29,78,18,32
BREWER LAKE,572,1,453529,781832,2003,6.6,45,35,29,78,18,32
BREWSTER LAKE,574,1,453929,772803,2014,11,45,39,29,77,28,03
BREWSTER'S LAKE,6852,1,442027,801816,2002,8.15,44,20,27,80,18,16
BREWSTER'S LAKE,6852,1,442027,801816,2003,33.25,44,20,27,80,18,16
BREWSTER'S LAKE,6852,1,442027,801816,2004,9.78333333333333,44,20,27,80,18,16
BREWSTER'S LAKE,6852,1,442027,801816,2005,11.17,44,20,27,80,18,16
BREWSTER'S LAKE,6852,1,442027,801816,2006,9.075,44,20,27,80,18,16
BREWSTER'S LAKE,6852,1,442027,801816,2007,13.0666666666667,44,20,27,80,18,16
BREWSTER'S LAKE,6852,1,442027,801816,2008,10.8125,44,20,27,80,18,16
BREWSTER'S LAKE,6852,1,442027,801816,2009,9.775,44,20,27,80,18,16
BREWSTER'S LAKE,6852,1,442027,801816,2010,11.35,44,20,27,80,18,16
BREWSTER'S LAKE,6852,1,442027,801816,2011,10.52,44,20,27,80,18,16
BREWSTER'S LAKE,6852,1,442027,801816,2012,10.85,44,20,27,80,18,16
BREWSTER'S LAKE,6852,1,442027,801816,2013,9.6,44,20,27,80,18,16
BREWSTER'S LAKE,6852,1,442027,801816,2014,11.3833333333333,44,20,27,80,18,16
BREWSTER'S LAKE,6852,1,442027,801816,2015,10.66,44,20,27,80,18,16
BREWSTER'S LAKE,6852,1,442027,801816,2016,9.06666666666667,44,20,27,80,18,16
BRIGHT LAKE,577,1,452327,785048,2002,4.9,45,23,27,78,50,48
BRIGHT LAKE,578,1,461516,831647,2009,15.35,46,15,16,83,16,47
BRIGHT LAKE,578,1,461516,831647,2010,12.175,46,15,16,83,16,47
BRIGHT LAKE,578,1,461516,831647,2011,22.95,46,15,16,83,16,47
BRIGHT LAKE,578,1,461516,831647,2012,27.02,46,15,16,83,16,47
BRIGHT LAKE,578,1,461516,831647,2013,14.14,46,15,16,83,16,47
BRIGHT LAKE,578,1,461516,831647,2014,14.63,46,15,16,83,16,47
BRIGHT LAKE,578,1,461516,831647,2015,20.2,46,15,16,83,16,47
BRIGHT LAKE,578,1,461516,831647,2016,22.82,46,15,16,83,16,47
BRIGHT LAKE,578,2,461516,831647,2010,12.9,46,15,16,83,16,47
BRIGHT LAKE,578,2,461516,831647,2016,10,46,15,16,83,16,47
BRITCHLESS LAKE (BIG),582,1,452244,771812,2003,12.75,45,22,44,77,18,12
BRODER #23 LAKE,583,1,462353,805723,2002,5.2,46,23,53,80,57,23
BRODER #23 LAKE,583,1,462353,805723,2003,5,46,23,53,80,57,23
BRODER #23 LAKE,583,1,462353,805723,2004,4.05,46,23,53,80,57,23
BRODER #23 LAKE,583,2,462351,805730,2013,3.8,46,23,51,80,57,30
BRODER #23 LAKE,583,2,462351,805730,2015,11.4,46,23,51,80,57,30
BRODER #23 LAKE,583,2,462351,805730,2016,3,46,23,51,80,57,30
BRODILL LAKE,584,1,462226,805631,2006,4.4,46,22,26,80,56,31
BRODILL LAKE,584,1,462226,805631,2007,6.95,46,22,26,80,56,31
BRODILL LAKE,584,2,462209,805656,2012,5.2,46,22,09,80,56,56
BRODILL LAKE,584,2,462209,805656,2013,4.9,46,22,09,80,56,56
BRODILL LAKE,584,2,462209,805656,2016,5.1,46,22,09,80,56,56
BROOKS LAKE,590,1,452723,790002,2002,6.55,45,27,23,79,00,02
BROWNLEE LAKE,7524,1,461810,832537,2012,10.7125,46,18,10,83,25,37
BROWNLEE LAKE,7524,1,461810,832537,2013,12.7,46,18,10,83,25,37
BROWNS LAKE,7576,1,450241,770818,2013,9.3,45,02,41,77,08,18
BRUCE LAKE,604,2,451107,793849,2002,11.0428571428571,45,11,07,79,38,49
BRUCE LAKE,604,2,451107,793849,2003,13.0071428571429,45,11,07,79,38,49
