"REF_DATE","GEO","DGUID","New housing price indexes","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009-03","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","74.1","","","","1"
"2009-04","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","73.5","","","","1"
"2009-05","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","73.2","","","","1"
"2009-06","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","73.1","","","","1"
"2009-07","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","73.3","","","","1"
"2009-08","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","73.4","","","","1"
"2009-09","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","73.9","","","","1"
"2009-10","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","74.2","","","","1"
"2009-11","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","74.6","","","","1"
"2009-12","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","75.2","","","","1"
"2010-01","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","75.7","","","","1"
"2010-02","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","75.6","","","","1"
"2010-03","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","76.1","","","","1"
"2010-04","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","76.3","","","","1"
"2010-05","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","76.9","","","","1"
"2010-06","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","77.2","","","","1"
"2010-07","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","77.1","","","","1"
"2010-08","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","77.4","","","","1"
"2010-09","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","77.4","","","","1"
"2010-10","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","77.6","","","","1"
"2010-11","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","78.1","","","","1"
"2010-12","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","77.9","","","","1"
"2011-01","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","78.2","","","","1"
"2011-02","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","78.7","","","","1"
"2011-03","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","78.9","","","","1"
"2011-04","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","79.6","","","","1"
"2011-05","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","80.2","","","","1"
"2011-06","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","80.9","","","","1"
"2011-07","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","81.1","","","","1"
"2011-08","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","81.3","","","","1"
"2011-09","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","81.5","","","","1"
"2011-10","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","81.7","","","","1"
"2011-11","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","82.3","","","","1"
"2011-12","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","82.5","","","","1"
"2012-01","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","82.6","","","","1"
"2012-02","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","83.0","","","","1"
"2012-03","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","83.5","","","","1"
"2012-04","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","83.8","","","","1"
"2012-05","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","84.3","","","","1"
"2012-06","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","84.7","","","","1"
"2012-07","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","84.7","","","","1"
"2012-08","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","84.9","","","","1"
"2012-09","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","85.3","","","","1"
"2012-10","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","85.6","","","","1"
"2012-11","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","85.9","","","","1"
"2012-12","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","86.1","","","","1"
"2013-01","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","86.3","","","","1"
"2013-02","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","86.1","","","","1"
"2013-03","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","86.2","","","","1"
"2013-04","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","86.3","","","","1"
"2013-05","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","86.5","","","","1"
"2013-06","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","86.5","","","","1"
"2013-07","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","86.7","","","","1"
"2013-08","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","86.8","","","","1"
"2013-09","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","86.8","","","","1"
"2013-10","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","86.9","","","","1"
"2013-11","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","87.1","","","","1"
"2013-12","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","87.3","","","","1"
"2014-01","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","87.4","","","","1"
"2014-02","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","87.7","","","","1"
"2014-03","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","87.7","","","","1"
"2014-04","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","88.3","","","","1"
"2014-05","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","88.3","","","","1"
"2014-06","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","88.7","","","","1"
"2014-07","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","88.6","","","","1"
"2014-08","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","89.0","","","","1"
"2014-09","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","89.3","","","","1"
"2014-10","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","89.3","","","","1"
"2014-11","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","89.4","","","","1"
"2014-12","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","89.6","","","","1"
"2015-01","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","89.5","","","","1"
"2015-02","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","89.8","","","","1"
"2015-03","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","90.2","","","","1"
"2015-04","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","90.4","","","","1"
"2015-05","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","90.4","","","","1"
"2015-06","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","90.9","","","","1"
"2015-07","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","91.2","","","","1"
"2015-08","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","91.8","","","","1"
"2015-09","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","92.0","","","","1"
"2015-10","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","92.4","","","","1"
"2015-11","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","92.6","","","","1"
"2015-12","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","92.8","","","","1"
"2016-01","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","93.0","","","","1"
"2016-02","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","93.6","","","","1"
"2016-03","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","93.9","","","","1"
"2016-04","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","94.6","","","","1"
"2016-05","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","96.4","","","","1"
"2016-06","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","96.8","","","","1"
"2016-07","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","97.8","","","","1"
"2016-08","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","98.4","","","","1"
"2016-09","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","98.5","","","","1"
"2016-10","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","99.6","","","","1"
"2016-11","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","99.8","","","","1"
"2016-12","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","100.0","","","","1"
"2017-01","Ontario","2016A000235","House only","Index, 201612=100","347","units","0","v111955491","17.2","99.9","","","","1"
"2004-01","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","79.2","","","","1"
"2004-02","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","79.3","","","","1"
"2004-03","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","79.3","","","","1"
"2004-04","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","80.0","","","","1"
"2004-05","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","80.4","","","","1"
"2004-06","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","81.2","","","","1"
"2004-07","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","81.2","","","","1"
"2004-08","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","81.8","","","","1"
"2004-09","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","81.8","","","","1"
"2004-10","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","81.9","","","","1"
"2004-11","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","81.9","","","","1"
"2004-12","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","82.2","","","","1"
"2005-01","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","82.3","","","","1"
"2005-02","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","82.5","","","","1"
"2005-03","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","83.1","","","","1"
"2005-04","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","83.3","","","","1"
"2005-05","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","83.3","","","","1"
"2005-06","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","85.4","","","","1"
"2005-07","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","85.4","","","","1"
"2005-08","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","85.5","","","","1"
"2005-09","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","85.8","","","","1"
"2005-10","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","85.8","","","","1"
"2005-11","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","85.8","","","","1"
"2005-12","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","85.8","","","","1"
"2006-01","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","86.0","","","","1"
"2006-02","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","86.3","","","","1"
"2006-03","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","86.3","","","","1"
"2006-04","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","86.3","","","","1"
"2006-05","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","86.5","","","","1"
"2006-06","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","86.8","","","","1"
"2006-07","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","87.1","","","","1"
"2006-08","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","87.2","","","","1"
"2006-09","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","87.2","","","","1"
"2006-10","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","87.2","","","","1"
"2006-11","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","87.4","","","","1"
"2006-12","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","87.5","","","","1"
"2007-01","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","87.5","","","","1"
"2007-02","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","87.6","","","","1"
"2007-03","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","88.1","","","","1"
"2007-04","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","88.1","","","","1"
"2007-05","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","88.3","","","","1"
"2007-06","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","88.5","","","","1"
"2007-07","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","88.5","","","","1"
"2007-08","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","88.5","","","","1"
"2007-09","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","88.6","","","","1"
"2007-10","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","88.6","","","","1"
"2007-11","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","88.9","","","","1"
"2007-12","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.0","","","","1"
"2008-01","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.4","","","","1"
"2008-02","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.7","","","","1"
"2008-03","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.1","","","","1"
"2008-04","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2008-05","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2008-06","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2008-07","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2008-08","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2008-09","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2008-10","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2008-11","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2008-12","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2009-01","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2009-02","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2009-03","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2009-04","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2009-05","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2009-06","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2009-07","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2009-08","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.2","","","","1"
"2009-09","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.3","","","","1"
"2009-10","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.3","","","","1"
"2009-11","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.5","","","","1"
"2009-12","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.6","","","","1"
"2010-01","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.6","","","","1"
"2010-02","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.9","","","","1"
"2010-03","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.3","","","","1"
"2010-04","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.3","","","","1"
"2010-05","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.1","","","","1"
"2010-06","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.1","","","","1"
"2010-07","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.0","","","","1"
"2010-08","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.1","","","","1"
"2010-09","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.1","","","","1"
"2010-10","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.1","","","","1"
"2010-11","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.1","","","","1"
"2010-12","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.4","","","","1"
"2011-01","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.4","","","","1"
"2011-02","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.5","","","","1"
"2011-03","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.6","","","","1"
"2011-04","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","89.6","","","","1"
"2011-05","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.0","","","","1"
"2011-06","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.1","","","","1"
"2011-07","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.3","","","","1"
"2011-08","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.5","","","","1"
"2011-09","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.7","","","","1"
"2011-10","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","90.9","","","","1"
"2011-11","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","91.4","","","","1"
"2011-12","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","91.7","","","","1"
"2012-01","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","91.8","","","","1"
"2012-02","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","91.8","","","","1"
"2012-03","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","92.1","","","","1"
"2012-04","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","92.1","","","","1"
"2012-05","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","92.4","","","","1"
"2012-06","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","92.7","","","","1"
"2012-07","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","92.7","","","","1"
"2012-08","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","92.9","","","","1"
"2012-09","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.1","","","","1"
"2012-10","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.1","","","","1"
"2012-11","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.2","","","","1"
"2012-12","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.3","","","","1"
"2013-01","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.3","","","","1"
"2013-02","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.4","","","","1"
"2013-03","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.5","","","","1"
"2013-04","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.5","","","","1"
"2013-05","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.6","","","","1"
"2013-06","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.6","","","","1"
"2013-07","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.6","","","","1"
"2013-08","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.7","","","","1"
"2013-09","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.7","","","","1"
"2013-10","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.7","","","","1"
"2013-11","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.7","","","","1"
"2013-12","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.8","","","","1"
"2014-01","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.8","","","","1"
"2014-02","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.9","","","","1"
"2014-03","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.9","","","","1"
"2014-04","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","93.9","","","","1"
"2014-05","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","94.0","","","","1"
"2014-06","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","94.0","","","","1"
"2014-07","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","94.0","","","","1"
"2014-08","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","94.0","","","","1"
"2014-09","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","94.0","","","","1"
"2014-10","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","94.1","","","","1"
"2014-11","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","94.2","","","","1"
"2014-12","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","94.3","","","","1"
"2015-01","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","94.5","","","","1"
"2015-02","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","94.5","","","","1"
"2015-03","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","94.5","","","","1"
"2015-04","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","94.5","","","","1"
"2015-05","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","95.8","","","","1"
"2015-06","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","96.2","","","","1"
"2015-07","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","96.2","","","","1"
"2015-08","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","96.4","","","","1"
"2015-09","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","96.4","","","","1"
"2015-10","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","96.6","","","","1"
"2015-11","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","96.7","","","","1"
"2015-12","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","96.7","","","","1"
"2016-01","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","96.7","","","","1"
"2016-02","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","96.6","","","","1"
"2016-03","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","96.6","","","","1"
"2016-04","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","96.8","","","","1"
"2016-05","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","97.1","","","","1"
"2016-06","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","97.4","","","","1"
"2016-07","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","97.6","","","","1"
"2016-08","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","97.6","","","","1"
"2016-09","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","98.1","","","","1"
"2016-10","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","99.1","","","","1"
"2016-11","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","100.0","","","","1"
"2016-12","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","100.0","","","","1"
"2017-01","Ontario","2016A000235","Land only","Index, 201612=100","347","units","0","v111955492","17.3","100.9","","","","1"


